tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc
XP_001456114.1,-,Pkinase,PF00069.31,2.7e-68,231.3,0.1,2.7e-68,231.3,0.1,GCF_000165425.1
XP_001460588.1,-,Pkinase,PF00069.31,2.7e-68,231.3,0.2,2.7e-68,231.3,0.2,GCF_000165425.1
XP_001435282.1,-,Pkinase,PF00069.31,2.8e-68,231.3,0.2,3.6e-68,230.9,0.2,GCF_000165425.1
XP_001455977.1,-,Pkinase,PF00069.31,2.8e-68,231.3,0.0,5.6e-68,230.3,0.0,GCF_000165425.1
XP_001448578.1,-,Pkinase,PF00069.31,2.9e-68,231.2,0.1,2.9e-68,231.2,0.1,GCF_000165425.1
XP_001461670.1,-,Pkinase,PF00069.31,3e-68,231.2,0.7,4.1e-68,230.7,0.7,GCF_000165425.1
XP_001449844.1,-,Pkinase,PF00069.31,3.2e-68,231.1,0.6,4.2e-68,230.7,0.6,GCF_000165425.1
XP_001446582.1,-,Pkinase,PF00069.31,3.3e-68,231.1,0.3,6e-68,230.2,0.3,GCF_000165425.1
XP_001453474.1,-,Pkinase,PF00069.31,3.4e-68,231.0,0.2,8.3e-68,229.7,0.2,GCF_000165425.1
XP_001451628.1,-,Pkinase,PF00069.31,3.5e-68,230.9,0.1,6.3e-68,230.1,0.1,GCF_000165425.1
XP_001455676.1,-,Pkinase,PF00069.31,3.7e-68,230.9,0.1,5.8e-68,230.2,0.1,GCF_000165425.1
XP_001434615.1,-,Pkinase,PF00069.31,3.8e-68,230.8,1.0,7e-68,230.0,1.0,GCF_000165425.1
XP_001451939.1,-,Pkinase,PF00069.31,4e-68,230.8,2.2,4e-68,230.8,2.2,GCF_000165425.1
XP_001458606.1,-,Pkinase,PF00069.31,4e-68,230.8,0.5,5.7e-68,230.3,0.5,GCF_000165425.1
XP_001454881.1,-,Pkinase,PF00069.31,4e-68,230.8,1.7,6e-68,230.2,1.7,GCF_000165425.1
XP_001427949.1,-,Pkinase,PF00069.31,4.2e-68,230.7,0.6,5.5e-68,230.3,0.6,GCF_000165425.1
XP_001449750.1,-,Pkinase,PF00069.31,4.2e-68,230.7,0.1,7e-68,230.0,0.1,GCF_000165425.1
XP_001426240.1,-,Pkinase,PF00069.31,4.5e-68,230.6,0.0,1.1e-67,229.4,0.0,GCF_000165425.1
XP_001435701.1,-,Pkinase,PF00069.31,4.6e-68,230.6,0.1,9.9e-68,229.5,0.1,GCF_000165425.1
XP_001456905.1,-,Pkinase,PF00069.31,4.6e-68,230.6,0.1,4.6e-68,230.6,0.1,GCF_000165425.1
XP_001432136.1,-,Pkinase,PF00069.31,4.8e-68,230.5,0.4,1.1e-67,229.3,0.0,GCF_000165425.1
XP_001452478.1,-,Pkinase,PF00069.31,4.8e-68,230.5,0.3,6.1e-68,230.2,0.3,GCF_000165425.1
XP_001448757.1,-,Pkinase,PF00069.31,4.8e-68,230.5,2.0,7.5e-68,229.9,2.0,GCF_000165425.1
XP_001459796.1,-,Pkinase,PF00069.31,5.1e-68,230.4,0.5,7.2e-68,229.9,0.5,GCF_000165425.1
XP_001436277.1,-,Pkinase,PF00069.31,5.2e-68,230.4,0.2,5.2e-68,230.4,0.2,GCF_000165425.1
XP_001437426.1,-,Pkinase,PF00069.31,5.4e-68,230.3,0.1,1.3e-67,229.0,0.1,GCF_000165425.1
XP_001461460.1,-,Pkinase,PF00069.31,5.7e-68,230.3,0.0,1.2e-67,229.2,0.0,GCF_000165425.1
XP_001446925.1,-,Pkinase,PF00069.31,5.7e-68,230.3,0.1,1.6e-67,228.8,0.1,GCF_000165425.1
XP_001431997.1,-,Pkinase,PF00069.31,5.9e-68,230.2,1.9,5.9e-68,230.2,1.9,GCF_000165425.1
XP_001424476.1,-,Pkinase,PF00069.31,6.4e-68,230.1,0.1,1.1e-67,229.3,0.1,GCF_000165425.1
XP_001454079.1,-,Pkinase,PF00069.31,6.4e-68,230.1,0.8,9.4e-68,229.5,0.8,GCF_000165425.1
XP_001424628.1,-,Pkinase,PF00069.31,6.7e-68,230.0,1.5,1.4e-67,229.0,1.5,GCF_000165425.1
XP_001434706.1,-,Pkinase,PF00069.31,7.2e-68,229.9,0.1,7.2e-68,229.9,0.1,GCF_000165425.1
XP_001457340.1,-,Pkinase,PF00069.31,7.5e-68,229.9,1.3,9.9e-68,229.5,0.0,GCF_000165425.1
XP_001445944.1,-,Pkinase,PF00069.31,7.7e-68,229.8,0.0,1.9e-67,228.6,0.0,GCF_000165425.1
XP_001429912.1,-,Pkinase,PF00069.31,7.9e-68,229.8,0.6,7.9e-68,229.8,0.6,GCF_000165425.1
XP_001443006.1,-,Pkinase,PF00069.31,8e-68,229.8,0.7,1.3e-67,229.1,0.7,GCF_000165425.1
XP_001440460.1,-,Pkinase,PF00069.31,8.1e-68,229.8,0.0,1.6e-67,228.8,0.0,GCF_000165425.1
XP_001443168.1,-,Pkinase,PF00069.31,8.2e-68,229.7,0.0,1.6e-67,228.8,0.0,GCF_000165425.1
XP_001441163.1,-,Pkinase,PF00069.31,8.4e-68,229.7,0.1,1.4e-67,229.0,0.1,GCF_000165425.1
XP_001458492.1,-,Pkinase,PF00069.31,8.4e-68,229.7,0.0,1.5e-67,228.9,0.0,GCF_000165425.1
XP_001448543.1,-,Pkinase,PF00069.31,8.5e-68,229.7,1.7,1e-67,229.4,0.1,GCF_000165425.1
XP_001438088.1,-,Pkinase,PF00069.31,8.5e-68,229.7,2.5,2.1e-67,228.4,2.5,GCF_000165425.1
XP_001459003.1,-,Pkinase,PF00069.31,8.6e-68,229.7,3.1,2.7e-67,228.0,0.1,GCF_000165425.1
XP_001460927.1,-,Pkinase,PF00069.31,9.1e-68,229.6,0.1,1.2e-67,229.2,0.1,GCF_000165425.1
XP_001461029.1,-,Pkinase,PF00069.31,9.3e-68,229.6,0.8,1.9e-67,228.6,0.8,GCF_000165425.1
XP_001453678.1,-,Pkinase,PF00069.31,9.3e-68,229.6,1.0,9.3e-68,229.6,1.0,GCF_000165425.1
XP_001460474.1,-,Pkinase,PF00069.31,9.4e-68,229.6,1.3,3e-67,227.9,1.3,GCF_000165425.1
XP_001456705.1,-,Pkinase,PF00069.31,9.4e-68,229.6,0.5,1.2e-67,229.2,0.5,GCF_000165425.1
XP_001448741.1,-,Pkinase,PF00069.31,9.9e-68,229.5,0.1,1.7e-67,228.7,0.0,GCF_000165425.1
XP_001457649.1,-,Pkinase,PF00069.31,1e-67,229.5,1.0,1.2e-67,229.2,1.0,GCF_000165425.1
XP_001455196.1,-,Pkinase,PF00069.31,1e-67,229.4,0.1,2.3e-67,228.3,0.1,GCF_000165425.1
XP_001433489.1,-,Pkinase,PF00069.31,1e-67,229.4,4.5,1e-67,229.4,4.5,GCF_000165425.1
XP_001423625.1,-,Pkinase,PF00069.31,1e-67,229.4,0.0,1.3e-67,229.1,0.0,GCF_000165425.1
XP_001452645.1,-,Pkinase,PF00069.31,1.1e-67,229.4,0.2,1.1e-67,229.4,0.2,GCF_000165425.1
XP_001454017.1,-,Pkinase,PF00069.31,1.1e-67,229.3,0.1,1.1e-67,229.3,0.1,GCF_000165425.1
XP_001436739.1,-,Pkinase,PF00069.31,1.1e-67,229.3,0.1,1.8e-67,228.6,0.1,GCF_000165425.1
XP_001432886.1,-,Pkinase,PF00069.31,1.1e-67,229.3,0.1,1.1e-67,229.3,0.1,GCF_000165425.1
XP_001434666.1,-,Pkinase,PF00069.31,1.2e-67,229.2,0.1,1.8e-67,228.6,0.1,GCF_000165425.1
XP_001449540.1,-,Pkinase,PF00069.31,1.2e-67,229.2,2.5,1.5e-66,225.6,0.1,GCF_000165425.1
XP_001453589.1,-,Pkinase,PF00069.31,1.3e-67,229.1,0.9,1.6e-67,228.8,0.0,GCF_000165425.1
XP_001449567.1,-,Pkinase,PF00069.31,1.3e-67,229.1,2.7,2e-67,228.5,2.7,GCF_000165425.1
XP_001441213.1,-,Pkinase,PF00069.31,1.3e-67,229.1,0.1,1.3e-67,229.1,0.1,GCF_000165425.1
XP_001426136.1,-,Pkinase,PF00069.31,1.3e-67,229.0,0.6,7.2e-67,226.7,0.0,GCF_000165425.1
XP_001423504.1,-,Pkinase,PF00069.31,1.4e-67,229.0,1.1,1.4e-67,229.0,1.1,GCF_000165425.1
XP_001461208.1,-,Pkinase,PF00069.31,1.5e-67,228.9,0.9,3e-67,227.9,0.9,GCF_000165425.1
XP_001422972.1,-,Pkinase,PF00069.31,1.5e-67,228.9,1.7,1.7e-67,228.7,0.3,GCF_000165425.1
XP_001442223.1,-,Pkinase,PF00069.31,1.5e-67,228.8,0.2,4.7e-67,227.3,0.2,GCF_000165425.1
XP_001441008.1,-,Pkinase,PF00069.31,1.5e-67,228.8,0.0,1.8e-67,228.6,0.0,GCF_000165425.1
XP_001434599.1,-,Pkinase,PF00069.31,1.6e-67,228.8,0.4,2e-67,228.5,0.4,GCF_000165425.1
XP_001459025.1,-,Pkinase,PF00069.31,1.6e-67,228.8,0.0,2.9e-67,227.9,0.0,GCF_000165425.1
XP_001443892.1,-,Pkinase,PF00069.31,1.6e-67,228.8,0.1,3.3e-67,227.7,0.0,GCF_000165425.1
XP_001460411.1,-,Pkinase,PF00069.31,1.7e-67,228.7,0.0,2e-67,228.4,0.0,GCF_000165425.1
XP_001457534.1,-,Pkinase,PF00069.31,1.7e-67,228.7,0.0,2.9e-67,227.9,0.0,GCF_000165425.1
XP_001455596.1,-,Pkinase,PF00069.31,1.8e-67,228.6,0.4,4.4e-67,227.3,0.1,GCF_000165425.1
XP_001435758.1,-,Pkinase,PF00069.31,1.8e-67,228.6,0.2,2.3e-67,228.3,0.2,GCF_000165425.1
XP_001459454.1,-,Pkinase,PF00069.31,1.9e-67,228.5,0.2,2.1e-66,225.1,0.0,GCF_000165425.1
XP_001436776.1,-,Pkinase,PF00069.31,2e-67,228.4,1.0,2.5e-66,224.9,0.0,GCF_000165425.1
XP_001457258.1,-,Pkinase,PF00069.31,2.1e-67,228.4,0.6,2.8e-67,228.0,0.6,GCF_000165425.1
XP_001434781.1,-,Pkinase,PF00069.31,2.1e-67,228.4,0.0,3.4e-67,227.7,0.0,GCF_000165425.1
XP_001425560.1,-,Pkinase,PF00069.31,2.1e-67,228.4,3.7,4e-67,227.5,3.7,GCF_000165425.1
XP_001427122.1,-,Pkinase,PF00069.31,2.1e-67,228.4,2.7,3.1e-67,227.9,2.7,GCF_000165425.1
XP_001457577.1,-,Pkinase,PF00069.31,2.1e-67,228.4,2.9,2.3e-67,228.3,0.0,GCF_000165425.1
XP_001437922.1,-,Pkinase,PF00069.31,2.3e-67,228.3,0.0,2.6e-67,228.1,0.0,GCF_000165425.1
XP_001456901.1,-,Pkinase,PF00069.31,2.4e-67,228.2,0.0,5.2e-67,227.1,0.0,GCF_000165425.1
XP_001459761.1,-,Pkinase,PF00069.31,2.4e-67,228.2,2.3,2.8e-67,228.0,2.3,GCF_000165425.1
XP_001454175.1,-,Pkinase,PF00069.31,2.4e-67,228.2,0.1,2.4e-67,228.2,0.1,GCF_000165425.1
XP_001436294.1,-,Pkinase,PF00069.31,2.5e-67,228.1,1.9,2.5e-67,228.1,1.9,GCF_000165425.1
XP_001440160.1,-,Pkinase,PF00069.31,2.7e-67,228.0,0.4,5e-67,227.2,0.4,GCF_000165425.1
XP_001424068.1,-,Pkinase,PF00069.31,2.8e-67,228.0,0.2,6.1e-67,226.9,0.0,GCF_000165425.1
XP_001457896.1,-,Pkinase,PF00069.31,2.8e-67,228.0,0.0,2.8e-67,228.0,0.0,GCF_000165425.1
XP_001450064.1,-,Pkinase,PF00069.31,2.9e-67,228.0,0.2,4.2e-67,227.4,0.2,GCF_000165425.1
XP_001435221.1,-,Pkinase,PF00069.31,2.9e-67,227.9,1.9,4.4e-67,227.3,1.9,GCF_000165425.1
XP_001448402.1,-,Pkinase,PF00069.31,2.9e-67,227.9,1.2,6.1e-67,226.9,1.2,GCF_000165425.1
XP_001436010.1,-,Pkinase,PF00069.31,3e-67,227.9,0.2,3e-67,227.9,0.2,GCF_000165425.1
XP_001457019.1,-,Pkinase,PF00069.31,3.1e-67,227.8,0.0,3.5e-67,227.7,0.0,GCF_000165425.1
XP_001433533.1,-,Pkinase,PF00069.31,3.2e-67,227.8,0.0,3.2e-67,227.8,0.0,GCF_000165425.1
XP_001457796.1,-,Pkinase,PF00069.31,3.4e-67,227.7,0.4,4.7e-67,227.3,0.4,GCF_000165425.1
XP_001457514.1,-,Pkinase,PF00069.31,3.5e-67,227.7,0.6,3.5e-67,227.7,0.6,GCF_000165425.1
XP_001455711.1,-,Pkinase,PF00069.31,3.6e-67,227.7,0.0,3.6e-67,227.7,0.0,GCF_000165425.1
XP_001448359.1,-,Pkinase,PF00069.31,3.6e-67,227.6,0.8,6.4e-67,226.8,0.8,GCF_000165425.1
XP_001428968.1,-,Pkinase,PF00069.31,3.6e-67,227.6,0.4,3.6e-67,227.6,0.4,GCF_000165425.1
XP_001442032.1,-,Pkinase,PF00069.31,3.7e-67,227.6,0.1,5.2e-67,227.1,0.1,GCF_000165425.1
XP_001447554.1,-,Pkinase,PF00069.31,3.7e-67,227.6,0.4,3.7e-67,227.6,0.4,GCF_000165425.1
XP_001430466.1,-,Pkinase,PF00069.31,3.7e-67,227.6,0.0,4.6e-67,227.3,0.0,GCF_000165425.1
XP_001440864.1,-,Pkinase,PF00069.31,3.7e-67,227.6,1.3,6.4e-67,226.8,1.3,GCF_000165425.1
XP_001455585.1,-,Pkinase,PF00069.31,3.9e-67,227.5,0.2,4.7e-67,227.3,0.2,GCF_000165425.1
XP_001436271.1,-,Pkinase,PF00069.31,4.1e-67,227.5,0.1,7.1e-67,226.7,0.1,GCF_000165425.1
XP_001447933.1,-,Pkinase,PF00069.31,4.1e-67,227.5,0.4,6.1e-67,226.9,0.4,GCF_000165425.1
XP_001449664.1,-,Pkinase,PF00069.31,4.2e-67,227.4,0.3,4.2e-67,227.4,0.3,GCF_000165425.1
XP_001437913.1,-,Pkinase,PF00069.31,4.2e-67,227.4,0.7,6.3e-67,226.8,0.0,GCF_000165425.1
XP_001443219.1,-,Pkinase,PF00069.31,4.2e-67,227.4,0.3,6.5e-67,226.8,0.3,GCF_000165425.1
XP_001435767.1,-,Pkinase,PF00069.31,4.3e-67,227.4,0.0,8.6e-67,226.4,0.0,GCF_000165425.1
XP_001443789.1,-,Pkinase,PF00069.31,4.4e-67,227.4,0.0,5.5e-67,227.0,0.0,GCF_000165425.1
XP_001461833.1,-,Pkinase,PF00069.31,4.4e-67,227.4,0.0,5.5e-67,227.0,0.0,GCF_000165425.1
XP_001431620.1,-,Pkinase,PF00069.31,4.5e-67,227.3,2.2,7.5e-67,226.6,2.2,GCF_000165425.1
XP_001428152.1,-,Pkinase,PF00069.31,4.5e-67,227.3,0.6,6.2e-67,226.9,0.6,GCF_000165425.1
XP_001456716.1,-,Pkinase,PF00069.31,4.6e-67,227.3,0.6,4.6e-67,227.3,0.6,GCF_000165425.1
XP_001458036.1,-,Pkinase,PF00069.31,4.6e-67,227.3,0.0,1.3e-66,225.8,0.0,GCF_000165425.1
XP_001462550.1,-,Pkinase,PF00069.31,4.7e-67,227.3,0.2,7.7e-67,226.6,0.2,GCF_000165425.1
XP_001423329.1,-,Pkinase,PF00069.31,4.7e-67,227.3,2.7,4.7e-67,227.3,2.7,GCF_000165425.1
XP_001423672.1,-,Pkinase,PF00069.31,4.8e-67,227.2,4.2,4.8e-67,227.2,4.2,GCF_000165425.1
XP_001436527.1,-,Pkinase,PF00069.31,4.8e-67,227.2,1.9,1.1e-66,226.1,0.0,GCF_000165425.1
XP_001451887.1,-,Pkinase,PF00069.31,4.8e-67,227.2,0.2,9.6e-67,226.2,0.2,GCF_000165425.1
XP_001460585.1,-,Pkinase,PF00069.31,4.8e-67,227.2,0.3,4.8e-67,227.2,0.3,GCF_000165425.1
XP_001455895.1,-,Pkinase,PF00069.31,4.8e-67,227.2,1.4,1.5e-66,225.6,0.1,GCF_000165425.1
XP_001447759.1,-,Pkinase,PF00069.31,4.8e-67,227.2,0.0,7.8e-67,226.5,0.0,GCF_000165425.1
XP_001457310.1,-,Pkinase,PF00069.31,5.1e-67,227.1,0.0,5.1e-67,227.1,0.0,GCF_000165425.1
XP_001424954.1,-,Pkinase,PF00069.31,5.3e-67,227.1,0.4,7.3e-67,226.6,0.4,GCF_000165425.1
XP_001444642.1,-,Pkinase,PF00069.31,5.3e-67,227.1,0.2,8.9e-67,226.4,0.2,GCF_000165425.1
XP_001436056.1,-,Pkinase,PF00069.31,5.4e-67,227.1,4.6,7.2e-67,226.7,4.6,GCF_000165425.1
XP_001446502.1,-,Pkinase,PF00069.31,5.6e-67,227.0,0.9,5.6e-67,227.0,0.9,GCF_000165425.1
XP_001452313.1,-,Pkinase,PF00069.31,5.8e-67,227.0,1.2,3.8e-66,224.3,0.1,GCF_000165425.1
XP_001443237.1,-,Pkinase,PF00069.31,5.9e-67,226.9,0.1,1.4e-66,225.7,0.1,GCF_000165425.1
XP_001456850.1,-,Pkinase,PF00069.31,6e-67,226.9,0.5,8.8e-67,226.4,0.5,GCF_000165425.1
XP_001440670.1,-,Pkinase,PF00069.31,6.1e-67,226.9,0.4,1.6e-66,225.5,0.4,GCF_000165425.1
XP_001451826.1,-,Pkinase,PF00069.31,6.1e-67,226.9,0.2,6.1e-67,226.9,0.2,GCF_000165425.1
XP_001462486.1,-,Pkinase,PF00069.31,6.2e-67,226.9,0.2,6.2e-67,226.9,0.2,GCF_000165425.1
XP_001458902.1,-,Pkinase,PF00069.31,6.3e-67,226.8,0.0,1.2e-66,225.9,0.0,GCF_000165425.1
XP_001441687.1,-,Pkinase,PF00069.31,6.4e-67,226.8,2.8,1.3e-66,225.8,2.8,GCF_000165425.1
XP_001440577.1,-,Pkinase,PF00069.31,6.6e-67,226.8,1.7,6.6e-67,226.8,1.7,GCF_000165425.1
XP_001462509.1,-,Pkinase,PF00069.31,6.7e-67,226.8,1.5,1e-66,226.1,1.5,GCF_000165425.1
XP_001444644.1,-,Pkinase,PF00069.31,6.7e-67,226.7,0.2,9.9e-67,226.2,0.2,GCF_000165425.1
XP_001438610.1,-,Pkinase,PF00069.31,6.7e-67,226.7,0.0,2.4e-66,225.0,0.0,GCF_000165425.1
XP_001445880.1,-,Pkinase,PF00069.31,6.8e-67,226.7,0.5,9.3e-67,226.3,0.5,GCF_000165425.1
XP_001445403.1,-,Pkinase,PF00069.31,6.8e-67,226.7,0.3,9.8e-67,226.2,0.3,GCF_000165425.1
XP_001447112.1,-,Pkinase,PF00069.31,6.9e-67,226.7,3.5,6.9e-67,226.7,3.5,GCF_000165425.1
XP_001425164.1,-,Pkinase,PF00069.31,7.1e-67,226.7,0.0,1.5e-66,225.6,0.0,GCF_000165425.1
XP_001423879.1,-,Pkinase,PF00069.31,7.5e-67,226.6,1.4,1.2e-66,226.0,1.4,GCF_000165425.1
XP_001448545.1,-,Pkinase,PF00069.31,7.5e-67,226.6,0.2,1.1e-66,226.1,0.2,GCF_000165425.1
XP_001434159.1,-,Pkinase,PF00069.31,8.2e-67,226.5,0.5,1.3e-66,225.8,0.2,GCF_000165425.1
XP_001436113.1,-,Pkinase,PF00069.31,8.4e-67,226.4,0.2,1.3e-66,225.8,0.2,GCF_000165425.1
XP_001441165.1,-,Pkinase,PF00069.31,8.4e-67,226.4,0.3,8.4e-67,226.4,0.3,GCF_000165425.1
XP_001449163.1,-,Pkinase,PF00069.31,8.5e-67,226.4,2.6,1.3e-66,225.8,2.6,GCF_000165425.1
XP_001430174.1,-,Pkinase,PF00069.31,8.5e-67,226.4,3.6,4.4e-66,224.1,3.6,GCF_000165425.1
XP_001457838.1,-,Pkinase,PF00069.31,9.1e-67,226.3,1.6,1.1e-66,226.1,1.6,GCF_000165425.1
XP_001424218.1,-,Pkinase,PF00069.31,1e-66,226.2,0.5,2.1e-66,225.1,0.5,GCF_000165425.1
XP_001459432.1,-,Pkinase,PF00069.31,1e-66,226.2,0.5,1.5e-66,225.6,0.5,GCF_000165425.1
XP_001424670.1,-,Pkinase,PF00069.31,1e-66,226.1,0.3,1e-66,226.1,0.3,GCF_000165425.1
XP_001436695.1,-,Pkinase,PF00069.31,1e-66,226.1,0.1,1e-66,226.1,0.1,GCF_000165425.1
XP_001424884.1,-,Pkinase,PF00069.31,1.1e-66,226.1,1.0,1.4e-66,225.7,0.0,GCF_000165425.1
XP_001427414.1,-,Pkinase,PF00069.31,1.1e-66,226.1,0.0,2.1e-66,225.2,0.0,GCF_000165425.1
XP_001445602.1,-,Pkinase,PF00069.31,1.1e-66,226.1,0.8,4.8e-66,224.0,0.2,GCF_000165425.1
XP_001436270.1,-,Pkinase,PF00069.31,1.1e-66,226.0,0.1,1.5e-66,225.6,0.1,GCF_000165425.1
XP_001455868.1,-,Pkinase,PF00069.31,1.1e-66,226.0,0.7,1.4e-66,225.7,0.7,GCF_000165425.1
XP_001461648.1,-,Pkinase,PF00069.31,1.1e-66,226.0,0.1,1.7e-66,225.5,0.1,GCF_000165425.1
XP_001428790.1,-,Pkinase,PF00069.31,1.2e-66,226.0,0.7,1.6e-66,225.5,0.7,GCF_000165425.1
XP_001432228.1,-,Pkinase,PF00069.31,1.2e-66,225.9,0.9,1.2e-66,225.9,0.9,GCF_000165425.1
XP_001425561.1,-,Pkinase,PF00069.31,1.2e-66,225.9,0.3,1.7e-66,225.5,0.3,GCF_000165425.1
XP_001435980.1,-,Pkinase,PF00069.31,1.2e-66,225.9,0.3,2e-66,225.2,0.3,GCF_000165425.1
XP_001439445.1,-,Pkinase,PF00069.31,1.2e-66,225.9,0.8,1.2e-66,225.9,0.8,GCF_000165425.1
XP_001453772.1,-,Pkinase,PF00069.31,1.2e-66,225.9,0.5,1.9e-66,225.3,0.5,GCF_000165425.1
XP_001447654.1,-,Pkinase,PF00069.31,1.3e-66,225.8,0.3,1.6e-66,225.5,0.3,GCF_000165425.1
XP_001432249.1,-,Pkinase,PF00069.31,1.4e-66,225.7,0.0,1.6e-66,225.5,0.0,GCF_000165425.1
XP_001456524.1,-,Pkinase,PF00069.31,1.4e-66,225.7,0.6,1.4e-66,225.7,0.6,GCF_000165425.1
XP_001453290.1,-,Pkinase,PF00069.31,1.4e-66,225.7,0.6,1.9e-66,225.2,0.6,GCF_000165425.1
XP_001458332.1,-,Pkinase,PF00069.31,1.5e-66,225.6,0.7,1.9e-66,225.2,0.7,GCF_000165425.1
XP_001453377.1,-,Pkinase,PF00069.31,1.5e-66,225.6,0.6,1.5e-66,225.6,0.6,GCF_000165425.1
XP_001462399.1,-,Pkinase,PF00069.31,1.5e-66,225.6,0.0,1.9e-66,225.3,0.0,GCF_000165425.1
XP_001454082.1,-,Pkinase,PF00069.31,1.6e-66,225.5,0.0,2e-66,225.2,0.0,GCF_000165425.1
XP_001443986.1,-,Pkinase,PF00069.31,1.7e-66,225.4,0.2,4.4e-66,224.1,0.2,GCF_000165425.1
XP_001440128.1,-,Pkinase,PF00069.31,1.7e-66,225.4,1.0,2.3e-66,225.0,1.0,GCF_000165425.1
XP_001438983.1,-,Pkinase,PF00069.31,1.8e-66,225.4,0.0,1.8e-66,225.4,0.0,GCF_000165425.1
XP_001434954.1,-,Pkinase,PF00069.31,1.8e-66,225.4,0.4,1.8e-66,225.4,0.4,GCF_000165425.1
XP_001449953.1,-,Pkinase,PF00069.31,1.8e-66,225.3,0.8,5.1e-66,223.9,0.1,GCF_000165425.1
XP_001457505.1,-,Pkinase,PF00069.31,1.9e-66,225.3,0.7,4.9e-66,223.9,0.0,GCF_000165425.1
XP_001449459.1,-,Pkinase,PF00069.31,1.9e-66,225.3,0.0,3.2e-66,224.5,0.0,GCF_000165425.1
XP_001443640.1,-,Pkinase,PF00069.31,1.9e-66,225.2,0.0,7.4e-66,223.3,0.0,GCF_000165425.1
XP_001449165.1,-,Pkinase,PF00069.31,1.9e-66,225.2,0.2,2.7e-66,224.8,0.2,GCF_000165425.1
XP_001426385.1,-,Pkinase,PF00069.31,2e-66,225.2,0.7,2e-66,225.2,0.7,GCF_000165425.1
XP_001432829.1,-,Pkinase,PF00069.31,2e-66,225.2,0.0,3.7e-66,224.3,0.0,GCF_000165425.1
XP_001429454.1,-,Pkinase,PF00069.31,2e-66,225.2,1.2,5.6e-66,223.7,0.1,GCF_000165425.1
XP_001423023.1,-,Pkinase,PF00069.31,2e-66,225.2,1.4,2.1e-66,225.2,0.1,GCF_000165425.1
XP_001435897.1,-,Pkinase,PF00069.31,2e-66,225.2,1.2,3.2e-66,224.5,0.1,GCF_000165425.1
XP_001454476.1,-,Pkinase,PF00069.31,2.1e-66,225.1,0.2,3.3e-66,224.5,0.2,GCF_000165425.1
XP_001424163.1,-,Pkinase,PF00069.31,2.2e-66,225.1,0.3,2.7e-66,224.8,0.3,GCF_000165425.1
XP_001458872.1,-,Pkinase,PF00069.31,2.2e-66,225.0,0.0,3.4e-66,224.4,0.0,GCF_000165425.1
XP_001434202.1,-,Pkinase,PF00069.31,2.3e-66,225.0,0.0,4.6e-66,224.0,0.0,GCF_000165425.1
XP_001426398.1,-,Pkinase,PF00069.31,2.3e-66,225.0,0.5,6e-66,223.6,0.0,GCF_000165425.1
XP_001428273.1,-,Pkinase,PF00069.31,2.3e-66,225.0,0.4,4.4e-66,224.1,0.4,GCF_000165425.1
XP_001440115.1,-,Pkinase,PF00069.31,2.3e-66,225.0,0.0,2.9e-66,224.7,0.0,GCF_000165425.1
XP_001423905.1,-,Pkinase,PF00069.31,2.4e-66,224.9,0.5,1e-65,222.9,0.0,GCF_000165425.1
XP_001447863.1,-,Pkinase,PF00069.31,2.4e-66,224.9,2.0,2.4e-66,224.9,2.0,GCF_000165425.1
XP_001459357.1,-,Pkinase,PF00069.31,2.5e-66,224.9,0.9,2.5e-65,221.6,0.9,GCF_000165425.1
XP_001437294.1,-,Pkinase,PF00069.31,2.6e-66,224.8,0.3,2.6e-66,224.8,0.3,GCF_000165425.1
XP_001437415.1,-,Pkinase,PF00069.31,2.7e-66,224.8,0.0,3.9e-66,224.2,0.0,GCF_000165425.1
XP_001423123.1,-,Pkinase,PF00069.31,2.8e-66,224.7,0.0,7.8e-66,223.3,0.0,GCF_000165425.1
XP_001442474.1,-,Pkinase,PF00069.31,2.9e-66,224.7,0.3,3.1e-65,221.3,0.1,GCF_000165425.1
XP_001459582.1,-,Pkinase,PF00069.31,3e-66,224.6,0.7,3e-66,224.6,0.7,GCF_000165425.1
XP_001439381.1,-,Pkinase,PF00069.31,3.1e-66,224.6,1.4,4.5e-66,224.0,1.4,GCF_000165425.1
XP_001450327.1,-,Pkinase,PF00069.31,3.1e-66,224.6,0.4,3.9e-66,224.3,0.4,GCF_000165425.1
XP_001442986.1,-,Pkinase,PF00069.31,3.4e-66,224.5,0.0,3.4e-66,224.5,0.0,GCF_000165425.1
XP_001453722.1,-,Pkinase,PF00069.31,3.4e-66,224.4,0.8,3.4e-66,224.4,0.8,GCF_000165425.1
XP_001429012.1,-,Pkinase,PF00069.31,3.5e-66,224.4,0.0,5.8e-66,223.7,0.0,GCF_000165425.1
XP_001438668.1,-,Pkinase,PF00069.31,3.5e-66,224.4,0.0,4.6e-66,224.0,0.0,GCF_000165425.1
XP_001434325.1,-,Pkinase,PF00069.31,3.6e-66,224.4,0.3,4.1e-66,224.2,0.3,GCF_000165425.1
XP_001435667.1,-,Pkinase,PF00069.31,3.6e-66,224.4,0.1,6.1e-66,223.6,0.1,GCF_000165425.1
XP_001449337.1,-,Pkinase,PF00069.31,3.6e-66,224.3,0.2,7.2e-66,223.4,0.2,GCF_000165425.1
XP_001430309.1,-,Pkinase,PF00069.31,3.7e-66,224.3,6.7,5.2e-66,223.8,0.0,GCF_000165425.1
