tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc,SuperGroup
PXF47654.1,-,RPS6_kin_2,PIRSF000606,6.6e-73,245.5,0,8.4e-73,245.1,0,GCA_003194525.1,Rhodophyta
PXF49728.1,-,RPS6_kin_2,PIRSF000606,2.7e-72,243.5,0,3.8e-72,243,0,GCA_003194525.1,Rhodophyta
PXF45869.1,-,RPS6_kin_2,PIRSF000606,7.2e-72,242,0,9.700000000000001e-72,241.6,0,GCA_003194525.1,Rhodophyta
PXF43916.1,-,RPS6_kin_2,PIRSF000606,4.9e-68,229.4,0,1.7000000000000001e-65,220.9,0,GCA_003194525.1,Rhodophyta
PXF46348.1,-,RPS6_kin_2,PIRSF000606,1.0999999999999999e-67,228.2,0,1.3999999999999999e-67,227.9,0,GCA_003194525.1,Rhodophyta
PXF45883.1,-,RPS6_kin_2,PIRSF000606,2e-67,227.3,0,3.0999999999999996e-67,226.7,0,GCA_003194525.1,Rhodophyta
PXF42907.1,-,RPS6_kin_2,PIRSF000606,7.1e-66,222.2,0,9.2e-66,221.8,0,GCA_003194525.1,Rhodophyta
PXF42497.1,-,RPS6_kin_2,PIRSF000606,1.2e-65,221.4,0,1.7000000000000001e-65,221,0,GCA_003194525.1,Rhodophyta
PXF40190.1,-,RPS6_kin_2,PIRSF000606,3.4000000000000003e-65,220,0,5.1e-65,219.4,0,GCA_003194525.1,Rhodophyta
PXF41344.1,-,RPS6_kin_2,PIRSF000606,5.3e-65,219.3,0.1,5e-37,126.8,0,GCA_003194525.1,Rhodophyta
PXF40810.1,-,RPS6_kin_2,PIRSF000606,2.3e-64,217.2,0,2.9e-64,216.9,0,GCA_003194525.1,Rhodophyta
PXF41769.1,-,RPS6_kin_2,PIRSF000606,9.1e-64,215.2,0,1.2e-63,214.9,0,GCA_003194525.1,Rhodophyta
PXF46738.1,-,RPS6_kin_2,PIRSF000606,9.4e-63,211.9,0,1.3e-62,211.4,0,GCA_003194525.1,Rhodophyta
PXF45675.1,-,RPS6_kin_2,PIRSF000606,4.8999999999999995e-62,209.5,0,8.799999999999999e-62,208.7,0,GCA_003194525.1,Rhodophyta
PXF45350.1,-,RPS6_kin_2,PIRSF000606,1e-61,208.5,0,1.1999999999999999e-61,208.2,0,GCA_003194525.1,Rhodophyta
PXF42414.1,-,RPS6_kin_2,PIRSF000606,1.8e-61,207.7,0,2.5999999999999998e-61,207.1,0,GCA_003194525.1,Rhodophyta
PXF47031.1,-,RPS6_kin_2,PIRSF000606,3.2e-61,206.8,0,4.2e-61,206.4,0,GCA_003194525.1,Rhodophyta
PXF44772.1,-,RPS6_kin_2,PIRSF000606,6.7e-61,205.8,0,9.4e-61,205.3,0,GCA_003194525.1,Rhodophyta
PXF48013.1,-,RPS6_kin_2,PIRSF000606,1.1000000000000001e-60,205.1,0,1.4e-60,204.7,0,GCA_003194525.1,Rhodophyta
PXF45481.1,-,RPS6_kin_2,PIRSF000606,1.9000000000000001e-59,201,0,2.6e-59,200.5,0,GCA_003194525.1,Rhodophyta
PXF42909.1,-,RPS6_kin_2,PIRSF000606,2.8000000000000002e-59,200.4,0,3.5e-59,200.1,0,GCA_003194525.1,Rhodophyta
PXF43756.1,-,RPS6_kin_2,PIRSF000606,3.8000000000000003e-59,199.9,0,6.7e-59,199.1,0,GCA_003194525.1,Rhodophyta
PXF48850.1,-,RPS6_kin_2,PIRSF000606,1.3999999999999999e-58,198.1,0,1.9e-58,197.7,0,GCA_003194525.1,Rhodophyta
PXF43915.1,-,RPS6_kin_2,PIRSF000606,2.7999999999999997e-58,197.1,0,6.299999999999999e-57,192.6,0,GCA_003194525.1,Rhodophyta
PXF45157.1,-,RPS6_kin_2,PIRSF000606,1.7999999999999998e-57,194.4,0,2.6e-57,193.9,0,GCA_003194525.1,Rhodophyta
PXF43448.1,-,RPS6_kin_2,PIRSF000606,1.7999999999999998e-57,194.4,0,2.1999999999999997e-57,194.2,0,GCA_003194525.1,Rhodophyta
PXF48137.1,-,RPS6_kin_2,PIRSF000606,1.6999999999999997e-56,191.2,0,2.7999999999999995e-56,190.5,0,GCA_003194525.1,Rhodophyta
PXF47253.1,-,RPS6_kin_2,PIRSF000606,1.9999999999999999e-56,191,0,2.5999999999999995e-56,190.6,0,GCA_003194525.1,Rhodophyta
PXF49267.1,-,RPS6_kin_2,PIRSF000606,1.5999999999999999e-55,188,0.1,1.5999999999999999e-55,188,0.1,GCA_003194525.1,Rhodophyta
PXF48854.1,-,RPS6_kin_2,PIRSF000606,2.3e-54,184.1,0,3.3e-54,183.6,0,GCA_003194525.1,Rhodophyta
PXF48410.1,-,RPS6_kin_2,PIRSF000606,6.2e-54,182.7,0.1,7.7e-54,182.4,0.1,GCA_003194525.1,Rhodophyta
PXF46373.1,-,RPS6_kin_2,PIRSF000606,6.8e-54,182.6,0,8.6e-54,182.2,0,GCA_003194525.1,Rhodophyta
PXF40505.1,-,RPS6_kin_2,PIRSF000606,9.1e-54,182.2,0.1,1.4999999999999999e-53,181.4,0.1,GCA_003194525.1,Rhodophyta
PXF43191.1,-,RPS6_kin_2,PIRSF000606,1.0999999999999999e-53,181.9,0,1.5999999999999998e-53,181.3,0,GCA_003194525.1,Rhodophyta
PXF42382.1,-,RPS6_kin_2,PIRSF000606,2.5e-53,180.7,0,3.0999999999999997e-53,180.4,0,GCA_003194525.1,Rhodophyta
PXF43479.1,-,RPS6_kin_2,PIRSF000606,2.5e-53,180.7,0,4.2e-53,180,0,GCA_003194525.1,Rhodophyta
PXF45661.1,-,RPS6_kin_2,PIRSF000606,2.9e-53,180.5,0,4.799999999999999e-53,179.8,0,GCA_003194525.1,Rhodophyta
PXF42155.1,-,RPS6_kin_2,PIRSF000606,1e-52,178.7,0,1.3e-52,178.4,0,GCA_003194525.1,Rhodophyta
PXF43013.1,-,RPS6_kin_2,PIRSF000606,5.9e-52,176.2,0,1.1e-51,175.3,0,GCA_003194525.1,Rhodophyta
PXF50082.1,-,RPS6_kin_2,PIRSF000606,6.4e-52,176.1,0,7.5e-52,175.8,0,GCA_003194525.1,Rhodophyta
PXF47652.1,-,RPS6_kin_2,PIRSF000606,1.3e-51,175,0,1.5e-51,174.8,0,GCA_003194525.1,Rhodophyta
PXF44860.1,-,RPS6_kin_2,PIRSF000606,3.7e-51,173.5,0,6.2e-51,172.8,0,GCA_003194525.1,Rhodophyta
PXF47445.1,-,RPS6_kin_2,PIRSF000606,5.9e-51,172.9,0,1.3e-49,168.5,0,GCA_003194525.1,Rhodophyta
PXF47930.1,-,RPS6_kin_2,PIRSF000606,6.3e-51,172.8,0,7.7e-51,172.5,0,GCA_003194525.1,Rhodophyta
PXF49810.1,-,RPS6_kin_2,PIRSF000606,6.7e-51,172.7,0,1.1e-50,172,0,GCA_003194525.1,Rhodophyta
PXF43307.1,-,RPS6_kin_2,PIRSF000606,2.8999999999999996e-49,167.3,0,3.2999999999999996e-44,150.5,0,GCA_003194525.1,Rhodophyta
PXF50012.1,-,RPS6_kin_2,PIRSF000606,1.1999999999999998e-48,165.3,0,1.6999999999999998e-48,164.7,0,GCA_003194525.1,Rhodophyta
PXF45983.1,-,RPS6_kin_2,PIRSF000606,1.2e-47,162,0,1.6e-47,161.5,0,GCA_003194525.1,Rhodophyta
PXF48169.1,-,RPS6_kin_2,PIRSF000606,3.8e-46,157,0,7.9e-46,155.9,0,GCA_003194525.1,Rhodophyta
PXF45386.1,-,RPS6_kin_2,PIRSF000606,1.4999999999999998e-43,148.3,0,1.9e-43,148,0,GCA_003194525.1,Rhodophyta
PXF41490.1,-,RPS6_kin_2,PIRSF000606,1.9e-43,148.1,0,2.7e-43,147.6,0,GCA_003194525.1,Rhodophyta
PXF47730.1,-,RPS6_kin_2,PIRSF000606,9.999999999999999e-43,145.6,0,1.8e-42,144.8,0,GCA_003194525.1,Rhodophyta
PXF45104.1,-,RPS6_kin_2,PIRSF000606,3.2999999999999997e-41,140.6,0,4.3e-41,140.3,0,GCA_003194525.1,Rhodophyta
PXF49778.1,-,RPS6_kin_2,PIRSF000606,4.9e-39,133.4,0.4,8.8e-39,132.6,0,GCA_003194525.1,Rhodophyta
PXF47624.1,-,RPS6_kin_2,PIRSF000606,8e-39,132.7,0,1e-38,132.4,0,GCA_003194525.1,Rhodophyta
PXF43677.1,-,RPS6_kin_2,PIRSF000606,2.1999999999999998e-38,131.3,0,8.099999999999999e-33,112.9,0,GCA_003194525.1,Rhodophyta
PXF43722.1,-,RPS6_kin_2,PIRSF000606,3e-38,130.8,0,3.6999999999999995e-38,130.5,0,GCA_003194525.1,Rhodophyta
PXF42891.1,-,RPS6_kin_2,PIRSF000606,3.4999999999999996e-38,130.6,0,5.8e-38,129.9,0,GCA_003194525.1,Rhodophyta
PXF45704.1,-,RPS6_kin_2,PIRSF000606,1.4e-37,128.6,0,6.900000000000001e-23,80.1,0,GCA_003194525.1,Rhodophyta
PXF43139.1,-,RPS6_kin_2,PIRSF000606,6e-37,126.6,0,8.7e-37,126,0,GCA_003194525.1,Rhodophyta
PXF49142.1,-,RPS6_kin_2,PIRSF000606,2.3e-36,124.6,0,2.9999999999999998e-36,124.2,0,GCA_003194525.1,Rhodophyta
PXF47774.1,-,RPS6_kin_2,PIRSF000606,8.8e-35,119.4,0,2.6e-33,114.5,0,GCA_003194525.1,Rhodophyta
PXF46966.1,-,RPS6_kin_2,PIRSF000606,1.9e-34,118.2,0,4.3e-29,100.6,0,GCA_003194525.1,Rhodophyta
PXF46971.1,-,RPS6_kin_2,PIRSF000606,1.9e-34,118.2,0,4.3e-29,100.6,0,GCA_003194525.1,Rhodophyta
PXF48755.1,-,RPS6_kin_2,PIRSF000606,2.3e-34,118,0,3.4e-29,100.9,0,GCA_003194525.1,Rhodophyta
PXF40921.1,-,RPS6_kin_2,PIRSF000606,3.1000000000000002e-34,117.6,0,5.499999999999999e-32,110.1,0,GCA_003194525.1,Rhodophyta
PXF49285.1,-,RPS6_kin_2,PIRSF000606,3.4e-34,117.4,0.3,6.5e-34,116.5,0.3,GCA_003194525.1,Rhodophyta
PXF44737.1,-,RPS6_kin_2,PIRSF000606,1.7999999999999998e-33,115,0,1.3e-31,108.9,0,GCA_003194525.1,Rhodophyta
PXF47236.1,-,RPS6_kin_2,PIRSF000606,2.4e-33,114.6,0,1.3e-31,108.9,0,GCA_003194525.1,Rhodophyta
PXF45764.1,-,RPS6_kin_2,PIRSF000606,2.8999999999999997e-33,114.4,0,4.2e-33,113.8,0,GCA_003194525.1,Rhodophyta
PXF39926.1,-,RPS6_kin_2,PIRSF000606,5.3e-33,113.5,0,6.2e-33,113.3,0,GCA_003194525.1,Rhodophyta
PXF50019.1,-,RPS6_kin_2,PIRSF000606,5.5e-33,113.4,0,6.9e-29,99.9,0,GCA_003194525.1,Rhodophyta
PXF49394.1,-,RPS6_kin_2,PIRSF000606,1.8999999999999998e-32,111.7,0,1.5e-31,108.7,0,GCA_003194525.1,Rhodophyta
PXF47338.1,-,RPS6_kin_2,PIRSF000606,2.1e-32,111.5,0,1.6e-26,92,0,GCA_003194525.1,Rhodophyta
PXF44415.1,-,RPS6_kin_2,PIRSF000606,3e-32,111,0,5.799999999999999e-29,100.1,0,GCA_003194525.1,Rhodophyta
PXF48943.1,-,RPS6_kin_2,PIRSF000606,3.5e-32,110.8,0,2.2e-31,108.1,0,GCA_003194525.1,Rhodophyta
PXF43948.1,-,RPS6_kin_2,PIRSF000606,5.1e-32,110.2,0,7.099999999999999e-32,109.8,0,GCA_003194525.1,Rhodophyta
PXF44578.1,-,RPS6_kin_2,PIRSF000606,6.5e-32,109.9,0,1.2e-27,95.8,0,GCA_003194525.1,Rhodophyta
PXF39498.1,-,RPS6_kin_2,PIRSF000606,9.8e-32,109.3,0,1.1e-31,109.1,0,GCA_003194525.1,Rhodophyta
PXF43923.1,-,RPS6_kin_2,PIRSF000606,1.1e-31,109.2,0,1.2e-31,109,0,GCA_003194525.1,Rhodophyta
PXF39662.1,-,RPS6_kin_2,PIRSF000606,1.5e-31,108.7,0,1.6999999999999998e-31,108.5,0,GCA_003194525.1,Rhodophyta
PXF40828.1,-,RPS6_kin_2,PIRSF000606,2.6999999999999997e-31,107.8,0,3.0000000000000003e-31,107.7,0,GCA_003194525.1,Rhodophyta
PXF47513.1,-,RPS6_kin_2,PIRSF000606,3.0000000000000003e-31,107.7,8.6,3.4000000000000004e-27,94.3,0,GCA_003194525.1,Rhodophyta
PXF42266.1,-,RPS6_kin_2,PIRSF000606,3.1999999999999997e-31,107.6,0,8.500000000000001e-30,102.9,0,GCA_003194525.1,Rhodophyta
PXF49880.1,-,RPS6_kin_2,PIRSF000606,5.399999999999999e-31,106.9,0,6.6e-30,103.3,0,GCA_003194525.1,Rhodophyta
PXF43835.1,-,RPS6_kin_2,PIRSF000606,5.7e-31,106.8,1.2,2.5e-24,84.8,0.2,GCA_003194525.1,Rhodophyta
PXF44943.1,-,RPS6_kin_2,PIRSF000606,1.1000000000000001e-30,105.9,0,3.4e-30,104.2,0,GCA_003194525.1,Rhodophyta
PXF46159.1,-,RPS6_kin_2,PIRSF000606,4.1e-30,103.9,0,4.1e-27,94,0,GCA_003194525.1,Rhodophyta
PXF44048.1,-,RPS6_kin_2,PIRSF000606,1.7e-29,101.9,0,4.8e-29,100.4,0,GCA_003194525.1,Rhodophyta
PXF47082.1,-,RPS6_kin_2,PIRSF000606,2.1e-29,101.6,0.3,3.2000000000000003e-27,94.4,0.1,GCA_003194525.1,Rhodophyta
PXF46877.1,-,RPS6_kin_2,PIRSF000606,4.7e-29,100.4,0,4.7e-29,100.4,0,GCA_003194525.1,Rhodophyta
PXF40587.1,-,RPS6_kin_2,PIRSF000606,6.7e-29,99.9,0,8.7e-29,99.6,0,GCA_003194525.1,Rhodophyta
PXF48509.1,-,RPS6_kin_2,PIRSF000606,1.3000000000000002e-28,99,0,1.9000000000000003e-28,98.4,0,GCA_003194525.1,Rhodophyta
PXF49754.1,-,RPS6_kin_2,PIRSF000606,5.1e-28,97,0,7.600000000000001e-28,96.4,0,GCA_003194525.1,Rhodophyta
PXF48106.1,-,RPS6_kin_2,PIRSF000606,1.6000000000000001e-27,95.4,0,1.9e-27,95.1,0,GCA_003194525.1,Rhodophyta
PXF49036.1,-,RPS6_kin_2,PIRSF000606,1.9e-27,95.1,0,3.8e-25,87.5,0,GCA_003194525.1,Rhodophyta
PXF47738.1,-,RPS6_kin_2,PIRSF000606,9e-27,92.9,0,1.4e-26,92.2,0,GCA_003194525.1,Rhodophyta
PXF44626.1,-,RPS6_kin_2,PIRSF000606,9.800000000000001e-27,92.8,0,1.5e-23,82.2,0,GCA_003194525.1,Rhodophyta
PXF50162.1,-,RPS6_kin_2,PIRSF000606,1.8e-26,91.9,0.1,1.5999999999999998e-25,88.8,0.1,GCA_003194525.1,Rhodophyta
PXF44767.1,-,RPS6_kin_2,PIRSF000606,1.9999999999999998e-26,91.7,0,4.9e-26,90.4,0,GCA_003194525.1,Rhodophyta
PXF44999.1,-,RPS6_kin_2,PIRSF000606,6.299999999999999e-26,90.1,0,2.4e-24,84.9,0.1,GCA_003194525.1,Rhodophyta
PXF42958.1,-,RPS6_kin_2,PIRSF000606,6.6e-26,90,0,9.6e-26,89.5,0,GCA_003194525.1,Rhodophyta
PXF45002.1,-,RPS6_kin_2,PIRSF000606,6.9e-26,90,0,2.5999999999999996e-24,84.8,0.1,GCA_003194525.1,Rhodophyta
PXF45008.1,-,RPS6_kin_2,PIRSF000606,6.9e-26,90,0,2.5999999999999996e-24,84.8,0.1,GCA_003194525.1,Rhodophyta
PXF45011.1,-,RPS6_kin_2,PIRSF000606,6.9e-26,90,0,2.5999999999999996e-24,84.8,0.1,GCA_003194525.1,Rhodophyta
PXF41331.1,-,RPS6_kin_2,PIRSF000606,1.5999999999999998e-25,88.8,1.2,3.4e-25,87.7,0,GCA_003194525.1,Rhodophyta
PXF48035.1,-,RPS6_kin_2,PIRSF000606,2.1999999999999997e-25,88.3,0,4.6e-25,87.2,0,GCA_003194525.1,Rhodophyta
PXF44076.1,-,RPS6_kin_2,PIRSF000606,4.7e-25,87.2,0,1.0000000000000001e-24,86.1,0.1,GCA_003194525.1,Rhodophyta
PXF42921.1,-,RPS6_kin_2,PIRSF000606,5.5e-25,87,0,6.6e-24,83.4,0,GCA_003194525.1,Rhodophyta
PXF41155.1,-,RPS6_kin_2,PIRSF000606,8.799999999999999e-25,86.3,0,1.2999999999999998e-24,85.8,0,GCA_003194525.1,Rhodophyta
PXF50179.1,-,RPS6_kin_2,PIRSF000606,1.4999999999999998e-24,85.6,0,2.2999999999999997e-24,84.9,0,GCA_003194525.1,Rhodophyta
PXF44007.1,-,RPS6_kin_2,PIRSF000606,3.5e-24,84.3,0,7.3e-22,76.7,0,GCA_003194525.1,Rhodophyta
PXF42296.1,-,RPS6_kin_2,PIRSF000606,4.5e-24,84,0.8,1e-22,79.5,0.8,GCA_003194525.1,Rhodophyta
PXF49041.1,-,RPS6_kin_2,PIRSF000606,4.7e-24,83.9,0,8.199999999999999e-24,83.1,0,GCA_003194525.1,Rhodophyta
PXF50095.1,-,RPS6_kin_2,PIRSF000606,9.799999999999999e-24,82.9,1.1,7.9e-11,40.2,0.2,GCA_003194525.1,Rhodophyta
PXF47950.1,-,RPS6_kin_2,PIRSF000606,6.3e-23,80.2,0,8.1e-23,79.8,0,GCA_003194525.1,Rhodophyta
PXF44574.1,-,RPS6_kin_2,PIRSF000606,1.8000000000000001e-22,78.7,0,2.4e-22,78.2,0,GCA_003194525.1,Rhodophyta
PXF42357.1,-,RPS6_kin_2,PIRSF000606,5e-22,77.2,0,1.1e-21,76.1,0,GCA_003194525.1,Rhodophyta
PXF41258.1,-,RPS6_kin_2,PIRSF000606,1.4e-21,75.7,0,2.3e-21,75,0,GCA_003194525.1,Rhodophyta
PXF45105.1,-,RPS6_kin_2,PIRSF000606,3.8e-21,74.3,0,5.5e-21,73.8,0,GCA_003194525.1,Rhodophyta
PXF45477.1,-,RPS6_kin_2,PIRSF000606,8.2e-20,69.9,0,1.5e-19,69,0,GCA_003194525.1,Rhodophyta
PXF47924.1,-,RPS6_kin_2,PIRSF000606,1.2e-19,69.4,0,1.3e-19,69.2,0,GCA_003194525.1,Rhodophyta
PXF47022.1,-,RPS6_kin_2,PIRSF000606,1.2e-19,69.3,0,1.3e-18,65.9,0,GCA_003194525.1,Rhodophyta
PXF49585.1,-,RPS6_kin_2,PIRSF000606,1.6e-19,69,0,2.4e-19,68.3,0,GCA_003194525.1,Rhodophyta
PXF45005.1,-,RPS6_kin_2,PIRSF000606,3.2e-19,67.9,0,3.5e-19,67.8,0,GCA_003194525.1,Rhodophyta
PXF39534.1,-,RPS6_kin_2,PIRSF000606,3.5e-19,67.8,0,3.8e-19,67.7,0,GCA_003194525.1,Rhodophyta
PXF44718.1,-,RPS6_kin_2,PIRSF000606,1.4e-18,65.8,0,2.1e-18,65.2,0,GCA_003194525.1,Rhodophyta
PXF46825.1,-,RPS6_kin_2,PIRSF000606,2.5e-18,65,0,4.1e-18,64.3,0,GCA_003194525.1,Rhodophyta
PXF39393.1,-,RPS6_kin_2,PIRSF000606,4.1e-18,64.3,0,4.8e-18,64,0,GCA_003194525.1,Rhodophyta
PXF43327.1,-,RPS6_kin_2,PIRSF000606,4.2e-17,60.9,0,1.5e-6,26,0,GCA_003194525.1,Rhodophyta
PXF42039.1,-,RPS6_kin_2,PIRSF000606,2.1e-16,58.6,0,4.4e-16,57.6,0,GCA_003194525.1,Rhodophyta
PXF42392.1,-,RPS6_kin_2,PIRSF000606,5.6e-15,53.9,0,6.6e-15,53.7,0,GCA_003194525.1,Rhodophyta
PXF48885.1,-,RPS6_kin_2,PIRSF000606,3e-14,51.5,0,4.3e-8,31.1,0,GCA_003194525.1,Rhodophyta
PXF43973.1,-,RPS6_kin_2,PIRSF000606,3.5e-14,51.3,0,2.8e-13,48.3,0,GCA_003194525.1,Rhodophyta
PXF44398.1,-,RPS6_kin_2,PIRSF000606,1.3e-13,49.4,0,1.8e-13,48.9,0,GCA_003194525.1,Rhodophyta
PXF40374.1,-,RPS6_kin_2,PIRSF000606,1.7e-13,49,0,2.4e-13,48.5,0,GCA_003194525.1,Rhodophyta
PXF40375.1,-,RPS6_kin_2,PIRSF000606,2.4e-13,48.5,0,3.2e-13,48.1,0,GCA_003194525.1,Rhodophyta
PXF43710.1,-,RPS6_kin_2,PIRSF000606,8.2e-13,46.7,0,9e-13,46.6,0,GCA_003194525.1,Rhodophyta
PXF46369.1,-,RPS6_kin_2,PIRSF000606,9.2e-13,46.6,0,1.5e-12,45.8,0,GCA_003194525.1,Rhodophyta
PXF47728.1,-,RPS6_kin_2,PIRSF000606,1.5e-12,45.9,0,4e-12,44.4,0,GCA_003194525.1,Rhodophyta
PXF45308.1,-,RPS6_kin_2,PIRSF000606,3.2e-12,44.8,0,4.4e-12,44.3,0,GCA_003194525.1,Rhodophyta
PXF40761.1,-,RPS6_kin_2,PIRSF000606,3.4e-12,44.7,0,4.6e-12,44.2,0,GCA_003194525.1,Rhodophyta
PXF46158.1,-,RPS6_kin_2,PIRSF000606,3.4e-11,41.4,0,3.4e-11,41.4,0,GCA_003194525.1,Rhodophyta
PXF49299.1,-,RPS6_kin_2,PIRSF000606,7.7e-11,40.2,0,1e-10,39.8,0,GCA_003194525.1,Rhodophyta
PXF42869.1,-,RPS6_kin_2,PIRSF000606,9.3e-10,36.6,0,1.3e-9,36.2,0,GCA_003194525.1,Rhodophyta
PXF46937.1,-,RPS6_kin_2,PIRSF000606,2.8e-9,35.1,0,9.1e-9,33.3,0,GCA_003194525.1,Rhodophyta
PXF42789.1,-,RPS6_kin_2,PIRSF000606,6.2e-9,33.9,0,8.7e-9,33.4,0,GCA_003194525.1,Rhodophyta
PXF46911.1,-,RPS6_kin_2,PIRSF000606,7.2e-9,33.7,0,1.1e-8,33.1,0,GCA_003194525.1,Rhodophyta
PXF41975.1,-,RPS6_kin_2,PIRSF000606,1.2e-8,33,0,2.7e-8,31.8,0,GCA_003194525.1,Rhodophyta
PXF43769.1,-,RPS6_kin_2,PIRSF000606,1.6e-6,26,0,3.6e-6,24.8,0,GCA_003194525.1,Rhodophyta
PXF48603.1,-,RPS6_kin_2,PIRSF000606,1.6e-6,25.9,0,2.6e-6,25.2,0,GCA_003194525.1,Rhodophyta
PXF41885.1,-,RPS6_kin_2,PIRSF000606,7.4e-6,23.7,0.1,1.1e-5,23.2,0.1,GCA_003194525.1,Rhodophyta
PXF44100.1,-,RPS6_kin_2,PIRSF000606,1.3e-5,23,0,1.5e-5,22.7,0,GCA_003194525.1,Rhodophyta
PXF43581.1,-,RPS6_kin_2,PIRSF000606,2.9e-5,21.8,0,3.7e-5,21.4,0,GCA_003194525.1,Rhodophyta
PXF40410.1,-,RPS6_kin_2,PIRSF000606,7e-5,20.5,0,8.5e-5,20.2,0,GCA_003194525.1,Rhodophyta
PXF40617.1,-,RPS6_kin_2,PIRSF000606,1.7e-4,19.2,0,2e-4,19,0,GCA_003194525.1,Rhodophyta
PXF42421.1,-,RPS6_kin_2,PIRSF000606,2.5e-4,18.7,0,3e-4,18.4,0,GCA_003194525.1,Rhodophyta
PXF41502.1,-,RPS6_kin_2,PIRSF000606,4.9e-4,17.7,0,5.5e-4,17.5,0,GCA_003194525.1,Rhodophyta
PXF45624.1,-,RPS6_kin_2,PIRSF000606,7.1e-4,17.2,0,9.6e-4,16.7,0,GCA_003194525.1,Rhodophyta
PXF45803.1,-,RPS6_kin_2,PIRSF000606,0.0013,16.3,0.1,1.1,6.6,0,GCA_003194525.1,Rhodophyta
PXF47799.1,-,RPS6_kin_2,PIRSF000606,0.0017,15.9,0,0.0021,15.6,0,GCA_003194525.1,Rhodophyta
PXF48031.1,-,RPS6_kin_2,PIRSF000606,0.0021,15.6,0,0.0028,15.2,0,GCA_003194525.1,Rhodophyta
PXF48983.1,-,RPS6_kin_2,PIRSF000606,0.0023,15.5,0,0.0032,15,0,GCA_003194525.1,Rhodophyta
PXF40383.1,-,RPS6_kin_2,PIRSF000606,0.0076,13.8,0,0.0091,13.5,0,GCA_003194525.1,Rhodophyta
PXF41194.1,-,RPS6_kin_2,PIRSF000606,0.026,12,0,0.026,12,0,GCA_003194525.1,Rhodophyta
PXF42719.1,-,RPS6_kin_2,PIRSF000606,0.03,11.8,0.1,0.073,10.5,0,GCA_003194525.1,Rhodophyta
PXF46368.1,-,RPS6_kin_2,PIRSF000606,0.035,11.6,0,0.053,11,0,GCA_003194525.1,Rhodophyta
PXF40035.1,-,RPS6_kin_2,PIRSF000606,0.053,11,0,0.062,10.8,0,GCA_003194525.1,Rhodophyta
PXF39562.1,-,RPS6_kin_2,PIRSF000606,0.054,11,0,0.063,10.7,0,GCA_003194525.1,Rhodophyta
PXF39762.1,-,RPS6_kin_2,PIRSF000606,0.054,11,0,0.063,10.7,0,GCA_003194525.1,Rhodophyta
PXF39769.1,-,RPS6_kin_2,PIRSF000606,0.058,10.9,0,0.068,10.6,0,GCA_003194525.1,Rhodophyta
PXF41016.1,-,RPS6_kin_2,PIRSF000606,0.058,10.8,0,0.068,10.6,0,GCA_003194525.1,Rhodophyta
PXF47144.1,-,RPS6_kin_2,PIRSF000606,0.079,10.4,0,0.33,8.4,0,GCA_003194525.1,Rhodophyta
PXF39555.1,-,RPS6_kin_2,PIRSF000606,0.1,10.1,0,0.11,9.9,0,GCA_003194525.1,Rhodophyta
KAA8490663.1,-,RPS6_kin_2,PIRSF000606,1.9999999999999998e-130,435.5,0.1,5.2e-66,222.5,0,GCA_008690995.1,Rhodophyta
KAA8490607.1,-,RPS6_kin_2,PIRSF000606,1.9999999999999998e-130,435.5,0.1,5.2e-66,222.5,0,GCA_008690995.1,Rhodophyta
KAA8498576.1,-,RPS6_kin_2,PIRSF000606,8.999999999999998e-90,301.1,0,5.999999999999999e-89,298.4,0,GCA_008690995.1,Rhodophyta
KAA8492388.1,-,RPS6_kin_2,PIRSF000606,3.7999999999999994e-89,299,0.2,1.7e-55,187.7,0,GCA_008690995.1,Rhodophyta
KAA8496025.1,-,RPS6_kin_2,PIRSF000606,4.6e-86,288.8,0.2,5.6e-51,172.8,0.2,GCA_008690995.1,Rhodophyta
KAA8497361.1,-,RPS6_kin_2,PIRSF000606,8.7e-84,281.3,0,1.1999999999999999e-83,280.9,0,GCA_008690995.1,Rhodophyta
KAA8492106.1,-,RPS6_kin_2,PIRSF000606,1.2999999999999999e-83,280.8,0.1,7.1e-49,165.9,0,GCA_008690995.1,Rhodophyta
KAA8496839.1,-,RPS6_kin_2,PIRSF000606,5.0999999999999996e-83,278.8,0.8,2.2e-51,174.2,0.4,GCA_008690995.1,Rhodophyta
KAA8499057.1,-,RPS6_kin_2,PIRSF000606,1.2000000000000001e-80,270.9,0,1.6000000000000001e-80,270.5,0,GCA_008690995.1,Rhodophyta
KAA8492387.1,-,RPS6_kin_2,PIRSF000606,7.8e-79,264.9,0,4.9e-46,156.5,0,GCA_008690995.1,Rhodophyta
KAA8493827.1,-,RPS6_kin_2,PIRSF000606,1.9000000000000002e-78,263.7,0,2.4e-45,154.2,0,GCA_008690995.1,Rhodophyta
KAA8499064.1,-,RPS6_kin_2,PIRSF000606,2.3999999999999997e-75,253.4,0,3.0000000000000004e-75,253.1,0,GCA_008690995.1,Rhodophyta
KAA8494117.1,-,RPS6_kin_2,PIRSF000606,1.1e-74,251.2,1.2,2e-44,151.2,0.2,GCA_008690995.1,Rhodophyta
KAA8495663.1,-,RPS6_kin_2,PIRSF000606,1.2000000000000001e-74,251.1,0.5,1.8e-43,148,0.2,GCA_008690995.1,Rhodophyta
