tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc,SuperGroup
CUG36924.1,-,RPS6_kin_2,PIRSF000606,2.4e-22,79,0,4.500000000000001e-22,78.1,0,GCA_001460835.1,Discoba
CUI14511.1,-,RPS6_kin_2,PIRSF000606,3.4000000000000003e-22,78.5,1.6,4.3e-12,45.1,0.4,GCA_001460835.1,Discoba
CUG90644.1,-,RPS6_kin_2,PIRSF000606,4.900000000000001e-22,78,0,8.8e-22,77.1,0,GCA_001460835.1,Discoba
CUF25998.1,-,RPS6_kin_2,PIRSF000606,6.400000000000001e-22,77.6,0,8.300000000000001e-22,77.2,0,GCA_001460835.1,Discoba
CUG09068.1,-,RPS6_kin_2,PIRSF000606,8.4e-22,77.2,0,3.6e-15,55.3,0,GCA_001460835.1,Discoba
CUG88152.1,-,RPS6_kin_2,PIRSF000606,9.4e-22,77,1.6,6.2e-21,74.3,0,GCA_001460835.1,Discoba
CUG89306.1,-,RPS6_kin_2,PIRSF000606,2.5e-21,75.6,0,1.7e-12,46.4,0,GCA_001460835.1,Discoba
CUI15022.1,-,RPS6_kin_2,PIRSF000606,2.8e-21,75.5,0.2,8.7e-15,54,0,GCA_001460835.1,Discoba
CUE83448.1,-,RPS6_kin_2,PIRSF000606,3.5e-21,75.2,0,4.4e-11,41.8,0,GCA_001460835.1,Discoba
CUG89738.1,-,RPS6_kin_2,PIRSF000606,3.6e-21,75.1,0,2e-18,66,0,GCA_001460835.1,Discoba
CUI15098.1,-,RPS6_kin_2,PIRSF000606,4e-21,75,0,5.8e-21,74.4,0,GCA_001460835.1,Discoba
CUG87668.1,-,RPS6_kin_2,PIRSF000606,6.4e-21,74.3,0,2.5e-20,72.3,0,GCA_001460835.1,Discoba
CUI13475.1,-,RPS6_kin_2,PIRSF000606,6.5e-21,74.3,0,1.5e-19,69.7,0,GCA_001460835.1,Discoba
CUG84967.1,-,RPS6_kin_2,PIRSF000606,1.3e-20,73.2,0.1,1.8e-18,66.2,0.2,GCA_001460835.1,Discoba
CUE92238.1,-,RPS6_kin_2,PIRSF000606,2.1e-20,72.6,0,2.5e-20,72.3,0,GCA_001460835.1,Discoba
CUG91574.1,-,RPS6_kin_2,PIRSF000606,2.6e-20,72.3,0,1.1e-11,43.7,0,GCA_001460835.1,Discoba
CUG05468.1,-,RPS6_kin_2,PIRSF000606,2.8e-20,72.2,2.2,6.5e-14,51.1,0,GCA_001460835.1,Discoba
CUI15556.1,-,RPS6_kin_2,PIRSF000606,3.2e-20,72,0,2.8e-16,59,0,GCA_001460835.1,Discoba
CUG92447.1,-,RPS6_kin_2,PIRSF000606,3.2e-20,72,0,2.1e-17,62.7,0,GCA_001460835.1,Discoba
CUG86885.1,-,RPS6_kin_2,PIRSF000606,6.9e-20,70.9,0,1e-19,70.3,0,GCA_001460835.1,Discoba
CUG87386.1,-,RPS6_kin_2,PIRSF000606,9.1e-20,70.5,0,1.7e-18,66.3,0,GCA_001460835.1,Discoba
CUM57941.1,-,RPS6_kin_2,PIRSF000606,1.8e-19,69.5,0,1.9e-19,69.4,0,GCA_001460835.1,Discoba
CUG89578.1,-,RPS6_kin_2,PIRSF000606,2.1e-19,69.3,0,8.5e-18,64,0,GCA_001460835.1,Discoba
CUI12366.1,-,RPS6_kin_2,PIRSF000606,5e-19,68,0,9.2e-19,67.2,0,GCA_001460835.1,Discoba
CUE73637.1,-,RPS6_kin_2,PIRSF000606,5.5e-19,67.9,0,1.1e-18,66.9,0,GCA_001460835.1,Discoba
CUG90900.1,-,RPS6_kin_2,PIRSF000606,5.7e-19,67.8,0,6.8e-19,67.6,0,GCA_001460835.1,Discoba
CUG11495.1,-,RPS6_kin_2,PIRSF000606,5.8e-19,67.8,0.1,4e-15,55.1,0,GCA_001460835.1,Discoba
CUG88894.1,-,RPS6_kin_2,PIRSF000606,9.1e-19,67.2,0,1.4e-18,66.6,0,GCA_001460835.1,Discoba
CUG86125.1,-,RPS6_kin_2,PIRSF000606,1e-18,67,0.2,9.1e-7,27.5,0,GCA_001460835.1,Discoba
CUG93317.1,-,RPS6_kin_2,PIRSF000606,2.1e-18,66,0,2.9e-13,49,0,GCA_001460835.1,Discoba
CUE89401.1,-,RPS6_kin_2,PIRSF000606,2.1e-18,66,0,2.9e-18,65.5,0,GCA_001460835.1,Discoba
CUF21853.1,-,RPS6_kin_2,PIRSF000606,2.9e-18,65.5,0.3,5.7e-17,61.2,0,GCA_001460835.1,Discoba
CUF08148.1,-,RPS6_kin_2,PIRSF000606,3.4e-18,65.3,0,4.7e-18,64.8,0,GCA_001460835.1,Discoba
CUF96038.1,-,RPS6_kin_2,PIRSF000606,3.8e-18,65.1,0,5.4e-18,64.6,0,GCA_001460835.1,Discoba
CUG93315.1,-,RPS6_kin_2,PIRSF000606,6e-18,64.5,0,8.8e-18,63.9,0,GCA_001460835.1,Discoba
CUG74208.1,-,RPS6_kin_2,PIRSF000606,6.7e-18,64.3,0,7.5e-18,64.1,0,GCA_001460835.1,Discoba
CUE68709.1,-,RPS6_kin_2,PIRSF000606,7e-18,64.2,0,4.2e-13,48.5,0,GCA_001460835.1,Discoba
CUF66181.1,-,RPS6_kin_2,PIRSF000606,8.7e-18,63.9,0,2e-13,49.5,0,GCA_001460835.1,Discoba
CUG84719.1,-,RPS6_kin_2,PIRSF000606,1.3e-17,63.3,0.8,5.1e-11,41.6,0,GCA_001460835.1,Discoba
CUG86410.1,-,RPS6_kin_2,PIRSF000606,2.1e-17,62.7,0,3e-17,62.2,0,GCA_001460835.1,Discoba
CUG91147.1,-,RPS6_kin_2,PIRSF000606,2.3e-17,62.5,0.2,5.7e-16,57.9,0.2,GCA_001460835.1,Discoba
CUG93614.1,-,RPS6_kin_2,PIRSF000606,4.6e-17,61.5,0,5.1e-16,58.1,0,GCA_001460835.1,Discoba
CUG83400.1,-,RPS6_kin_2,PIRSF000606,4.8e-17,61.5,0.1,1e-16,60.4,0,GCA_001460835.1,Discoba
CUG91771.1,-,RPS6_kin_2,PIRSF000606,5.2e-17,61.4,0,6.8e-17,61,0,GCA_001460835.1,Discoba
CUG85764.1,-,RPS6_kin_2,PIRSF000606,7.3e-17,60.9,0,1.7e-16,59.6,0,GCA_001460835.1,Discoba
CUG86531.1,-,RPS6_kin_2,PIRSF000606,8.6e-17,60.6,0,1.5e-16,59.9,0,GCA_001460835.1,Discoba
CUG18112.1,-,RPS6_kin_2,PIRSF000606,1.2e-16,60.1,0.2,6.4e-15,54.4,0.2,GCA_001460835.1,Discoba
CUG92707.1,-,RPS6_kin_2,PIRSF000606,1.8e-16,59.5,0.9,1.1e-9,37.1,0,GCA_001460835.1,Discoba
CUG90435.1,-,RPS6_kin_2,PIRSF000606,1.9e-16,59.5,0,7.3e-16,57.6,0,GCA_001460835.1,Discoba
CUF50061.1,-,RPS6_kin_2,PIRSF000606,2.1e-16,59.3,0,8.5e-8,30.9,0,GCA_001460835.1,Discoba
CUG86709.1,-,RPS6_kin_2,PIRSF000606,2.6e-16,59,0.4,7.1e-16,57.6,0.5,GCA_001460835.1,Discoba
CUI14180.1,-,RPS6_kin_2,PIRSF000606,3.4e-16,58.7,0,4.5e-16,58.2,0,GCA_001460835.1,Discoba
CUF38816.1,-,RPS6_kin_2,PIRSF000606,4.3e-16,58.3,0,6.1e-15,54.5,0,GCA_001460835.1,Discoba
CUG18279.1,-,RPS6_kin_2,PIRSF000606,4.6e-16,58.2,0.2,7.8e-10,37.6,0.1,GCA_001460835.1,Discoba
CUG89505.1,-,RPS6_kin_2,PIRSF000606,5.3e-16,58,0,1.2e-15,56.9,0,GCA_001460835.1,Discoba
CUG88472.1,-,RPS6_kin_2,PIRSF000606,7e-16,57.6,0,8.5e-15,54,0,GCA_001460835.1,Discoba
CUF49553.1,-,RPS6_kin_2,PIRSF000606,8.2e-16,57.4,0,1e-15,57.1,0,GCA_001460835.1,Discoba
CUF82653.1,-,RPS6_kin_2,PIRSF000606,8.6e-16,57.3,0,5.7e-5,21.6,0,GCA_001460835.1,Discoba
CUI15199.1,-,RPS6_kin_2,PIRSF000606,9.2e-16,57.2,0.1,1.5e-14,53.2,0,GCA_001460835.1,Discoba
CUG87906.1,-,RPS6_kin_2,PIRSF000606,1.1e-15,56.9,0,1.4e-15,56.6,0,GCA_001460835.1,Discoba
CUI15359.1,-,RPS6_kin_2,PIRSF000606,1.2e-15,56.9,0,1.5e-15,56.6,0,GCA_001460835.1,Discoba
CUG89253.1,-,RPS6_kin_2,PIRSF000606,1.3e-15,56.7,0,8.7e-13,47.4,0,GCA_001460835.1,Discoba
CUG15051.1,-,RPS6_kin_2,PIRSF000606,1.4e-15,56.7,0.4,4.9e-9,35,0,GCA_001460835.1,Discoba
CUI15296.1,-,RPS6_kin_2,PIRSF000606,1.7e-15,56.3,0,2.5e-15,55.8,0,GCA_001460835.1,Discoba
CUF92293.1,-,RPS6_kin_2,PIRSF000606,1.8e-15,56.2,0.1,3.6e-14,52,0.1,GCA_001460835.1,Discoba
CUI14179.1,-,RPS6_kin_2,PIRSF000606,2.1e-15,56.1,1.8,3.2e-13,48.8,0.3,GCA_001460835.1,Discoba
CUF64299.1,-,RPS6_kin_2,PIRSF000606,2.2e-15,56,0,2.8e-15,55.6,0,GCA_001460835.1,Discoba
CUG94180.1,-,RPS6_kin_2,PIRSF000606,5.8e-15,54.6,1.3,3e-8,32.4,0,GCA_001460835.1,Discoba
CUF27991.1,-,RPS6_kin_2,PIRSF000606,5.9e-15,54.6,0,7.3e-15,54.3,0,GCA_001460835.1,Discoba
CUG91387.1,-,RPS6_kin_2,PIRSF000606,6.5e-15,54.4,0.1,2.5e-14,52.5,0,GCA_001460835.1,Discoba
CUE68067.1,-,RPS6_kin_2,PIRSF000606,7.2e-15,54.3,0,1.2e-14,53.5,0,GCA_001460835.1,Discoba
CUG94020.1,-,RPS6_kin_2,PIRSF000606,7.3e-15,54.3,0,2.2e-14,52.6,0,GCA_001460835.1,Discoba
CUE70794.1,-,RPS6_kin_2,PIRSF000606,7.8e-15,54.2,0,1.7e-12,46.4,0,GCA_001460835.1,Discoba
CUG93698.1,-,RPS6_kin_2,PIRSF000606,1e-14,53.8,0.2,1.7e-13,49.8,0.2,GCA_001460835.1,Discoba
CUF97002.1,-,RPS6_kin_2,PIRSF000606,1.1e-14,53.6,0.1,2.3e-10,39.4,0.1,GCA_001460835.1,Discoba
CUG92481.1,-,RPS6_kin_2,PIRSF000606,1.3e-14,53.4,0,1.8e-8,33.1,0,GCA_001460835.1,Discoba
CUG90699.1,-,RPS6_kin_2,PIRSF000606,2e-14,52.8,0,5.1e-8,31.6,0,GCA_001460835.1,Discoba
CUE89440.1,-,RPS6_kin_2,PIRSF000606,4.1e-14,51.8,0,5.6e-14,51.3,0,GCA_001460835.1,Discoba
CUG86755.1,-,RPS6_kin_2,PIRSF000606,4.4e-14,51.7,0,6.5e-14,51.1,0,GCA_001460835.1,Discoba
CUG62934.1,-,RPS6_kin_2,PIRSF000606,4.9e-14,51.5,0,1.1e-13,50.4,0,GCA_001460835.1,Discoba
CUG92870.1,-,RPS6_kin_2,PIRSF000606,7e-14,51,0.1,1.6e-11,43.2,0,GCA_001460835.1,Discoba
CUI15470.1,-,RPS6_kin_2,PIRSF000606,7.5e-14,50.9,0,1e-13,50.4,0,GCA_001460835.1,Discoba
CUG92858.1,-,RPS6_kin_2,PIRSF000606,8.6e-14,50.7,0,1.3e-13,50.1,0,GCA_001460835.1,Discoba
CUG91601.1,-,RPS6_kin_2,PIRSF000606,1e-13,50.5,0,1.5e-11,43.3,0,GCA_001460835.1,Discoba
CUF59642.1,-,RPS6_kin_2,PIRSF000606,1.3e-13,50.1,0,7.7e-13,47.6,0,GCA_001460835.1,Discoba
CUG86886.1,-,RPS6_kin_2,PIRSF000606,1.4e-13,50.1,0.1,3.3e-12,45.5,0.1,GCA_001460835.1,Discoba
CUG87063.1,-,RPS6_kin_2,PIRSF000606,1.4e-13,50,0,2.7e-12,45.8,0,GCA_001460835.1,Discoba
CUG11520.1,-,RPS6_kin_2,PIRSF000606,1.4e-13,50,0,2.3e-13,49.3,0,GCA_001460835.1,Discoba
CUF66151.1,-,RPS6_kin_2,PIRSF000606,1.5e-13,50,0.1,1.6e-13,49.8,0.1,GCA_001460835.1,Discoba
CUG00857.1,-,RPS6_kin_2,PIRSF000606,1.9e-13,49.6,0.2,0.0021,16.4,0,GCA_001460835.1,Discoba
CUG91085.1,-,RPS6_kin_2,PIRSF000606,2.3e-13,49.3,0,2e-7,29.7,0,GCA_001460835.1,Discoba
CUG86236.1,-,RPS6_kin_2,PIRSF000606,3e-13,48.9,0.1,3.4e-11,42.1,0,GCA_001460835.1,Discoba
CUG88961.1,-,RPS6_kin_2,PIRSF000606,3.5e-13,48.7,0,5.4e-12,44.8,0,GCA_001460835.1,Discoba
CUG86241.1,-,RPS6_kin_2,PIRSF000606,5.2e-13,48.1,0,3.7e-11,42,0,GCA_001460835.1,Discoba
CUG91063.1,-,RPS6_kin_2,PIRSF000606,5.7e-13,48,0.1,1.2e-5,23.7,0,GCA_001460835.1,Discoba
CUG90880.1,-,RPS6_kin_2,PIRSF000606,6.4e-13,47.8,0,8.1e-13,47.5,0,GCA_001460835.1,Discoba
CUG92702.1,-,RPS6_kin_2,PIRSF000606,9.5e-13,47.3,0,1.8e-11,43,0,GCA_001460835.1,Discoba
CUI14167.1,-,RPS6_kin_2,PIRSF000606,1.2e-12,46.9,0,1.8e-12,46.4,0,GCA_001460835.1,Discoba
CUG85657.1,-,RPS6_kin_2,PIRSF000606,3.4e-12,45.4,0,7e-12,44.4,0,GCA_001460835.1,Discoba
CUG90580.1,-,RPS6_kin_2,PIRSF000606,3.6e-12,45.3,0,6.2e-11,41.3,0,GCA_001460835.1,Discoba
CUG91166.1,-,RPS6_kin_2,PIRSF000606,3.7e-12,45.3,0,3.3e-7,29,0,GCA_001460835.1,Discoba
CUG87919.1,-,RPS6_kin_2,PIRSF000606,1.4e-11,43.4,0,8.4e-6,24.3,0,GCA_001460835.1,Discoba
CUG49252.1,-,RPS6_kin_2,PIRSF000606,2.6e-11,42.5,0,2.8e-7,29.2,0,GCA_001460835.1,Discoba
CUG93687.1,-,RPS6_kin_2,PIRSF000606,3.9e-11,41.9,0,6e-11,41.3,0,GCA_001460835.1,Discoba
CUF28004.1,-,RPS6_kin_2,PIRSF000606,4.1e-11,41.9,0,1e-10,40.6,0,GCA_001460835.1,Discoba
CUI15299.1,-,RPS6_kin_2,PIRSF000606,5.1e-11,41.6,0,6.2e-11,41.3,0,GCA_001460835.1,Discoba
CUG86775.1,-,RPS6_kin_2,PIRSF000606,5.3e-11,41.5,0,6.8e-11,41.1,0,GCA_001460835.1,Discoba
CUG86737.1,-,RPS6_kin_2,PIRSF000606,5.5e-11,41.4,0,8.1e-11,40.9,0,GCA_001460835.1,Discoba
CUG90181.1,-,RPS6_kin_2,PIRSF000606,5.7e-11,41.4,0.1,3.7e-5,22.2,0,GCA_001460835.1,Discoba
CUI14411.1,-,RPS6_kin_2,PIRSF000606,7.6e-11,41,0,8e-9,34.3,0,GCA_001460835.1,Discoba
CUG90135.1,-,RPS6_kin_2,PIRSF000606,3.3e-10,38.9,0,1.2e-7,30.4,0,GCA_001460835.1,Discoba
CUG29281.1,-,RPS6_kin_2,PIRSF000606,4.2e-10,38.5,0,6e-10,38,0,GCA_001460835.1,Discoba
CUE72613.1,-,RPS6_kin_2,PIRSF000606,5e-10,38.3,0,4.7e-5,21.8,0,GCA_001460835.1,Discoba
CUG43217.1,-,RPS6_kin_2,PIRSF000606,6.1e-10,38,0,1e-9,37.3,0,GCA_001460835.1,Discoba
CUG07821.1,-,RPS6_kin_2,PIRSF000606,1.1e-9,37.1,0,4.1e-8,31.9,0,GCA_001460835.1,Discoba
CUG90039.1,-,RPS6_kin_2,PIRSF000606,1.4e-9,36.8,0,2e-9,36.3,0,GCA_001460835.1,Discoba
CUG90620.1,-,RPS6_kin_2,PIRSF000606,1.6e-9,36.6,0,2.8e-9,35.8,0,GCA_001460835.1,Discoba
CUG87843.1,-,RPS6_kin_2,PIRSF000606,2.9e-9,35.7,0,3.1e-9,35.7,0,GCA_001460835.1,Discoba
CUG93693.1,-,RPS6_kin_2,PIRSF000606,4.3e-9,35.2,0,4.3e-6,25.3,0,GCA_001460835.1,Discoba
CUI15377.1,-,RPS6_kin_2,PIRSF000606,1.7e-8,33.2,0,2.1e-8,32.9,0,GCA_001460835.1,Discoba
CUG93866.1,-,RPS6_kin_2,PIRSF000606,2.3e-8,32.7,0,2.8e-8,32.5,0,GCA_001460835.1,Discoba
CUG86971.1,-,RPS6_kin_2,PIRSF000606,2.6e-8,32.6,0.5,0.0013,17.1,0,GCA_001460835.1,Discoba
CUG06485.1,-,RPS6_kin_2,PIRSF000606,2.6e-8,32.6,0,3.8e-8,32.1,0,GCA_001460835.1,Discoba
CUG91055.1,-,RPS6_kin_2,PIRSF000606,3.1e-8,32.3,0,7.3e-8,31.1,0,GCA_001460835.1,Discoba
CUG85676.1,-,RPS6_kin_2,PIRSF000606,6.1e-8,31.4,0,7.5e-8,31.1,0,GCA_001460835.1,Discoba
CUF73147.1,-,RPS6_kin_2,PIRSF000606,7.4e-8,31.1,0.1,0.011,14,0,GCA_001460835.1,Discoba
CUG86804.1,-,RPS6_kin_2,PIRSF000606,1.1e-7,30.5,0,1.5e-7,30.1,0,GCA_001460835.1,Discoba
CUG90045.1,-,RPS6_kin_2,PIRSF000606,1.2e-7,30.4,0,1.7e-7,29.9,0,GCA_001460835.1,Discoba
CUG81376.1,-,RPS6_kin_2,PIRSF000606,1.7e-7,29.9,0,1.9e-7,29.7,0,GCA_001460835.1,Discoba
CUG84515.1,-,RPS6_kin_2,PIRSF000606,1.8e-7,29.8,0.1,0.014,13.6,0,GCA_001460835.1,Discoba
CUG91211.1,-,RPS6_kin_2,PIRSF000606,2e-7,29.7,0.1,9.6e-7,27.4,0.1,GCA_001460835.1,Discoba
CUG87646.1,-,RPS6_kin_2,PIRSF000606,2.2e-7,29.5,0,1.1e-6,27.2,0,GCA_001460835.1,Discoba
CUI14430.1,-,RPS6_kin_2,PIRSF000606,3.2e-7,29,0.2,2.1e-4,19.7,0,GCA_001460835.1,Discoba
CUI11646.1,-,RPS6_kin_2,PIRSF000606,3.2e-7,29,0,6.4e-7,28,0,GCA_001460835.1,Discoba
CUG90261.1,-,RPS6_kin_2,PIRSF000606,3.8e-7,28.7,0,5.7e-7,28.1,0,GCA_001460835.1,Discoba
CUE71358.1,-,RPS6_kin_2,PIRSF000606,4.1e-7,28.6,0,0.0026,16.1,0,GCA_001460835.1,Discoba
CUG90411.1,-,RPS6_kin_2,PIRSF000606,4.2e-7,28.6,0.1,1.4e-4,20.2,0,GCA_001460835.1,Discoba
CUI11639.1,-,RPS6_kin_2,PIRSF000606,5.5e-7,28.2,0,1e-6,27.3,0,GCA_001460835.1,Discoba
CUG94451.1,-,RPS6_kin_2,PIRSF000606,6.9e-7,27.9,0,0.001,17.4,0,GCA_001460835.1,Discoba
CUE88989.1,-,RPS6_kin_2,PIRSF000606,7.9e-7,27.7,0,7.9e-7,27.7,0,GCA_001460835.1,Discoba
CUG91621.1,-,RPS6_kin_2,PIRSF000606,1.5e-6,26.8,0.3,0.0033,15.7,0,GCA_001460835.1,Discoba
CUG90041.1,-,RPS6_kin_2,PIRSF000606,2e-6,26.4,0,2.6e-6,26,0,GCA_001460835.1,Discoba
CUG89437.1,-,RPS6_kin_2,PIRSF000606,5.7e-6,24.8,0,7.1e-6,24.5,0,GCA_001460835.1,Discoba
CUF27752.1,-,RPS6_kin_2,PIRSF000606,5.8e-6,24.8,0.2,6.6e-6,24.6,0.2,GCA_001460835.1,Discoba
CUG92019.1,-,RPS6_kin_2,PIRSF000606,5.9e-6,24.8,0.1,6.9e-6,24.6,0.1,GCA_001460835.1,Discoba
CUG06576.1,-,RPS6_kin_2,PIRSF000606,7e-6,24.6,0,2.4e-5,22.8,0,GCA_001460835.1,Discoba
CUG94313.1,-,RPS6_kin_2,PIRSF000606,9e-6,24.2,0.1,1e-4,20.7,0,GCA_001460835.1,Discoba
CUE68761.1,-,RPS6_kin_2,PIRSF000606,9.9e-6,24.1,0,0.004,15.4,0,GCA_001460835.1,Discoba
CUG92666.1,-,RPS6_kin_2,PIRSF000606,1.1e-5,23.9,0,0.016,13.4,0,GCA_001460835.1,Discoba
CUG90397.1,-,RPS6_kin_2,PIRSF000606,1.5e-5,23.5,0,1.8e-5,23.2,0,GCA_001460835.1,Discoba
CUG94148.1,-,RPS6_kin_2,PIRSF000606,1.7e-5,23.3,0,2.7e-5,22.6,0,GCA_001460835.1,Discoba
CUF49757.1,-,RPS6_kin_2,PIRSF000606,2.8e-5,22.6,0.8,1.2e-4,20.4,0.8,GCA_001460835.1,Discoba
CUG93668.1,-,RPS6_kin_2,PIRSF000606,5.2e-5,21.7,0.1,7.1e-5,21.2,0.1,GCA_001460835.1,Discoba
CUE89021.1,-,RPS6_kin_2,PIRSF000606,5.5e-5,21.6,0,9.6e-5,20.8,0,GCA_001460835.1,Discoba
CUG94072.1,-,RPS6_kin_2,PIRSF000606,6.1e-5,21.5,0,6.4e-5,21.4,0,GCA_001460835.1,Discoba
CUG06582.1,-,RPS6_kin_2,PIRSF000606,9.3e-5,20.8,0,1.7e-4,20,0,GCA_001460835.1,Discoba
CUM57940.1,-,RPS6_kin_2,PIRSF000606,1.1e-4,20.5,0,1.8e-4,19.9,0,GCA_001460835.1,Discoba
CUF08096.1,-,RPS6_kin_2,PIRSF000606,1.3e-4,20.4,0,2e-4,19.8,0,GCA_001460835.1,Discoba
CUE76047.1,-,RPS6_kin_2,PIRSF000606,1.4e-4,20.2,0,2e-4,19.7,0,GCA_001460835.1,Discoba
CUF42134.1,-,RPS6_kin_2,PIRSF000606,1.6e-4,20.1,0,3.5e-4,18.9,0,GCA_001460835.1,Discoba
CUG93692.1,-,RPS6_kin_2,PIRSF000606,2.1e-4,19.7,0,0.021,13.1,0,GCA_001460835.1,Discoba
CUF90559.1,-,RPS6_kin_2,PIRSF000606,2.1e-4,19.7,0,2.8e-4,19.3,0,GCA_001460835.1,Discoba
CUG93208.1,-,RPS6_kin_2,PIRSF000606,4.3e-4,18.6,0,5.3e-4,18.3,0,GCA_001460835.1,Discoba
CUG86754.1,-,RPS6_kin_2,PIRSF000606,5.2e-4,18.4,0,7.5e-4,17.8,0,GCA_001460835.1,Discoba
CUE63834.1,-,RPS6_kin_2,PIRSF000606,8.2e-4,17.7,0,9e-4,17.6,0,GCA_001460835.1,Discoba
CUG94397.1,-,RPS6_kin_2,PIRSF000606,9.1e-4,17.6,0,0.0018,16.6,0,GCA_001460835.1,Discoba
CUG02685.1,-,RPS6_kin_2,PIRSF000606,0.0013,17.1,0.1,0.0043,15.3,0.1,GCA_001460835.1,Discoba
CUG93697.1,-,RPS6_kin_2,PIRSF000606,0.0015,16.9,0,0.065,11.4,0,GCA_001460835.1,Discoba
CUG90523.1,-,RPS6_kin_2,PIRSF000606,0.0015,16.9,0,0.0022,16.3,0,GCA_001460835.1,Discoba
CUF49717.1,-,RPS6_kin_2,PIRSF000606,0.0016,16.7,0,0.002,16.5,0,GCA_001460835.1,Discoba
CUE72978.1,-,RPS6_kin_2,PIRSF000606,0.002,16.5,0,0.0037,15.5,0,GCA_001460835.1,Discoba
CUG11551.1,-,RPS6_kin_2,PIRSF000606,0.0024,16.2,0,0.014,13.6,0,GCA_001460835.1,Discoba
CUG87262.1,-,RPS6_kin_2,PIRSF000606,0.0027,16,0,0.19,9.9,0,GCA_001460835.1,Discoba
CUG90046.1,-,RPS6_kin_2,PIRSF000606,0.003,15.9,0,0.0042,15.4,0,GCA_001460835.1,Discoba
CUG49098.1,-,RPS6_kin_2,PIRSF000606,0.0031,15.8,0.2,0.022,13,0.2,GCA_001460835.1,Discoba
CUG93328.1,-,RPS6_kin_2,PIRSF000606,0.0032,15.8,0.9,0.0065,14.7,0,GCA_001460835.1,Discoba
CUG93695.1,-,RPS6_kin_2,PIRSF000606,0.0037,15.5,0.7,0.022,13,0.7,GCA_001460835.1,Discoba
CUF49677.1,-,RPS6_kin_2,PIRSF000606,0.006,14.9,0,0.014,13.6,0,GCA_001460835.1,Discoba
CUG94342.1,-,RPS6_kin_2,PIRSF000606,0.011,14,0,9.3,4.3,0,GCA_001460835.1,Discoba
CUG77172.1,-,RPS6_kin_2,PIRSF000606,0.017,13.4,0,0.023,13,0,GCA_001460835.1,Discoba
CUG90667.1,-,RPS6_kin_2,PIRSF000606,0.017,13.4,0,0.049,11.8,0,GCA_001460835.1,Discoba
CUG86510.1,-,RPS6_kin_2,PIRSF000606,0.025,12.8,0,0.042,12.1,0,GCA_001460835.1,Discoba
CUG93207.1,-,RPS6_kin_2,PIRSF000606,0.026,12.8,0,0.03,12.5,0,GCA_001460835.1,Discoba
CUE66201.1,-,RPS6_kin_2,PIRSF000606,0.028,12.6,0,0.029,12.6,0,GCA_001460835.1,Discoba
CUG86233.1,-,RPS6_kin_2,PIRSF000606,0.03,12.6,0.3,2.7,6.1,0,GCA_001460835.1,Discoba
CUG93382.1,-,RPS6_kin_2,PIRSF000606,0.041,12.1,3.6,1.4,7,0,GCA_001460835.1,Discoba
CUF66838.1,-,RPS6_kin_2,PIRSF000606,0.046,11.9,0.1,0.087,11,0,GCA_001460835.1,Discoba
CUI11269.1,-,RPS6_kin_2,PIRSF000606,0.063,11.5,0,0.098,10.8,0,GCA_001460835.1,Discoba
CUG58167.1,-,RPS6_kin_2,PIRSF000606,0.11,10.7,0,0.16,10.2,0,GCA_001460835.1,Discoba
CUG76028.1,-,RPS6_kin_2,PIRSF000606,0.12,10.6,0,0.16,10.1,0,GCA_001460835.1,Discoba
CUG86605.1,-,RPS6_kin_2,PIRSF000606,0.2,9.8,0,2.2,6.4,0,GCA_001460835.1,Discoba
CUG84534.1,-,RPS6_kin_2,PIRSF000606,0.22,9.7,0.3,0.32,9.1,0.3,GCA_001460835.1,Discoba
CUF75808.1,-,RPS6_kin_2,PIRSF000606,0.22,9.7,0.3,0.32,9.1,0.3,GCA_001460835.1,Discoba
ORC90990.1,-,RPS6_kin_2,PIRSF000606,7.2e-99,331.4,0,9.2e-99,331,0,GCA_002087225.1,Discoba
ORC92061.1,-,RPS6_kin_2,PIRSF000606,1.5e-93,313.8,0.1,1.7999999999999999e-93,313.6,0.1,GCA_002087225.1,Discoba
ORC92703.1,-,RPS6_kin_2,PIRSF000606,1.1000000000000001e-92,310.9,0,1.4000000000000001e-92,310.5,0,GCA_002087225.1,Discoba
ORC92065.1,-,RPS6_kin_2,PIRSF000606,7.400000000000001e-92,308.2,0,8.9e-92,307.9,0,GCA_002087225.1,Discoba
ORC87110.1,-,RPS6_kin_2,PIRSF000606,7.499999999999999e-91,304.9,0.1,1.1e-90,304.3,0.1,GCA_002087225.1,Discoba
ORC89571.1,-,RPS6_kin_2,PIRSF000606,7.2999999999999995e-84,281.8,0,8.6e-84,281.5,0,GCA_002087225.1,Discoba
ORC88995.1,-,RPS6_kin_2,PIRSF000606,3.4e-80,269.6,0,7.2e-80,268.5,0,GCA_002087225.1,Discoba
ORC84733.1,-,RPS6_kin_2,PIRSF000606,7.1e-71,238.8,0,9.6e-71,238.4,0,GCA_002087225.1,Discoba
ORC90299.1,-,RPS6_kin_2,PIRSF000606,7.4e-70,235.4,0,1e-69,234.9,0,GCA_002087225.1,Discoba
ORC86603.1,-,RPS6_kin_2,PIRSF000606,1.9999999999999997e-68,230.7,0,2.5e-68,230.4,0,GCA_002087225.1,Discoba
ORC92654.1,-,RPS6_kin_2,PIRSF000606,3.5e-67,226.6,0,4.4999999999999995e-67,226.2,0,GCA_002087225.1,Discoba
