tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc,SuperGroup
PNH06983.1,-,RPS6_kin_2,PIRSF000606,1.1999999999999998e-38,132.5,0,1.6e-38,132.1,0,GCA_002891735.1,Chlorophyta
PNH11142.1,-,RPS6_kin_2,PIRSF000606,5e-38,130.5,0,4.5e-37,127.4,0,GCA_002891735.1,Chlorophyta
PNH10099.1,-,RPS6_kin_2,PIRSF000606,5.7e-38,130.3,0.7,1.5999999999999999e-31,109,0.1,GCA_002891735.1,Chlorophyta
PNH07578.1,-,RPS6_kin_2,PIRSF000606,2.2e-36,125.1,1.8,2.1e-14,52.4,0.1,GCA_002891735.1,Chlorophyta
PNH12191.1,-,RPS6_kin_2,PIRSF000606,3.1e-36,124.6,0,3e-19,68.4,0,GCA_002891735.1,Chlorophyta
PNH09599.1,-,RPS6_kin_2,PIRSF000606,3.3e-36,124.5,0.1,4.9e-36,123.9,0.1,GCA_002891735.1,Chlorophyta
PNH04021.1,-,RPS6_kin_2,PIRSF000606,7.799999999999999e-36,123.3,0,2.7e-19,68.5,0,GCA_002891735.1,Chlorophyta
PNH11708.1,-,RPS6_kin_2,PIRSF000606,9.399999999999999e-36,123,0,3.1e-6,25.4,0,GCA_002891735.1,Chlorophyta
PNH03540.1,-,RPS6_kin_2,PIRSF000606,1.4e-35,122.4,0,3.1999999999999997e-29,101.4,0,GCA_002891735.1,Chlorophyta
PNH11578.1,-,RPS6_kin_2,PIRSF000606,3.5999999999999997e-35,121.1,0,4.7999999999999997e-35,120.7,0,GCA_002891735.1,Chlorophyta
PNH03172.1,-,RPS6_kin_2,PIRSF000606,4e-35,120.9,0.4,1.6e-30,105.7,0,GCA_002891735.1,Chlorophyta
PNH05190.1,-,RPS6_kin_2,PIRSF000606,9.099999999999999e-35,119.7,0,4e-7,28.3,0,GCA_002891735.1,Chlorophyta
PNH12415.1,-,RPS6_kin_2,PIRSF000606,1.1e-34,119.5,0,1.5e-34,119,0,GCA_002891735.1,Chlorophyta
PNH02758.1,-,RPS6_kin_2,PIRSF000606,2.7e-34,118.2,0,3.2e-34,117.9,0,GCA_002891735.1,Chlorophyta
PNH04989.1,-,RPS6_kin_2,PIRSF000606,3.9e-34,117.6,3,2.3e-27,95.2,0.1,GCA_002891735.1,Chlorophyta
PNH12120.1,-,RPS6_kin_2,PIRSF000606,4.6e-34,117.4,0,5e-23,80.9,0,GCA_002891735.1,Chlorophyta
PNH06403.1,-,RPS6_kin_2,PIRSF000606,5.2e-34,117.2,0,1.4e-13,49.7,0,GCA_002891735.1,Chlorophyta
PNH08919.1,-,RPS6_kin_2,PIRSF000606,9.700000000000001e-34,116.3,0,1.4e-33,115.8,0,GCA_002891735.1,Chlorophyta
PNH09437.1,-,RPS6_kin_2,PIRSF000606,1.3e-33,116,0,8e-5,20.7,0,GCA_002891735.1,Chlorophyta
PNH01571.1,-,RPS6_kin_2,PIRSF000606,1.3e-33,115.9,0,1.7e-33,115.5,0,GCA_002891735.1,Chlorophyta
PNH05299.1,-,RPS6_kin_2,PIRSF000606,1.4e-33,115.8,0,3.2999999999999996e-33,114.6,0,GCA_002891735.1,Chlorophyta
PNH08866.1,-,RPS6_kin_2,PIRSF000606,6.0999999999999995e-33,113.7,0.2,3.5e-29,101.3,0,GCA_002891735.1,Chlorophyta
PNH10235.1,-,RPS6_kin_2,PIRSF000606,7.899999999999999e-33,113.3,0,1.3e-16,59.7,0,GCA_002891735.1,Chlorophyta
PNH05975.1,-,RPS6_kin_2,PIRSF000606,9.2e-33,113.1,0,1.1e-19,69.9,0,GCA_002891735.1,Chlorophyta
PNH12055.1,-,RPS6_kin_2,PIRSF000606,1.1999999999999999e-32,112.7,8.2,5.5e-18,64.2,0,GCA_002891735.1,Chlorophyta
PNH08988.1,-,RPS6_kin_2,PIRSF000606,1.4999999999999997e-32,112.4,0,1.9999999999999998e-32,112,0,GCA_002891735.1,Chlorophyta
PNH07268.1,-,RPS6_kin_2,PIRSF000606,2.7e-32,111.6,0,3.9999999999999997e-32,111,0,GCA_002891735.1,Chlorophyta
PNH01888.1,-,RPS6_kin_2,PIRSF000606,1.2e-31,109.4,0.1,3.8e-26,91.2,0,GCA_002891735.1,Chlorophyta
PNH11363.1,-,RPS6_kin_2,PIRSF000606,2.3e-31,108.5,0,8.1e-31,106.7,0,GCA_002891735.1,Chlorophyta
PNH08918.1,-,RPS6_kin_2,PIRSF000606,4.4e-31,107.6,0,5.799999999999999e-31,107.1,0,GCA_002891735.1,Chlorophyta
PNH01947.1,-,RPS6_kin_2,PIRSF000606,5e-31,107.4,0,7.1e-31,106.9,0,GCA_002891735.1,Chlorophyta
PNH04838.1,-,RPS6_kin_2,PIRSF000606,6.7e-31,106.9,0,1.8e-27,95.6,0,GCA_002891735.1,Chlorophyta
PNH05141.1,-,RPS6_kin_2,PIRSF000606,1.7e-30,105.6,0,4.3e-6,24.9,0,GCA_002891735.1,Chlorophyta
PNH03249.1,-,RPS6_kin_2,PIRSF000606,2.4000000000000002e-30,105.1,0,3.2e-30,104.7,0,GCA_002891735.1,Chlorophyta
PNH06106.1,-,RPS6_kin_2,PIRSF000606,4.5000000000000004e-30,104.2,0,6.8e-30,103.6,0,GCA_002891735.1,Chlorophyta
PNH06107.1,-,RPS6_kin_2,PIRSF000606,4.7000000000000004e-30,104.1,0,7.1e-30,103.6,0,GCA_002891735.1,Chlorophyta
PNH07865.1,-,RPS6_kin_2,PIRSF000606,2.1e-29,102,0,5.2e-26,90.8,0,GCA_002891735.1,Chlorophyta
PNH09435.1,-,RPS6_kin_2,PIRSF000606,4.8e-29,100.8,0.1,1.2e-15,56.5,0,GCA_002891735.1,Chlorophyta
PNH12201.1,-,RPS6_kin_2,PIRSF000606,5.0000000000000004e-29,100.7,0.1,4.5e-25,87.7,0,GCA_002891735.1,Chlorophyta
PNH11333.1,-,RPS6_kin_2,PIRSF000606,9.4e-29,99.9,0,1.1000000000000002e-28,99.6,0,GCA_002891735.1,Chlorophyta
PNH02039.1,-,RPS6_kin_2,PIRSF000606,1.1000000000000002e-28,99.6,0,1.9000000000000003e-28,98.9,0,GCA_002891735.1,Chlorophyta
PNH12613.1,-,RPS6_kin_2,PIRSF000606,2.3000000000000003e-28,98.6,0.5,4.9e-28,97.5,0,GCA_002891735.1,Chlorophyta
PNH10902.1,-,RPS6_kin_2,PIRSF000606,2.3000000000000003e-28,98.5,0,3.6000000000000003e-28,97.9,0,GCA_002891735.1,Chlorophyta
PNH05510.1,-,RPS6_kin_2,PIRSF000606,2.4e-28,98.5,0,4.0000000000000003e-28,97.8,0,GCA_002891735.1,Chlorophyta
PNH02312.1,-,RPS6_kin_2,PIRSF000606,7.900000000000001e-28,96.8,0,2.9e-8,32.1,0,GCA_002891735.1,Chlorophyta
PNH09413.1,-,RPS6_kin_2,PIRSF000606,9e-28,96.6,0,1.7000000000000002e-27,95.7,0,GCA_002891735.1,Chlorophyta
PNH05738.1,-,RPS6_kin_2,PIRSF000606,1.5e-27,95.9,0,3.6e-27,94.6,0,GCA_002891735.1,Chlorophyta
PNH02767.1,-,RPS6_kin_2,PIRSF000606,1.9e-27,95.5,0,2.4e-27,95.2,0,GCA_002891735.1,Chlorophyta
PNH10401.1,-,RPS6_kin_2,PIRSF000606,4.4000000000000005e-27,94.3,0,2e-13,49.1,0,GCA_002891735.1,Chlorophyta
PNH05974.1,-,RPS6_kin_2,PIRSF000606,1.5e-26,92.5,0,4.5e-19,67.8,0,GCA_002891735.1,Chlorophyta
PNH07529.1,-,RPS6_kin_2,PIRSF000606,5.899999999999999e-26,90.6,0,4.4e-22,77.8,0,GCA_002891735.1,Chlorophyta
PNH04859.1,-,RPS6_kin_2,PIRSF000606,7.2e-26,90.3,0,1.2e-25,89.6,0,GCA_002891735.1,Chlorophyta
PNH11334.1,-,RPS6_kin_2,PIRSF000606,8.7e-26,90,0,1.2e-25,89.6,0,GCA_002891735.1,Chlorophyta
PNH08012.1,-,RPS6_kin_2,PIRSF000606,1.4e-25,89.4,0,1.8e-25,89,0,GCA_002891735.1,Chlorophyta
PNH12948.1,-,RPS6_kin_2,PIRSF000606,1.5999999999999998e-25,89.2,0,1.9999999999999998e-25,88.8,0,GCA_002891735.1,Chlorophyta
PNG99618.1,-,RPS6_kin_2,PIRSF000606,1.9999999999999998e-25,88.9,0,2.5999999999999996e-24,85.2,0,GCA_002891735.1,Chlorophyta
PNH12197.1,-,RPS6_kin_2,PIRSF000606,1.0000000000000001e-24,86.5,0,1.3e-23,82.9,0,GCA_002891735.1,Chlorophyta
PNH07788.1,-,RPS6_kin_2,PIRSF000606,1.4999999999999998e-24,85.9,0,1.9e-18,65.7,0.1,GCA_002891735.1,Chlorophyta
PNH07597.1,-,RPS6_kin_2,PIRSF000606,1.4999999999999998e-24,85.9,0,1.8999999999999998e-24,85.6,0,GCA_002891735.1,Chlorophyta
PNH03437.1,-,RPS6_kin_2,PIRSF000606,2.0000000000000002e-24,85.5,0,4.2e-18,64.6,0,GCA_002891735.1,Chlorophyta
PNH12134.1,-,RPS6_kin_2,PIRSF000606,1.0000000000000001e-23,83.2,0,2.2e-23,82.1,0,GCA_002891735.1,Chlorophyta
PNH08521.1,-,RPS6_kin_2,PIRSF000606,1.0000000000000001e-23,83.2,0,1.4e-12,46.4,0,GCA_002891735.1,Chlorophyta
PNH05776.1,-,RPS6_kin_2,PIRSF000606,3.1e-23,81.6,0,5.7e-23,80.7,0,GCA_002891735.1,Chlorophyta
PNH01131.1,-,RPS6_kin_2,PIRSF000606,4.1000000000000003e-23,81.2,0,9.8e-18,63.4,0,GCA_002891735.1,Chlorophyta
PNH12828.1,-,RPS6_kin_2,PIRSF000606,4.3e-23,81.1,0,2.8e-7,28.8,0,GCA_002891735.1,Chlorophyta
PNH00559.1,-,RPS6_kin_2,PIRSF000606,5.2e-23,80.8,0,2.4e-9,35.7,0,GCA_002891735.1,Chlorophyta
PNH12770.1,-,RPS6_kin_2,PIRSF000606,1.6000000000000002e-22,79.3,0,2.3e-16,58.9,0,GCA_002891735.1,Chlorophyta
PNH04167.1,-,RPS6_kin_2,PIRSF000606,1.8000000000000001e-22,79.1,0,2.7e-22,78.5,0,GCA_002891735.1,Chlorophyta
PNH00631.1,-,RPS6_kin_2,PIRSF000606,1.8000000000000001e-22,79.1,0,2.2e-22,78.8,0,GCA_002891735.1,Chlorophyta
PNH04622.1,-,RPS6_kin_2,PIRSF000606,2.5000000000000002e-22,78.6,0,1.4e-21,76.1,0,GCA_002891735.1,Chlorophyta
PNH04872.1,-,RPS6_kin_2,PIRSF000606,3.1e-22,78.3,0,6.5e-20,70.6,0,GCA_002891735.1,Chlorophyta
PNG99474.1,-,RPS6_kin_2,PIRSF000606,4.600000000000001e-22,77.7,0,5.8e-22,77.4,0,GCA_002891735.1,Chlorophyta
PNH05662.1,-,RPS6_kin_2,PIRSF000606,6e-22,77.3,0,7.200000000000001e-22,77.1,0,GCA_002891735.1,Chlorophyta
PNH09883.1,-,RPS6_kin_2,PIRSF000606,7e-22,77.1,0.1,1.9e-14,52.6,0.1,GCA_002891735.1,Chlorophyta
PNH10456.1,-,RPS6_kin_2,PIRSF000606,8.300000000000001e-22,76.9,0,1.2e-21,76.3,0,GCA_002891735.1,Chlorophyta
PNH10268.1,-,RPS6_kin_2,PIRSF000606,8.4e-22,76.9,0,4.5e-20,71.1,0,GCA_002891735.1,Chlorophyta
PNH05511.1,-,RPS6_kin_2,PIRSF000606,9e-22,76.8,0,4.6e-21,74.4,0,GCA_002891735.1,Chlorophyta
PNH12637.1,-,RPS6_kin_2,PIRSF000606,1.1e-21,76.4,0.2,1.6e-21,76,0.2,GCA_002891735.1,Chlorophyta
PNH06090.1,-,RPS6_kin_2,PIRSF000606,1.7e-21,75.8,0,1.8e-21,75.7,0,GCA_002891735.1,Chlorophyta
PNH05979.1,-,RPS6_kin_2,PIRSF000606,4.9e-21,74.3,0,6.2e-21,74,0,GCA_002891735.1,Chlorophyta
PNH12656.1,-,RPS6_kin_2,PIRSF000606,6.5e-21,73.9,0,1e-20,73.3,0,GCA_002891735.1,Chlorophyta
PNH03905.1,-,RPS6_kin_2,PIRSF000606,9.2e-21,73.4,0,1.7e-20,72.6,0,GCA_002891735.1,Chlorophyta
PNH02754.1,-,RPS6_kin_2,PIRSF000606,1.1e-20,73.1,0,1.4e-20,72.9,0,GCA_002891735.1,Chlorophyta
PNH02674.1,-,RPS6_kin_2,PIRSF000606,1.8e-20,72.4,0,2.3e-20,72.1,0,GCA_002891735.1,Chlorophyta
PNH05977.1,-,RPS6_kin_2,PIRSF000606,2.1e-20,72.2,0,2.5e-20,72,0,GCA_002891735.1,Chlorophyta
PNH01805.1,-,RPS6_kin_2,PIRSF000606,2.9e-20,71.8,0,1.7e-18,65.9,0,GCA_002891735.1,Chlorophyta
PNH05264.1,-,RPS6_kin_2,PIRSF000606,3.1e-20,71.7,0,3.8e-20,71.4,0,GCA_002891735.1,Chlorophyta
PNH01751.1,-,RPS6_kin_2,PIRSF000606,4.2e-20,71.2,0,6e-20,70.7,0,GCA_002891735.1,Chlorophyta
PNH10886.1,-,RPS6_kin_2,PIRSF000606,4.4e-20,71.2,0,2.4e-9,35.7,0,GCA_002891735.1,Chlorophyta
PNH01538.1,-,RPS6_kin_2,PIRSF000606,4.8e-20,71,0,1.7e-19,69.2,0,GCA_002891735.1,Chlorophyta
PNH00732.1,-,RPS6_kin_2,PIRSF000606,1.2e-19,69.7,0,1.3e-19,69.6,0,GCA_002891735.1,Chlorophyta
PNH12464.1,-,RPS6_kin_2,PIRSF000606,1.3e-19,69.6,0,1.7e-19,69.2,0,GCA_002891735.1,Chlorophyta
PNH04462.1,-,RPS6_kin_2,PIRSF000606,1.7e-19,69.2,0,2.6e-19,68.6,0,GCA_002891735.1,Chlorophyta
PNG99656.1,-,RPS6_kin_2,PIRSF000606,1.8e-19,69.1,0,2.4e-19,68.7,0,GCA_002891735.1,Chlorophyta
PNH08742.1,-,RPS6_kin_2,PIRSF000606,2.3e-19,68.8,0,9.5e-6,23.8,0,GCA_002891735.1,Chlorophyta
PNH05308.1,-,RPS6_kin_2,PIRSF000606,3.1e-19,68.3,0,1.1e-10,40.1,0,GCA_002891735.1,Chlorophyta
PNH07020.1,-,RPS6_kin_2,PIRSF000606,3.6e-19,68.2,0,4.3e-19,67.9,0,GCA_002891735.1,Chlorophyta
PNH06471.1,-,RPS6_kin_2,PIRSF000606,5.9e-19,67.4,0,5.1e-18,64.4,0,GCA_002891735.1,Chlorophyta
PNH00448.1,-,RPS6_kin_2,PIRSF000606,6e-19,67.4,0,1.6e-14,52.8,0,GCA_002891735.1,Chlorophyta
PNG98993.1,-,RPS6_kin_2,PIRSF000606,6.3e-19,67.4,0,7.3e-19,67.1,0,GCA_002891735.1,Chlorophyta
PNH08411.1,-,RPS6_kin_2,PIRSF000606,7.1e-19,67.2,0,8.5e-19,66.9,0,GCA_002891735.1,Chlorophyta
PNH11364.1,-,RPS6_kin_2,PIRSF000606,1e-18,66.7,0,7.5e-11,40.6,0,GCA_002891735.1,Chlorophyta
PNG99723.1,-,RPS6_kin_2,PIRSF000606,1.1e-18,66.6,0,0.0027,15.6,0,GCA_002891735.1,Chlorophyta
PNH02075.1,-,RPS6_kin_2,PIRSF000606,1.1e-18,66.6,0,0.0027,15.6,0,GCA_002891735.1,Chlorophyta
PNG99602.1,-,RPS6_kin_2,PIRSF000606,1.5e-18,66.1,0,2.2e-18,65.5,0,GCA_002891735.1,Chlorophyta
PNH04196.1,-,RPS6_kin_2,PIRSF000606,2.6e-18,65.3,0,8.4e-18,63.6,0,GCA_002891735.1,Chlorophyta
PNH00519.1,-,RPS6_kin_2,PIRSF000606,4.4e-18,64.6,0,5.4e-18,64.3,0,GCA_002891735.1,Chlorophyta
PNH11661.1,-,RPS6_kin_2,PIRSF000606,4.9e-18,64.4,0,6.2e-18,64.1,0,GCA_002891735.1,Chlorophyta
PNH07098.1,-,RPS6_kin_2,PIRSF000606,7e-18,63.9,0,5.8e-14,50.9,0,GCA_002891735.1,Chlorophyta
PNH05363.1,-,RPS6_kin_2,PIRSF000606,1.1e-17,63.2,0,1e-5,23.7,0,GCA_002891735.1,Chlorophyta
PNH00316.1,-,RPS6_kin_2,PIRSF000606,1.3e-17,63,0.1,1.6e-17,62.7,0.1,GCA_002891735.1,Chlorophyta
PNH00285.1,-,RPS6_kin_2,PIRSF000606,2e-17,62.4,0,2.4e-17,62.1,0,GCA_002891735.1,Chlorophyta
PNH03834.1,-,RPS6_kin_2,PIRSF000606,3.8e-17,61.5,0,3.6e-15,54.9,0,GCA_002891735.1,Chlorophyta
PNH07106.1,-,RPS6_kin_2,PIRSF000606,5e-17,61.1,0,8.5e-17,60.3,0,GCA_002891735.1,Chlorophyta
PNH01588.1,-,RPS6_kin_2,PIRSF000606,5.4e-17,61,0,1.2e-10,40,0.1,GCA_002891735.1,Chlorophyta
PNH09824.1,-,RPS6_kin_2,PIRSF000606,6.2e-17,60.8,0,3.1e-16,58.4,0,GCA_002891735.1,Chlorophyta
PNH07261.1,-,RPS6_kin_2,PIRSF000606,6.3e-17,60.7,0,1.2e-16,59.8,0,GCA_002891735.1,Chlorophyta
PNH02880.1,-,RPS6_kin_2,PIRSF000606,6.6e-17,60.7,0,1.1e-16,59.9,0,GCA_002891735.1,Chlorophyta
PNH12643.1,-,RPS6_kin_2,PIRSF000606,7e-17,60.6,0,8.7e-17,60.3,0,GCA_002891735.1,Chlorophyta
PNG71918.1,-,RPS6_kin_2,PIRSF000606,7.3e-17,60.5,0,8.7e-17,60.3,0,GCA_002891735.1,Chlorophyta
PNH09176.1,-,RPS6_kin_2,PIRSF000606,8e-17,60.4,0,1.2e-16,59.9,0,GCA_002891735.1,Chlorophyta
PNH06396.1,-,RPS6_kin_2,PIRSF000606,9.5e-17,60.1,3.3,1.3e-16,59.7,0.1,GCA_002891735.1,Chlorophyta
PNG99477.1,-,RPS6_kin_2,PIRSF000606,1e-16,60,0,1.1e-16,59.9,0,GCA_002891735.1,Chlorophyta
PNH02222.1,-,RPS6_kin_2,PIRSF000606,1.4e-16,59.5,0,1.9e-16,59.2,0,GCA_002891735.1,Chlorophyta
PNH06312.1,-,RPS6_kin_2,PIRSF000606,2.1e-16,59,0.1,2.1e-7,29.2,0,GCA_002891735.1,Chlorophyta
PNH12194.1,-,RPS6_kin_2,PIRSF000606,2.2e-16,59,0,1e-15,56.7,0,GCA_002891735.1,Chlorophyta
PNH11667.1,-,RPS6_kin_2,PIRSF000606,2.2e-16,58.9,0,1.4e-7,29.9,0,GCA_002891735.1,Chlorophyta
PNH08793.1,-,RPS6_kin_2,PIRSF000606,2.3e-16,58.9,0,2.4e-16,58.8,0,GCA_002891735.1,Chlorophyta
PNH04342.1,-,RPS6_kin_2,PIRSF000606,2.4e-16,58.8,0,1.8e-10,39.4,0,GCA_002891735.1,Chlorophyta
PNH04857.1,-,RPS6_kin_2,PIRSF000606,2.4e-16,58.8,0,3.1e-16,58.4,0,GCA_002891735.1,Chlorophyta
PNG99770.1,-,RPS6_kin_2,PIRSF000606,2.8e-16,58.6,0,3.8e-16,58.2,0,GCA_002891735.1,Chlorophyta
PNH12874.1,-,RPS6_kin_2,PIRSF000606,3.4e-16,58.3,0,5e-16,57.8,0,GCA_002891735.1,Chlorophyta
PNH09153.1,-,RPS6_kin_2,PIRSF000606,3.8e-16,58.2,0,9.3e-14,50.3,0,GCA_002891735.1,Chlorophyta
PNH02056.1,-,RPS6_kin_2,PIRSF000606,4.1e-16,58.1,0,2.2e-8,32.5,0,GCA_002891735.1,Chlorophyta
PNH00096.1,-,RPS6_kin_2,PIRSF000606,4.1e-16,58.1,0,5.9e-16,57.5,0,GCA_002891735.1,Chlorophyta
PNH12605.1,-,RPS6_kin_2,PIRSF000606,4.1e-16,58,0,1.7e-15,56,0,GCA_002891735.1,Chlorophyta
PNH00856.1,-,RPS6_kin_2,PIRSF000606,7.3e-16,57.2,0,9.8e-16,56.8,0,GCA_002891735.1,Chlorophyta
PNH11143.1,-,RPS6_kin_2,PIRSF000606,1.3e-15,56.4,0.4,7.3e-12,44,0.1,GCA_002891735.1,Chlorophyta
PNH00877.1,-,RPS6_kin_2,PIRSF000606,1.5e-15,56.2,0,9.3e-14,50.3,0,GCA_002891735.1,Chlorophyta
PNH10953.1,-,RPS6_kin_2,PIRSF000606,1.6e-15,56.1,0,2.4e-15,55.5,0,GCA_002891735.1,Chlorophyta
PNH10180.1,-,RPS6_kin_2,PIRSF000606,2.4e-15,55.5,0,3e-15,55.2,0,GCA_002891735.1,Chlorophyta
PNH07373.1,-,RPS6_kin_2,PIRSF000606,2.7e-15,55.3,0,4.7e-15,54.5,0,GCA_002891735.1,Chlorophyta
PNH12764.1,-,RPS6_kin_2,PIRSF000606,3.6e-15,54.9,0,4.8e-15,54.5,0,GCA_002891735.1,Chlorophyta
PNH11050.1,-,RPS6_kin_2,PIRSF000606,4.9e-15,54.5,0.5,0.0049,14.8,0,GCA_002891735.1,Chlorophyta
PNH05286.1,-,RPS6_kin_2,PIRSF000606,6.7e-15,54,0.1,1.1e-8,33.4,0,GCA_002891735.1,Chlorophyta
PNH08456.1,-,RPS6_kin_2,PIRSF000606,8.7e-15,53.7,0,1.1e-14,53.3,0,GCA_002891735.1,Chlorophyta
PNH08410.1,-,RPS6_kin_2,PIRSF000606,1.4e-14,53,0,2.1e-14,52.4,0,GCA_002891735.1,Chlorophyta
PNH04150.1,-,RPS6_kin_2,PIRSF000606,1.5e-14,52.9,0,4.5e-14,51.3,0,GCA_002891735.1,Chlorophyta
PNH09985.1,-,RPS6_kin_2,PIRSF000606,1.7e-14,52.7,0,3.3e-14,51.7,0,GCA_002891735.1,Chlorophyta
PNH02310.1,-,RPS6_kin_2,PIRSF000606,2.1e-14,52.4,0,2.8e-14,52,0,GCA_002891735.1,Chlorophyta
PNH02805.1,-,RPS6_kin_2,PIRSF000606,3.7e-14,51.6,0,8.1e-14,50.5,0,GCA_002891735.1,Chlorophyta
PNH04340.1,-,RPS6_kin_2,PIRSF000606,3.8e-14,51.5,0,1.6e-13,49.5,0,GCA_002891735.1,Chlorophyta
PNH02818.1,-,RPS6_kin_2,PIRSF000606,4.8e-14,51.2,0,6.7e-14,50.7,0,GCA_002891735.1,Chlorophyta
PNH04843.1,-,RPS6_kin_2,PIRSF000606,5.3e-14,51.1,0,6e-14,50.9,0,GCA_002891735.1,Chlorophyta
PNH11808.1,-,RPS6_kin_2,PIRSF000606,5.4e-14,51,0,3.8e-10,38.3,0,GCA_002891735.1,Chlorophyta
PNH02358.1,-,RPS6_kin_2,PIRSF000606,6.7e-14,50.7,0.1,1.7e-13,49.3,0,GCA_002891735.1,Chlorophyta
PNH07255.1,-,RPS6_kin_2,PIRSF000606,7.1e-14,50.7,0,2.3e-12,45.7,0,GCA_002891735.1,Chlorophyta
PNH05269.1,-,RPS6_kin_2,PIRSF000606,7.1e-14,50.6,0,6.2e-7,27.7,0,GCA_002891735.1,Chlorophyta
PNH07216.1,-,RPS6_kin_2,PIRSF000606,7.7e-14,50.5,0,9.1e-14,50.3,0,GCA_002891735.1,Chlorophyta
PNH04147.1,-,RPS6_kin_2,PIRSF000606,9.1e-14,50.3,0,5.4e-9,34.5,0,GCA_002891735.1,Chlorophyta
PNH12208.1,-,RPS6_kin_2,PIRSF000606,1e-13,50.1,0,9.5e-12,43.6,0,GCA_002891735.1,Chlorophyta
PNH07430.1,-,RPS6_kin_2,PIRSF000606,1e-13,50.1,0,5.9e-12,44.3,0,GCA_002891735.1,Chlorophyta
PNH10405.1,-,RPS6_kin_2,PIRSF000606,1.2e-13,49.9,0,1.5e-8,33,0,GCA_002891735.1,Chlorophyta
PNH03705.1,-,RPS6_kin_2,PIRSF000606,1.6e-13,49.5,0,2.8e-13,48.7,0,GCA_002891735.1,Chlorophyta
PNH02806.1,-,RPS6_kin_2,PIRSF000606,1.7e-13,49.4,0,3.9e-13,48.2,0,GCA_002891735.1,Chlorophyta
PNH04828.1,-,RPS6_kin_2,PIRSF000606,1.7e-13,49.4,0,2.2e-8,32.5,0,GCA_002891735.1,Chlorophyta
PNH12334.1,-,RPS6_kin_2,PIRSF000606,2.2e-13,49,0,2.2e-9,35.8,0,GCA_002891735.1,Chlorophyta
PNH07239.1,-,RPS6_kin_2,PIRSF000606,2.7e-13,48.7,0,5.2e-13,47.8,0,GCA_002891735.1,Chlorophyta
PNH12603.1,-,RPS6_kin_2,PIRSF000606,2.8e-13,48.7,0,7.2e-13,47.3,0,GCA_002891735.1,Chlorophyta
PNH07266.1,-,RPS6_kin_2,PIRSF000606,3e-13,48.6,0,1.3e-11,43.2,0,GCA_002891735.1,Chlorophyta
PNH04461.1,-,RPS6_kin_2,PIRSF000606,3e-13,48.6,0,5.5e-10,37.8,0,GCA_002891735.1,Chlorophyta
PNH02592.1,-,RPS6_kin_2,PIRSF000606,3.2e-13,48.5,0,1e-12,46.8,0,GCA_002891735.1,Chlorophyta
PNH03214.1,-,RPS6_kin_2,PIRSF000606,4.1e-13,48.1,0,6.5e-13,47.5,0,GCA_002891735.1,Chlorophyta
PNH07661.1,-,RPS6_kin_2,PIRSF000606,5.7e-13,47.7,0,2.4e-8,32.3,0,GCA_002891735.1,Chlorophyta
PNH03215.1,-,RPS6_kin_2,PIRSF000606,8.4e-13,47.1,0,4.6e-12,44.6,0,GCA_002891735.1,Chlorophyta
PNH12347.1,-,RPS6_kin_2,PIRSF000606,9.3e-13,47,0,1.1e-9,36.8,0,GCA_002891735.1,Chlorophyta
PNH07252.1,-,RPS6_kin_2,PIRSF000606,1.1e-12,46.8,0,1.2e-12,46.6,0,GCA_002891735.1,Chlorophyta
PNH03342.1,-,RPS6_kin_2,PIRSF000606,1.1e-12,46.7,0,1.5e-12,46.3,0,GCA_002891735.1,Chlorophyta
PNH08295.1,-,RPS6_kin_2,PIRSF000606,1.2e-12,46.6,0,1.5e-12,46.2,0,GCA_002891735.1,Chlorophyta
PNH00862.1,-,RPS6_kin_2,PIRSF000606,1.2e-12,46.6,0,7.3e-7,27.4,0,GCA_002891735.1,Chlorophyta
PNH05823.1,-,RPS6_kin_2,PIRSF000606,1.4e-12,46.4,0,7.7e-12,43.9,0,GCA_002891735.1,Chlorophyta
PNH05671.1,-,RPS6_kin_2,PIRSF000606,1.5e-12,46.3,0,2.3e-12,45.6,0,GCA_002891735.1,Chlorophyta
PNH01000.1,-,RPS6_kin_2,PIRSF000606,1.5e-12,46.2,0,1.8e-12,46,0,GCA_002891735.1,Chlorophyta
PNH03600.1,-,RPS6_kin_2,PIRSF000606,1.6e-12,46.2,0,2e-12,45.9,0,GCA_002891735.1,Chlorophyta
PNG99028.1,-,RPS6_kin_2,PIRSF000606,1.7e-12,46.1,0,1.9e-12,45.9,0,GCA_002891735.1,Chlorophyta
PNH00319.1,-,RPS6_kin_2,PIRSF000606,2.5e-12,45.5,0,3.2e-12,45.2,0,GCA_002891735.1,Chlorophyta
PNH08903.1,-,RPS6_kin_2,PIRSF000606,2.6e-12,45.5,0,9.4e-7,27.1,0,GCA_002891735.1,Chlorophyta
PNH12124.1,-,RPS6_kin_2,PIRSF000606,2.9e-12,45.3,0,1.1e-11,43.4,0,GCA_002891735.1,Chlorophyta
PNH02797.1,-,RPS6_kin_2,PIRSF000606,3e-12,45.3,0,1.9e-8,32.7,0,GCA_002891735.1,Chlorophyta
PNH07711.1,-,RPS6_kin_2,PIRSF000606,3.1e-12,45.2,0,1.5e-7,29.7,0,GCA_002891735.1,Chlorophyta
PNH09132.1,-,RPS6_kin_2,PIRSF000606,3.1e-12,45.2,0,9e-12,43.7,0,GCA_002891735.1,Chlorophyta
