"","hit_id","query_id","hit_eval","hit_bitscore","hit_description","accn","Taxid","Species.name","Phylum.name","Group.name","Kingdom.name","Super.Group","M.Strategy","TORC2_Presence"
"575","CAK56643.1","Mass_AKT_Aligned",4.3e-16,66.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"576","CAK86269.1","Mass_AKT_Aligned",5.6e-16,65.9,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"577","CAK89127.1","Mass_AKT_Aligned",8.2e-16,65.4,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"578","CAK73385.1","Mass_AKT_Aligned",1.8e-15,64.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"579","CAK87792.1","Mass_AKT_Aligned",2.6e-15,63.7,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"580","CAK93142.1","Mass_AKT_Aligned",3.5e-15,63.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"581","CAK73725.1","Mass_AKT_Aligned",4.2e-15,63,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"582","CAK61466.1","Mass_AKT_Aligned",4.2e-15,63,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"583","CAK63979.1","Mass_AKT_Aligned",5.7e-15,62.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"584","CAK76399.1","Mass_AKT_Aligned",5.7e-15,62.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"585","CAK77446.1","Mass_AKT_Aligned",6.8e-15,62.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"586","CAK62592.1","Mass_AKT_Aligned",1.4e-14,61.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"587","CAK57378.1","Mass_AKT_Aligned",1.5e-14,61.2,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"588","CAK82821.1","Mass_AKT_Aligned",2.1e-14,60.7,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"589","CAK63911.1","Mass_AKT_Aligned",2.2e-14,60.7,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"590","CAK73164.1","Mass_AKT_Aligned",2.7e-14,60.4,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"591","CAK65886.1","Mass_AKT_Aligned",3.3e-14,60.1,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"592","CAK82219.1","Mass_AKT_Aligned",4.4e-14,59.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"593","CAK93410.1","Mass_AKT_Aligned",9.8e-14,58.5,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"594","CAK56825.1","Mass_AKT_Aligned",1.8e-13,57.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"595","CAK61692.1","Mass_AKT_Aligned",2.8e-13,57,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"596","CAK62854.1","Mass_AKT_Aligned",1e-12,55.1,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"597","CAK70564.1","Mass_AKT_Aligned",1.1e-12,55,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"598","CAK81785.1","Mass_AKT_Aligned",1.3e-12,54.8,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"599","CAK72018.1","Mass_AKT_Aligned",2.6e-12,53.7,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"600","CAK67504.1","Mass_AKT_Aligned",4e-12,53.1,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"601","CAK60033.1","Mass_AKT_Aligned",8.3e-12,52.1,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"602","CAK90036.1","Mass_AKT_Aligned",2e-11,50.8,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"603","CAK85081.1","Mass_AKT_Aligned",2.1e-11,50.8,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"604","CAK84769.1","Mass_AKT_Aligned",2.7e-11,50.4,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"605","CAK90870.1","Mass_AKT_Aligned",3.2e-11,50.1,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"606","CAK80404.1","Mass_AKT_Aligned",5.3e-11,49.4,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"607","CAK89834.1","Mass_AKT_Aligned",6e-11,49.2,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"608","CAK88107.1","Mass_AKT_Aligned",8.4e-11,48.7,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"609","CAK86454.1","Mass_AKT_Aligned",3.9e-10,46.5,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"610","CAK94878.1","Mass_AKT_Aligned",9.3e-10,45.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"611","CAK69956.1","Mass_AKT_Aligned",1.4e-09,44.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"612","CAK89194.1","Mass_AKT_Aligned",1.5e-09,44.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"613","CAK75388.1","Mass_AKT_Aligned",2.1e-09,44.1,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"614","CAK83491.1","Mass_AKT_Aligned",2.8e-09,43.7,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"615","CAK77798.1","Mass_AKT_Aligned",3e-09,43.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"616","CAK63352.1","Mass_AKT_Aligned",7.4e-09,42.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"617","CAK93715.1","Mass_AKT_Aligned",1.1e-08,41.7,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"618","CAK70973.1","Mass_AKT_Aligned",2e-08,40.8,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"619","CAK78498.1","Mass_AKT_Aligned",2.3e-08,40.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"620","CAK93908.1","Mass_AKT_Aligned",3.5e-08,40,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"621","CAK87007.1","Mass_AKT_Aligned",8e-08,38.9,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"622","CAK90363.1","Mass_AKT_Aligned",1.3e-07,38.1,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"623","CAK55999.1","Mass_AKT_Aligned",1.4e-07,38,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"624","CAK86195.1","Mass_AKT_Aligned",1.6e-07,37.8,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"625","CAK63156.1","Mass_AKT_Aligned",2.5e-07,37.2,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"626","CAK73066.1","Mass_AKT_Aligned",2.9e-07,37,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"627","CAK66144.1","Mass_AKT_Aligned",4.8e-07,36.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"628","CAK68884.1","Mass_AKT_Aligned",8.4e-07,35.5,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"629","CAK55755.1","Mass_AKT_Aligned",1.1e-06,35.1,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"630","CAK65879.1","Mass_AKT_Aligned",1.2e-06,34.9,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"631","CAK57969.1","Mass_AKT_Aligned",1.5e-06,34.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"632","CAK86375.1","Mass_AKT_Aligned",2.7e-06,33.8,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"633","CAK91768.1","Mass_AKT_Aligned",4.1e-06,33.2,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"634","CAK67015.1","Mass_AKT_Aligned",6.6e-06,32.5,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"635","CAK88778.1","Mass_AKT_Aligned",9.8e-06,31.9,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"636","CAK62290.1","Mass_AKT_Aligned",1.2e-05,31.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"637","CAK91481.1","Mass_AKT_Aligned",2.7e-05,30.4,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"638","CAK64316.1","Mass_AKT_Aligned",2.9e-05,30.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"639","CAK58160.1","Mass_AKT_Aligned",3.2e-05,30.2,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"640","CAK56318.1","Mass_AKT_Aligned",6.1e-05,29.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"641","CAK80945.1","Mass_AKT_Aligned",7.5e-05,29,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"642","CAK82679.1","Mass_AKT_Aligned",7.5e-05,29,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"643","CAK78468.1","Mass_AKT_Aligned",7.7e-05,28.9,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"644","CAK84923.1","Mass_AKT_Aligned",0.00012,28.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"645","CAK79641.1","Mass_AKT_Aligned",0.00015,28,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"646","CAK75129.1","Mass_AKT_Aligned",0.00016,27.8,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"647","CAK73154.1","Mass_AKT_Aligned",0.00039,26.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"648","CAK83810.1","Mass_AKT_Aligned",0.00048,26.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"649","CAK93191.1","Mass_AKT_Aligned",0.00095,25.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"650","CAK71984.1","Mass_AKT_Aligned",0.00096,25.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"651","CAK78462.1","Mass_AKT_Aligned",0.00096,25.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"652","CAK60346.1","Mass_AKT_Aligned",0.0013,24.9,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"653","CAK56765.1","Mass_AKT_Aligned",0.0018,24.4,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"654","CAK73772.1","Mass_AKT_Aligned",0.0018,24.4,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"655","CAK71221.1","Mass_AKT_Aligned",0.002,24.2,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"656","CAK71602.1","Mass_AKT_Aligned",0.0021,24.2,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"657","CAK84045.1","Mass_AKT_Aligned",0.0027,23.8,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"658","CAK60750.1","Mass_AKT_Aligned",0.0028,23.8,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"659","CAK88959.1","Mass_AKT_Aligned",0.0032,23.5,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"660","CAK58392.1","Mass_AKT_Aligned",0.0055,22.8,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"661","CAK80406.1","Mass_AKT_Aligned",0.0059,22.7,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"662","CAK83536.1","Mass_AKT_Aligned",0.006,22.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"663","CAK76252.1","Mass_AKT_Aligned",0.0092,22,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"664","CAK56806.1","Mass_AKT_Aligned",0.0097,22,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"665","CAK61414.1","Mass_AKT_Aligned",0.01,21.9,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"666","CAK72307.1","Mass_AKT_Aligned",0.012,21.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"667","CAK56420.1","Mass_AKT_Aligned",0.013,21.5,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"668","CAK92302.1","Mass_AKT_Aligned",0.024,20.7,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"669","CAK63308.1","Mass_AKT_Aligned",0.028,20.4,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"670","CAK78969.1","Mass_AKT_Aligned",0.044,19.8,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"671","CAK78244.1","Mass_AKT_Aligned",0.052,19.5,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"672","CAK65475.1","Mass_AKT_Aligned",0.1,18.6,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"673","CAK85035.1","Mass_AKT_Aligned",0.13,18.2,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"674","CAK57234.1","Mass_AKT_Aligned",0.14,18.1,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"675","CAK65521.1","Mass_AKT_Aligned",0.16,18,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"676","CAK94795.1","Mass_AKT_Aligned",0.16,17.9,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"677","CAK81759.1","Mass_AKT_Aligned",0.27,17.2,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"678","CAK55705.1","Mass_AKT_Aligned",0.36,16.7,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"679","CAK90624.1","Mass_AKT_Aligned",0.62,16,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"680","CAK59092.1","Mass_AKT_Aligned",0.71,15.8,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"681","CAK82587.1","Mass_AKT_Aligned",0.75,15.7,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"682","CAK82140.1","Mass_AKT_Aligned",0.92,15.4,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"683","CAK89476.1","Mass_AKT_Aligned",0.93,15.4,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"684","CAK85654.1","Mass_AKT_Aligned",1.1,15.1,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"685","CAK67412.1","Mass_AKT_Aligned",1.2,15.1,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"686","CAK92940.1","Mass_AKT_Aligned",1.2,15,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"687","CAK87065.1","Mass_AKT_Aligned",1.5,14.7,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"688","CAK63312.1","Mass_AKT_Aligned",1.9,14.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"689","CAK82993.1","Mass_AKT_Aligned",2,14.3,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"690","CAK77234.1","Mass_AKT_Aligned",2.3,14.1,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"691","CAK89943.1","Mass_AKT_Aligned",4.8,13,"unnamed protein product (macronuclear) [Pa","GCA_000165425.1",5888,"Paramecium tetraurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
