"accn","bitscore","evalue","gapopen","hit_description","length","mismatch","name","pident","qend","qseqid","qstart","selected","send","shared name","Species name","sstart","Super.Group","Taxid","TORC2_Presence"
"GCA_002081595.1","1226","0.0","4","cGMP-dependent protein kinase [Achlya hypo","773","153","OQR96142.1","79.0","791","VFT89108.1","21","true","791","OQR96142.1","Achlya hypogyna","26","Stramenopiles","1202772","TORC2 Expected"
"GCA_000151545.2","1241","0.0","4","AGC/PKG protein kinase [Saprolegnia parasi","782","148","KDO26572.1","79.8","791","VFT89108.1","16","true","795","KDO26572.1","Saprolegnia parasitica","18","Stramenopiles","695850","TORC2 Expected"
"GCA_000281045.1","1235","0.0","5","AGC protein kinase [Saprolegnia diclina VS","782","150","EQC32872.1","79.5","791","VFT89108.1","16","true","795","EQC32872.1","Saprolegnia diclina","18","Stramenopiles","1156394","TORC2 Expected"
"GCA_021527805.1","922","0.0","8","hypothetical protein AeNC1_002364 [Aphan","617","66","KAH9195649.1","77.8","595","VFT77706.1","1","true","568","KAH9195649.1","Aphanomyces euteiches","1","Stramenopiles","100861","TORC2 Expected"
"GCA_900708865.1","1174","0.0","0","Aste57867_481 [Aphanomyces stellatus]","595","0","VFT77706.1","100.0","595","VFT77706.1","1","true","595","VFT77706.1","Aphanomyces stellatus","1","Stramenopiles","120398","No TORC2"
"GCA_009835185.1","1174","0.0","0","hypothetical protein As57867_000480 [Aph","595","0","KAF0720212.1","100.0","595","VFT77706.1","1","true","595","KAF0720212.1","Aphanomyces stellatus","1","Stramenopiles","120398","No TORC2"
"GCA_000520075.1","926","0.0","8","AGC protein kinase [Aphanomyces astaci]","611","80","ETV66857.1","77.9","595","VFT77706.1","1","true","572","ETV66857.1","Aphanomyces astaci","1","Stramenopiles","112090","TORC2 Expected"
"GCA_000520115.1","935","0.0","9","AGC protein kinase [Aphanomyces invadans]","606","79","ETV99014.1","78.9","595","VFT77706.1","1","true","568","ETV99014.1","Aphanomyces invadans","1","Stramenopiles","157072","TORC2 Expected"
"GCA_000281045.1","714","6.689999999999999E-258","7","AGC protein kinase, variant [Saprolegnia d","503","96","EQC30228.1","73.4","499","VFT77706.1","1","true","469","EQC30228.1","Saprolegnia diclina","1","Stramenopiles","1156394","TORC2 Expected"
"GCA_002081575.1","787","1.3099999999999998E-285","11","RPS6 protein kinase, partial [Thraustothec","579","113","OQR81359.1","71.8","595","VFT77706.1","25","true","537","OQR81359.1","Thraustotheca clavata","1","Stramenopiles","74557","TORC2 Expected"
"GCA_002081595.1","835","4.419999999999999E-304","11","RPS6 protein kinase [Achlya hypogyna]","604","117","OQR84441.1","72.0","595","VFT77706.1","1","true","561","OQR84441.1","Achlya hypogyna","1","Stramenopiles","1202772","TORC2 Expected"
"GCA_000281045.1","850","4.22E-305","10","AGC protein kinase [Saprolegnia diclina VS","604","115","EQC30227.1","73.0","595","VFT77706.1","1","true","565","EQC30227.1","Saprolegnia diclina","1","Stramenopiles","1156394","TORC2 Expected"
"GCA_000520075.1","685","2.8900000000000003E-251","0","AGC protein kinase [Aphanomyces astaci]","383","42","ETV70512.1","89.0","385","VFT94843.1","3","true","386","ETV70512.1","Aphanomyces astaci","4","Stramenopiles","112090","TORC2 Expected"
"GCA_000520115.1","239","2.77E-73","3","AGC protein kinase [Aphanomyces invadans]","336","198","ETV99989.1","39.0","440","XP_054236418.1","105","true","351","ETV99989.1","Aphanomyces invadans","23","Stramenopiles","157072","TORC2 Expected"
"GCA_900708865.1","237","1.9399999999999998E-72","3","Aste57867_18105 [Aphanomyces stellatus]","309","179","VFT94843.1","39.8","422","XP_054236418.1","114","true","334","VFT94843.1","Aphanomyces stellatus","33","Stramenopiles","120398","No TORC2"
"GCA_009835185.1","237","1.9399999999999998E-72","3","hypothetical protein As57867_018043 [Aph","309","179","KAF0690515.1","39.8","422","XP_054236418.1","114","true","334","KAF0690515.1","Aphanomyces stellatus","33","Stramenopiles","120398","No TORC2"
"GCA_019828595.1","730","5.2400000000000005E-269","1","hypothetical protein AC1031_005171 [Apha","382","16","KAG9403679.1","95.5","385","VFT94843.1","4","true","382","KAG9403679.1","Aphanomyces cochlioides","2","Stramenopiles","112091","TORC2 Expected"
"GCA_021527805.1","733","4.489999999999999E-270","1","hypothetical protein AeNC1_009692 [Aphan","382","14","KAH9188331.1","96.1","385","VFT94843.1","4","true","382","KAH9188331.1","Aphanomyces euteiches","2","Stramenopiles","100861","TORC2 Expected"
"GCA_021527745.1","733","4.489999999999999E-270","1","hypothetical protein AeRB84_010022 [Apha","382","14","KAH9146079.1","96.1","385","VFT94843.1","4","true","382","KAH9146079.1","Aphanomyces euteiches","2","Stramenopiles","100861","TORC2 Expected"
"GCA_021527665.1","733","4.489999999999999E-270","1","hypothetical protein AeMF1_002063 [Aphan","382","14","KAH9127677.1","96.1","385","VFT94843.1","4","true","382","KAH9127677.1","Aphanomyces euteiches","2","Stramenopiles","100861","TORC2 Expected"
"GCA_021527785.1","733","4.489999999999999E-270","1","hypothetical protein LEN26_018411 [Aphan","382","14","KAH9092418.1","96.1","385","VFT94843.1","4","true","382","KAH9092418.1","Aphanomyces euteiches","2","Stramenopiles","100861","TORC2 Expected"
"GCA_021527685.1","733","4.489999999999999E-270","1","hypothetical protein Ae201684P_012815 [A","382","14","KAH9076329.1","96.1","385","VFT94843.1","4","true","382","KAH9076329.1","Aphanomyces euteiches","2","Stramenopiles","100861","TORC2 Expected"
"GCA_009835175.1","733","4.489999999999999E-270","1","hypothetical protein Ae201684_018518 [Ap","382","14","KAF0722302.1","96.1","385","VFT94843.1","4","true","382","KAF0722302.1","Aphanomyces euteiches","2","Stramenopiles","100861","TORC2 Expected"
"GCA_000151545.2","590","2.24E-214","4","AGC protein kinase [Saprolegnia parasitica","381","47","KDO18020.1","79.3","385","VFT94843.1","5","true","350","KDO18020.1","Saprolegnia parasitica","2","Stramenopiles","695850","TORC2 Expected"
"GCA_000281045.1","659","6.97E-241","3","AGC protein kinase [Saprolegnia diclina VS","381","49","EQC30074.1","86.1","385","VFT94843.1","5","true","378","EQC30074.1","Saprolegnia diclina","2","Stramenopiles","1156394","TORC2 Expected"
"GCA_000520075.1","1482","0.0","13","AGC/RSK/RSKP90 protein kinase, variant 1 [","1132","277","ETV80441.1","69.2","1254","VFT94996.1","150","true","1089","ETV80441.1","Aphanomyces astaci","3","Stramenopiles","112090","TORC2 Expected"
"GCA_003546525.1","1680","0.0","16","hypothetical protein DYB32_000851 [Aphanom","1259","310","RHY34564.1","69.7","1254","VFT94996.1","29","true","1221","RHY34564.1","Aphanomyces invadans","1","Stramenopiles","157072","TORC2 Expected"
"GCA_002197585.2","1684","0.0","18","hypothetical protein B5M09_004305 [Aphanom","1285","311","RQM25715.1","69.4","1254","VFT94996.1","1","true","1234","RQM25715.1","Aphanomyces astaci","1","Stramenopiles","112090","TORC2 Expected"
"GCA_000520075.1","1701","0.0","17","AGC/RSK/RSKP90 protein kinase [Aphanomyces","1285","312","ETV80440.1","69.6","1254","VFT94996.1","1","true","1238","ETV80440.1","Aphanomyces astaci","1","Stramenopiles","112090","TORC2 Expected"
"GCA_000520115.1","1729","0.0","16","AGC protein kinase [Aphanomyces invadans]","1281","311","ETW09744.1","70.2","1254","VFT94996.1","7","true","1248","ETW09744.1","Aphanomyces invadans","6","Stramenopiles","157072","TORC2 Expected"
"GCA_021527745.1","1755","0.0","13","hypothetical protein AeRB84_009880 [Apha","1284","315","KAH9146208.1","70.3","1254","VFT94996.1","1","true","1248","KAH9146208.1","Aphanomyces euteiches","1","Stramenopiles","100861","TORC2 Expected"
"GCA_021527685.1","1755","0.0","13","hypothetical protein Ae201684P_011531 [A","1284","315","KAH9091991.1","70.3","1254","VFT94996.1","1","true","1248","KAH9091991.1","Aphanomyces euteiches","1","Stramenopiles","100861","TORC2 Expected"
"GCA_009835175.1","1755","0.0","13","hypothetical protein Ae201684_000116 [Ap","1284","315","KAF0745665.1","70.3","1254","VFT94996.1","1","true","1248","KAF0745665.1","Aphanomyces euteiches","1","Stramenopiles","100861","TORC2 Expected"
"GCA_021527805.1","1757","0.0","16","hypothetical protein AeNC1_009340 [Aphan","1285","310","KAH9188686.1","70.6","1254","VFT94996.1","1","true","1248","KAH9188686.1","Aphanomyces euteiches","1","Stramenopiles","100861","TORC2 Expected"
"GCA_021527665.1","1757","0.0","16","hypothetical protein AeMF1_013760 [Aphan","1285","310","KAH9111800.1","70.6","1254","VFT94996.1","1","true","1248","KAH9111800.1","Aphanomyces euteiches","1","Stramenopiles","100861","TORC2 Expected"
"GCA_021527785.1","1757","0.0","16","hypothetical protein LEN26_018105 [Aphan","1285","310","KAH9094701.1","70.6","1254","VFT94996.1","1","true","1248","KAH9094701.1","Aphanomyces euteiches","1","Stramenopiles","100861","TORC2 Expected"
"GCA_019828595.1","1775","0.0","13","hypothetical protein AC1031_016049 [Apha","1285","309","KAG9413030.1","70.5","1254","VFT94996.1","1","true","1246","KAG9413030.1","Aphanomyces cochlioides","1","Stramenopiles","112091","TORC2 Expected"
"GCA_900708865.1","2491","0.0","0","Aste57867_18259 [Aphanomyces stellatus]","1254","0","VFT94996.1","100.0","1254","VFT94996.1","1","true","1254","VFT94996.1","Aphanomyces stellatus","1","Stramenopiles","120398","No TORC2"
"GCA_009835185.1","2491","0.0","0","hypothetical protein As57867_018197 [Aph","1254","0","KAF0690328.1","100.0","1254","VFT94996.1","1","true","1254","KAF0690328.1","Aphanomyces stellatus","1","Stramenopiles","120398","No TORC2"
"GCA_000151545.2","1253","0.0","22","AGC protein kinase [Saprolegnia parasitica","1341","515","KDO28962.1","52.4","1253","VFT94996.1","4","true","1311","KDO28962.1","Saprolegnia parasitica","3","Stramenopiles","695850","TORC2 Expected"
"GCA_000281045.1","1288","0.0","26","AGC protein kinase [Saprolegnia diclina VS","1361","480","EQC29514.1","52.8","1253","VFT94996.1","7","true","1316","EQC29514.1","Saprolegnia diclina","4","Stramenopiles","1156394","TORC2 Expected"
"GCA_002197585.2","1800","0.0","24","hypothetical protein B5M09_004306 [Aphanom","1468","321","RQM25714.1","70.8","1412","VFT94995.1","1","true","1416","RQM25714.1","Aphanomyces astaci","1","Stramenopiles","112090","TORC2 Expected"
"GCA_003546525.1","1890","0.0","28","hypothetical protein DYB32_000852 [Aphanom","1483","320","RHY34561.1","71.8","1412","VFT94995.1","1","true","1456","RHY34561.1","Aphanomyces invadans","1","Stramenopiles","157072","TORC2 Expected"
"GCA_000520075.1","1842","0.0","22","AGC/AKT protein kinase [Aphanomyces astaci","1468","316","ETV80443.1","71.7","1412","VFT94995.1","1","true","1482","ETV80443.1","Aphanomyces astaci","58","Stramenopiles","112090","TORC2 Expected"
"GCA_000520115.1","1908","0.0","27","AGC protein kinase [Aphanomyces invadans]","1466","304","ETW09745.1","73.7","1412","VFT94995.1","1","true","1495","ETW09745.1","Aphanomyces invadans","57","Stramenopiles","157072","TORC2 Expected"
"GCA_900708865.1","2614","0.0","0","Aste57867_18258 [Aphanomyces stellatus]","1412","0","VFT94995.1","100.0","1412","VFT94995.1","1","true","1412","VFT94995.1","Aphanomyces stellatus","1","Stramenopiles","120398","No TORC2"
"GCA_009835185.1","2614","0.0","0","hypothetical protein As57867_018196 [Aph","1412","0","KAF0690327.1","100.0","1412","VFT94995.1","1","true","1412","KAF0690327.1","Aphanomyces stellatus","1","Stramenopiles","120398","No TORC2"
"GCA_021527685.1","919","7.49E-305","34","hypothetical protein Ae201684P_011448 [A","1391","557","KAH9091906.1","42.0","1247","VFT94996.1","11","true","1434","KAH9091906.1","Aphanomyces euteiches","140","Stramenopiles","100861","TORC2 Expected"
"GCA_021527745.1","2016","0.0","16","hypothetical protein AeRB84_009879 [Apha","1445","296","KAH9146207.1","75.1","1412","VFT94995.1","1","true","1461","KAH9146207.1","Aphanomyces euteiches","48","Stramenopiles","100861","TORC2 Expected"
"GCA_009835175.1","2016","0.0","16","hypothetical protein Ae201684_000115 [Ap","1445","296","KAF0745663.1","75.1","1412","VFT94995.1","1","true","1461","KAF0745663.1","Aphanomyces euteiches","48","Stramenopiles","100861","TORC2 Expected"
"GCA_021527805.1","2024","0.0","15","hypothetical protein AeNC1_009341 [Aphan","1445","299","KAH9188687.1","74.9","1412","VFT94995.1","1","true","1462","KAH9188687.1","Aphanomyces euteiches","48","Stramenopiles","100861","TORC2 Expected"
"GCA_021527665.1","2024","0.0","15","hypothetical protein AeMF1_013761 [Aphan","1445","299","KAH9111801.1","74.9","1412","VFT94995.1","1","true","1462","KAH9111801.1","Aphanomyces euteiches","48","Stramenopiles","100861","TORC2 Expected"
"GCA_021527785.1","2024","0.0","15","hypothetical protein LEN26_018106 [Aphan","1445","299","KAH9094702.1","74.9","1412","VFT94995.1","1","true","1462","KAH9094702.1","Aphanomyces euteiches","48","Stramenopiles","100861","TORC2 Expected"
"GCA_019828595.1","2024","0.0","15","hypothetical protein AC1031_016048 [Apha","1444","305","KAG9413029.1","74.6","1412","VFT94995.1","1","true","1461","KAG9413029.1","Aphanomyces cochlioides","48","Stramenopiles","112091","TORC2 Expected"
"GCA_000151545.2","1499","0.0","21","AGC protein kinase [Saprolegnia parasitica","1251","352","KDO28961.1","66.1","1409","VFT94995.1","191","true","1255","KDO28961.1","Saprolegnia parasitica","45","Stramenopiles","695850","TORC2 Expected"
"GCA_000281045.1","1514","0.0","25","AGC protein kinase [Saprolegnia diclina VS","1444","428","EQC29513.1","60.4","1409","VFT94995.1","1","true","1389","EQC29513.1","Saprolegnia diclina","55","Stramenopiles","1156394","TORC2 Expected"
"GCA_900708865.1","885","0.0","0","Aste57867_1695 [Aphanomyces stellatus]","440","0","VFT78906.1","100.0","440","VFT78906.1","1","true","440","VFT78906.1","Aphanomyces stellatus","1","Stramenopiles","120398","No TORC2"
"GCA_009835185.1","885","0.0","0","hypothetical protein As57867_001693 [Aph","440","0","KAF0718431.1","100.0","440","VFT78906.1","1","true","440","KAF0718431.1","Aphanomyces stellatus","1","Stramenopiles","120398","No TORC2"
"GCA_000520075.1","638","1.7099999999999999E-230","6","AGC protein kinase [Aphanomyces astaci]","413","71","ETV86120.1","78.5","414","VFT78906.1","17","true","427","ETV86120.1","Aphanomyces astaci","18","Stramenopiles","112090","TORC2 Expected"
"GCA_021527745.1","648","9.969999999999997E-235","3","hypothetical protein AeRB84_019993 [Apha","415","82","KAH9134166.1","78.8","424","VFT78906.1","14","true","421","KAH9134166.1","Aphanomyces euteiches","9","Stramenopiles","100861","TORC2 Expected"
"GCA_021527685.1","648","9.969999999999997E-235","3","hypothetical protein Ae201684P_005656 [A","415","82","KAH9085960.1","78.8","424","VFT78906.1","14","true","421","KAH9085960.1","Aphanomyces euteiches","9","Stramenopiles","100861","TORC2 Expected"
"GCA_009835175.1","648","9.969999999999997E-235","3","hypothetical protein Ae201684_008827 [Ap","415","82","KAF0734478.1","78.8","424","VFT78906.1","14","true","421","KAF0734478.1","Aphanomyces euteiches","9","Stramenopiles","100861","TORC2 Expected"
"GCA_019828595.1","652","4.26E-236","3","hypothetical protein AC1031_021269 [Apha","415","81","KAG9408029.1","79.0","424","VFT78906.1","14","true","421","KAG9408029.1","Aphanomyces cochlioides","9","Stramenopiles","112091","TORC2 Expected"
"GCA_019828595.1","649","4.1199999999999986E-235","3","hypothetical protein AC1031_021269 [Apha","413","80","KAG9408030.1","79.2","424","VFT78906.1","16","true","416","KAG9408030.1","Aphanomyces cochlioides","6","Stramenopiles","112091","TORC2 Expected"
"GCA_021527805.1","650","1.7299999999999996E-235","3","hypothetical protein AeNC1_003006 [Aphan","415","81","KAH9195013.1","79.0","424","VFT78906.1","14","true","421","KAH9195013.1","Aphanomyces euteiches","9","Stramenopiles","100861","TORC2 Expected"
"GCA_021527665.1","650","1.7299999999999996E-235","3","hypothetical protein AeMF1_000523 [Aphan","415","81","KAH9129417.1","79.0","424","VFT78906.1","14","true","421","KAH9129417.1","Aphanomyces euteiches","9","Stramenopiles","100861","TORC2 Expected"
"GCA_021527785.1","650","1.7299999999999996E-235","3","hypothetical protein LEN26_020347 [Aphan","415","81","KAH9086190.1","79.0","424","VFT78906.1","14","true","421","KAH9086190.1","Aphanomyces euteiches","9","Stramenopiles","100861","TORC2 Expected"
"GCA_000520115.1","657","2.9299999999999995E-238","2","AGC protein kinase [Aphanomyces invadans]","386","59","ETW07747.1","84.2","402","VFT78906.1","17","true","403","ETW07747.1","Aphanomyces invadans","20","Stramenopiles","157072","TORC2 Expected"
"GCA_002081595.1","494","1.4699999999999998E-175","3","protein kinase [Achlya hypogyna]","338","67","OQR84942.1","73.7","395","VFT78906.1","61","true","338","OQR84942.1","Achlya hypogyna","20","Stramenopiles","1202772","TORC2 Expected"
"GCA_002081575.1","543","2.0299999999999997E-194","7","kinase, partial [Thraustotheca clavata]","392","82","OQR97992.1","73.7","406","VFT78906.1","19","true","378","OQR97992.1","Thraustotheca clavata","4","Stramenopiles","74557","TORC2 Expected"
"GCA_000151545.2","528","4.5299999999999996E-188","4","AGC protein kinase [Saprolegnia parasitica","378","99","KDO33815.1","71.7","395","VFT78906.1","20","true","397","KDO33815.1","Saprolegnia parasitica","26","Stramenopiles","695850","TORC2 Expected"
"GCA_000281045.1","526","3.57E-187","5","AGC protein kinase, variant [Saprolegnia d","392","102","EQC25987.1","69.9","410","VFT78906.1","20","true","401","EQC25987.1","Saprolegnia diclina","25","Stramenopiles","1156394","TORC2 Expected"
"GCA_000281045.1","515","1.1699999999999997E-182","6","AGC protein kinase [Saprolegnia diclina VS","409","102","EQC25986.1","67.0","410","VFT78906.1","20","true","418","EQC25986.1","Saprolegnia diclina","25","Stramenopiles","1156394","TORC2 Expected"
"GCA_001839685.2","244","1.4100000000000001E-73","6","AGC family protein kinase [Tritrichomonas","317","167","OHS99694.1","42.3","796","RLN74877.1","485","true","307","OHS99694.1","Tritrichomonas foetus","2","Metamonada","1144522","TORC2 Expected"
"GCA_004379255.2","748","6.520000000000001E-273","1","hypothetical protein SASPL_135582 [Salvi","471","101","KAG6403364.1","78.1","469","KAL7136043.1","1","true","471","KAG6403364.1","Salvia splendens","1","Streptophyta","180675","No TORC2"
"GCA_041381175.1","753","3.79E-275","2","Serine/threonine-protein kinase AtPK2/At","474","99","KAL1539498.1","78.5","471","KAL7136043.1","1","true","474","KAL1539498.1","Salvia divinorum","1","Streptophyta","28513","No TORC2"
"GCA_000441915.1","702","4.49E-255","4","hypothetical protein M569_01633, partial [","453","89","EPS73120.1","78.1","471","KAL7136043.1","24","true","452","EPS73120.1","Genlisea aurea","5","Streptophyta","192259","No TORC2"
"GCA_051911535.1","328","3.1E-97","4","hypothetical protein ACSSS7_001464 [Eime","341","163","KAL8436762.1","49.0","636","XP_018636768.1","297","true","826","KAL8436762.1","NA","496","NA",,"NA"
"GCA_051911595.1","332","2.47E-98","4","hypothetical protein Emed_002233 [Eimeri","341","163","KAL8451023.1","49.0","636","XP_018636768.1","297","true","887","KAL8451023.1","NA","557","NA",,"NA"
"GCA_051911505.1","338","4.189999999999999E-101","17","hypothetical protein Esti_005008 [Eimeri","643","316","KAL8271066.1","37.0","636","XP_018636768.1","31","true","788","KAL8271066.1","NA","198","NA",,"NA"
"GCA_000769155.2","338","2.54E-102","5","putative AGC kinase [Cyclospora cayetanens","363","165","OEH79988.1","49.0","657","XP_018636768.1","297","true","555","OEH79988.1","Cyclospora cayetanensis","211","Alveolata","88456","No TORC2"
"GCA_002563875.1","709","4.09E-245","7","putative serine/threonine protein kinase A","676","226","PFH38467.1","58.1","650","XP_018636768.1","30","true","711","PFH38467.1","Besnoitia besnoiti","38","Alveolata","94643","No TORC2"
"GCA_000258005.2","1384","0.0","1","UNVERIFIED_CONTAM: serine/threonine protei","808","81","KEP67116.1","88.5","796","XP_018636768.1","1","true","808","KEP67116.1","Hammondia hammondi","1","Alveolata","99158","No TORC2"
"GCF_000006565.2","1575","0.0","0","serine/threonine protein kinase AktR,","796","0","XP_018636768.1","100.0","796","XP_018636768.1","1","true","796","XP_018636768.1","Toxoplasma gondii","1","Alveolata","508771","No TORC2"
"GCA_000256725.2","1573","0.0","0","putative serine/threonine protein kinase A","796","1","KYK71466.1","99.9","796","XP_018636768.1","1","true","796","KYK71466.1","Toxoplasma gondii","1","Alveolata","1130821","No TORC2"
"GCA_000250965.2","1573","0.0","0","putative serine/threonine protein kinase A","796","1","KYF46348.1","99.9","796","XP_018636768.1","1","true","796","KYF46348.1","Toxoplasma gondii","1","Alveolata","1074872","No TORC2"
"GCA_000224865.2","1557","0.0","0","putative serine/threonine protein kinase A","796","8","KFH17189.1","99.0","796","XP_018636768.1","1","true","796","KFH17189.1","Toxoplasma gondii","1","Alveolata","943118","No TORC2"
"GCA_000150015.2","1575","0.0","0","putative serine/threonine protein kinase A","796","0","ESS36087.1","100.0","796","XP_018636768.1","1","true","796","ESS36087.1","Toxoplasma gondii","1","Alveolata","432359","No TORC2"
"GCA_000006565.2","1575","0.0","0","serine/threonine protein kinase AktR, puta","796","0","EPT28743.1","100.0","796","XP_018636768.1","1","true","796","EPT28743.1","Toxoplasma gondii","1","Alveolata","508771","No TORC2"
"GCA_000224885.2","1559","0.0","0","putative serine/threonine protein kinase A","796","8","KFG51411.1","99.0","796","XP_018636768.1","1","true","796","KFG51411.1","Toxoplasma gondii","1","Alveolata","943119","No TORC2"
"GCA_000224845.2","1559","0.0","0","putative serine/threonine protein kinase A","796","7","KFH11455.1","99.1","796","XP_018636768.1","1","true","796","KFH11455.1","Toxoplasma gondii","1","Alveolata","933077","No TORC2"
"GCA_000224805.2","1561","0.0","0","putative serine/threonine protein kinase A","796","6","KFG63922.1","99.2","796","XP_018636768.1","1","true","796","KFG63922.1","Toxoplasma gondii","1","Alveolata","935652","No TORC2"
"GCA_000256705.2","1559","0.0","0","putative serine/threonine protein kinase A","796","8","RQX75647.1","99.0","796","XP_018636768.1","1","true","796","RQX75647.1","Toxoplasma gondii","1","Alveolata","943122","No TORC2"
"GCA_000224905.2","1558","0.0","0","putative serine/threonine protein kinase A","796","8","KFG49872.1","99.0","796","XP_018636768.1","1","true","796","KFG49872.1","Toxoplasma gondii","1","Alveolata","943167","No TORC2"
"GCA_000325525.2","1558","0.0","0","putative serine/threonine protein kinase A","796","8","KFG48946.1","99.0","796","XP_018636768.1","1","true","796","KFG48946.1","Toxoplasma gondii","1","Alveolata","1130820","No TORC2"
"GCA_013099955.1","1558","0.0","0","putative serine/threonine protein kinase","796","8","KAF4641954.1","99.0","796","XP_018636768.1","1","true","796","KAF4641954.1","Toxoplasma gondii","1","Alveolata","5811","No TORC2"
"GCA_000149715.2","1558","0.0","0","putative serine/threonine protein kinase A","796","8","EPR64617.1","99.0","796","XP_018636768.1","1","true","796","EPR64617.1","Toxoplasma gondii","1","Alveolata","507601","No TORC2"
"GCA_051046955.1","890","0.0","0","hypothetical protein CRYUN_Cryun07bG005440","467","0","XWS60655.1","100.0","467","XWS60655.1","1","true","467","XWS60655.1","NA","1","NA",,"NA"
"GCA_050990945.1","800","9.32E-294","5","hypothetical protein REPUB_Repub07fG007100","474","31","XVF09195.1","90.7","467","XWS60655.1","1","true","468","XVF09195.1","NA","1","NA",,"NA"
"GCA_036851095.1","836","9.62E-305","0","hypothetical protein SCA6_003882 [Theobr","437","3","KAK6249877.1","99.3","437","KAK6276328.1","1","true","437","KAK6249877.1","Theobroma cacao","1","Streptophyta","3641","No TORC2"
"GCA_036851155.1","785","2.57E-288","5","hypothetical protein POUND7_006037 [Theo","471","38","KAK6276328.1","87.9","467","XWS60655.1","1","true","456","KAK6276328.1","Theobroma cacao","1","Streptophyta","3641","No TORC2"
"GCA_036851125.1","788","1.55E-289","5","hypothetical protein QUC31_007351 [Theob","471","37","KAK6261535.1","88.1","467","XWS60655.1","1","true","456","KAK6261535.1","Theobroma cacao","1","Streptophyta","3641","No TORC2"
"GCA_000403535.1","840","2.88E-305","0","Serine/threonine-protein kinase AtPK2/AtPK","437","2","EOY21605.1","99.5","437","KAK6276328.1","1","true","437","EOY21605.1","Theobroma cacao","1","Streptophyta","3641","No TORC2"
"GCA_000327365.2","958","0.0","0","hypothetical protein B456_010G219500 [Goss","483","3","KJB67894.1","99.4","483","TYI78602.1","1","true","483","KJB67894.1","Gossypium raimondii","1","Streptophyta","29730","No TORC2"
"GCA_000327365.2","958","0.0","0","hypothetical protein B456_010G219500 [Goss","483","3","KJB67893.1","99.4","483","TYI78602.1","1","true","483","KJB67893.1","Gossypium raimondii","1","Streptophyta","29730","No TORC2"
"GCA_000327365.2","958","0.0","0","hypothetical protein B456_010G219500 [Goss","483","3","KJB67892.1","99.4","483","TYI78602.1","1","true","483","KJB67892.1","Gossypium raimondii","1","Streptophyta","29730","No TORC2"
"GCA_000327365.2","958","0.0","0","hypothetical protein B456_010G219500 [Goss","483","3","KJB67891.1","99.4","483","TYI78602.1","1","true","483","KJB67891.1","Gossypium raimondii","1","Streptophyta","29730","No TORC2"
"GCA_008761655.1","933","0.0","0","hypothetical protein ES319_D06G222800v1","483","14","KAB2026489.1","97.1","483","TYJ31421.1","1","true","483","KAB2026489.1","Gossypium barbadense","1","Streptophyta","3634","No TORC2"
"GCA_008761655.1","933","0.0","0","hypothetical protein ES319_D06G222800v1","483","14","KAB2026488.1","97.1","483","TYJ31421.1","1","true","483","KAB2026488.1","Gossypium barbadense","1","Streptophyta","3634","No TORC2"
"GCA_030270665.1","882","0.0","0","ARABIDOPSIS THALIANA PROTEIN KINASE 2, ARA","486","45","GMJ14318.1","90.7","486","XWS74473.1","1","true","486","GMJ14318.1","Hibiscus trionum","1","Streptophyta","183268","No TORC2"
"GCA_002926015.1","899","0.0","1","hypothetical protein GOBAR_DD00399 [Gossyp","485","18","PPE02574.1","96.1","484","TYJ15222.1","1","true","485","PPE02574.1","Gossypium barbadense","1","Streptophyta","3634","No TORC2"
"GCA_008761655.1","776","1.11E-283","1","hypothetical protein ES319_D10G123500v1","483","93","KAB2008802.1","80.5","482","XVF37387.1","1","true","483","KAB2008802.1","Gossypium barbadense","1","Streptophyta","3634","No TORC2"
"GCA_008761655.1","669","2.9499999999999996E-242","3","hypothetical protein ES319_D10G123500v1","478","88","KAB2008801.1","73.4","439","XWS09520.1","1","true","478","KAB2008801.1","Gossypium barbadense","1","Streptophyta","3634","No TORC2"
"GCA_007990485.1","671","5.13E-243","3","hypothetical protein ES332_D10G134200v1 [G","478","86","TYH49407.1","73.8","439","XWS09520.1","1","true","478","TYH49407.1","Gossypium tomentosum","1","Streptophyta","34277","No TORC2"
"GCA_007990485.1","671","5.13E-243","3","hypothetical protein ES332_D10G134200v1 [G","478","86","TYH49406.1","73.8","439","XWS09520.1","1","true","478","TYH49406.1","Gossypium tomentosum","1","Streptophyta","34277","No TORC2"
"GCA_007990325.1","671","5.13E-243","3","hypothetical protein ES288_D10G131900v1 [G","478","86","TYG49906.1","73.8","439","XWS09520.1","1","true","478","TYG49906.1","Gossypium darwinii","1","Streptophyta","34276","No TORC2"
"GCA_038485135.2","681","6.109999999999998E-247","2","hypothetical protein V6N11_054944 [Hibis","477","85","KAK8982959.1","74.2","439","XWS09520.1","1","true","477","KAK8982959.1","Hibiscus sabdariffa","1","Streptophyta","183260","No TORC2"
"GCA_038485145.1","681","6.109999999999998E-247","2","hypothetical protein V6N13_038766 [Hibis","477","85","KAK8558293.1","74.2","439","XWS09520.1","1","true","477","KAK8558293.1","Hibiscus sabdariffa","1","Streptophyta","183260","No TORC2"
"GCA_013677265.1","677","1.3300000000000001E-245","3","hypothetical protein Goarm_003357 [Gossy","478","84","MBA0840811.1","74.3","439","XWS09520.1","1","true","478","MBA0840811.1","Gossypium armourianum","1","Streptophyta","34283","No TORC2"
