"accn","bitscore","evalue","gapopen","hit_description","length","mismatch","name","pident","qend","qseqid","qstart","selected","send","shared name","Species name","sstart","Super.Group","Taxid","TORC2_Presence"
"GCA_039096935.1","424","1.6499999999999999E-149","1","hypothetical protein WA556_004130 [Blast","336","130","KAK8810988.1","61.0","337","XP_012897450.1","3","false","345","KAK8810988.1","Blastocystis hominis","10","Stramenopiles","478820","TORC2 Expected"
"GCA_020184695.1","745","1.1E-275","0","AGC family protein kinase [Histomonas me","362","0","KAH0788425.1","100.0","362","KAH0802190.1","1","false","362","KAH0788425.1","Histomonas meleagridis","1","Metamonada","135588","TORC2 Expected"
"GCA_039096365.1","442","1.4199999999999998E-156","0","hypothetical protein WA577_004626 [Blast","335","126","KAK8829361.1","62.4","337","XP_012897450.1","3","false","360","KAK8829361.1","Blastocystis sp. JDR","26","Stramenopiles","3128536","TORC2 Expected"
"GCA_039096925.1","573","2.44E-208","0","hypothetical protein WA538_000328 [Blast","334","59","KAK8814509.1","82.3","337","XP_012897450.1","4","false","360","KAK8814509.1","Blastocystis sp. DL","27","Stramenopiles","3128535","TORC2 Expected"
"GCA_039096215.1","573","2.44E-208","0","hypothetical protein WA588_000583 [Blast","334","59","KAK8796448.1","82.3","337","XP_012897450.1","4","false","360","KAK8796448.1","Blastocystis sp. NMH","27","Stramenopiles","3128537","TORC2 Expected"
"GCA_020186115.1","374","2.7299999999999997E-126","7","AGC family protein kinase [Histomonas me","461","251","KAH0798354.1","41.2","454","KAK8893711.1","2","false","458","KAH0798354.1","Histomonas meleagridis","10","Metamonada","135588","TORC2 Expected"
"GCA_039096225.1","483","1.8899999999999998E-172","1","hypothetical protein WA158_005055 [Blast","331","102","KAK8792891.1","68.9","332","XP_012897450.1","2","false","353","KAK8792891.1","Blastocystis sp. Blastoise","24","Stramenopiles","3128533","TORC2 Expected"
"GCA_020184695.1","374","2.7299999999999997E-126","7","AGC family protein kinase [Histomonas me","461","251","KAH0787512.1","41.2","454","KAK8893711.1","2","false","458","KAH0787512.1","Histomonas meleagridis","10","Metamonada","135588","TORC2 Expected"
"GCA_020186115.1","457","4.0599999999999994E-159","5","AGC family protein kinase [Histomonas me","463","215","KAH0796397.1","48.8","463","OHT14359.1","1","false","441","KAH0796397.1","Histomonas meleagridis","1","Metamonada","135588","TORC2 Expected"
"GCA_000743755.1","594","2.3399999999999997E-216","0","protein kinase 2 [Blastocystis sp. subtype","336","52","KNB41800.1","84.5","336","XP_012897450.1","1","false","359","KNB41800.1","Blastocystis sp. subtype 4","24","Stramenopiles","944170","TORC2 Expected"
"GCA_020184695.1","457","4.0599999999999994E-159","5","AGC family protein kinase [Histomonas me","463","215","KAH0795684.1","48.8","463","OHT14359.1","1","false","441","KAH0795684.1","Histomonas meleagridis","1","Metamonada","135588","TORC2 Expected"
"GCA_039096195.1","594","2.3399999999999997E-216","0","hypothetical protein WA171_004853 [Blast","336","52","KAK8800218.1","84.5","336","XP_012897450.1","1","false","359","KAK8800218.1","Blastocystis sp. BT1","24","Stramenopiles","3128534","TORC2 Expected"
"GCA_039096365.1","439","1.88E-155","0","hypothetical protein WA577_004566 [Blast","335","128","KAK8829300.1","61.8","337","XP_012897450.1","3","false","344","KAK8829300.1","Blastocystis sp. JDR","10","Stramenopiles","3128536","TORC2 Expected"
"GCA_039105265.1","451","1.3199999999999999E-158","0","hypothetical protein M9Y10_043115 [Tritr","341","138","KAK8884012.1","59.5","345","OHS99694.1","5","false","441","KAK8884012.1","Tritrichomonas musculus","101","Metamonada","1915356","TORC2 Expected"
"GCA_963969995.1","399","1.57E-138","2","Protein kinase 2 (PK2) [Durusdinium tren","324","132","CAK9032147.1","58.6","331","XP_012897450.1","10","false","398","CAK9032147.1","Durusdinium trenchii","75","Alveolata","1381693","No TORC2"
"GCA_039105265.1","451","1.3199999999999999E-158","0","hypothetical protein M9Y10_021007 [Tritr","341","138","KAK8834899.1","59.5","345","OHS99694.1","5","false","441","KAK8834899.1","Tritrichomonas musculus","101","Metamonada","1915356","TORC2 Expected"
"GCA_020186115.1","441","2.86E-154","1","AGC family protein kinase [Histomonas me","343","135","KAH0798320.1","60.1","347","OHS99694.1","5","false","451","KAH0798320.1","Histomonas meleagridis","111","Metamonada","135588","TORC2 Expected"
"GCA_020184695.1","441","2.86E-154","1","AGC family protein kinase [Histomonas me","343","135","KAH0787546.1","60.1","347","OHS99694.1","5","false","451","KAH0787546.1","Histomonas meleagridis","111","Metamonada","135588","TORC2 Expected"
"GCA_020186115.1","425","3.369999999999999E-148","0","AGC family protein kinase [Histomonas me","334","130","KAH0806127.1","61.1","344","OHS99694.1","11","false","437","KAH0806127.1","Histomonas meleagridis","104","Metamonada","135588","TORC2 Expected"
"GCA_020184695.1","425","3.369999999999999E-148","0","AGC family protein kinase [Histomonas me","334","130","KAH0788551.1","61.1","344","OHS99694.1","11","false","437","KAH0788551.1","Histomonas meleagridis","104","Metamonada","135588","TORC2 Expected"
"GCA_001839685.2","485","8.76E-172","0","RAC family serine/threonine-protein kinase","338","117","OHS96565.1","65.4","348","OHS99694.1","11","false","446","OHS96565.1","Tritrichomonas foetus","109","Metamonada","1144522","TORC2 Expected"
"GCA_039105265.1","542","8.729999999999998E-194","1","RAC-gamma serine/threonine-protein kinas","349","84","KAK8840649.1","73.6","347","OHS99694.1","7","false","445","KAK8840649.1","Tritrichomonas musculus","97","Metamonada","1915356","TORC2 Expected"
"GCA_020186115.1","451","1.5199999999999998E-158","0","AGC family protein kinase [Histomonas me","343","126","KAH0803066.1","63.3","347","OHS99694.1","5","false","439","KAH0803066.1","Histomonas meleagridis","97","Metamonada","135588","TORC2 Expected"
"GCA_020184695.1","451","1.5199999999999998E-158","0","AGC family protein kinase [Histomonas me","343","126","KAH0786081.1","63.3","347","OHS99694.1","5","false","439","KAH0786081.1","Histomonas meleagridis","97","Metamonada","135588","TORC2 Expected"
"GCA_019968985.2","735","4.31E-268","0","MAG: hypothetical protein KVP17_004531 [","372","10","KAH0480005.1","97.3","475","KAH0481574.1","104","false","372","KAH0480005.1","Porospora cf. gigantea B","1","NA","2853592","NA"
"GCA_019968955.1","935","0.0","0","MAG: hypothetical protein KVP18_001380 [","462","0","KAH0481573.1","100.0","565","KAH0481574.1","104","false","462","KAH0481573.1","Porospora cf. gigantea A","1","Alveolata","2853593","No TORC2"
"GCA_019968955.1","1125","0.0","0","MAG: hypothetical protein KVP18_001380 [","565","0","KAH0481574.1","100.0","565","KAH0481574.1","1","false","565","KAH0481574.1","Porospora cf. gigantea A","1","Alveolata","2853593","No TORC2"
"GCA_019968985.2","1057","0.0","3","MAG: hypothetical protein KVP17_004531 [","565","24","KAH0480004.1","95.2","565","KAH0481574.1","1","false","562","KAH0480004.1","Porospora cf. gigantea B","1","NA","2853592","NA"
"GCA_003704535.1","962","0.0","0","hypothetical protein DD238_002311 [Peronos","476","0","RMX66568.1","100.0","476","RMX66568.1","1","false","476","RMX66568.1","Peronospora effusa","1","Stramenopiles","542832","TORC2 Expected"
"GCA_019828565.1","295","9.330000000000001E-97","2","Protein kinase domain [Carpediemonas mem","331","157","KAG9391041.1","45.9","341","KAJ9452834.1","21","false","408","KAG9391041.1","Carpediemonas membranifera","90","Metamonada","201153","TORC2 Expected"
"GCA_019455425.1","826","1.89E-305","0","hypothetical protein CXB51_007776 [Gossy","428","0","KAG8496745.1","100.0","428","KAG8496745.1","1","false","428","KAG8496745.1","Gossypium anomalum","1","Streptophyta","47600","No TORC2"
"GCA_019455425.1","803","4.61E-293","2","hypothetical protein CXB51_026246 [Gossy","531","126","KAG8481436.1","75.3","532","OMP10177.1","4","false","528","KAG8481436.1","Gossypium anomalum","1","Streptophyta","47600","No TORC2"
"GCA_002762385.1","897","0.0","0","Ribosomal protein S6 kinase [Handroanthus","472","0","PIN14023.1","100.0","472","PIN14023.1","1","false","472","PIN14023.1","Handroanthus impetiginosus","1","Streptophyta","429701","No TORC2"
"GCA_019426215.1","608","8.449999999999999E-220","5","hypothetical protein BUALT_Bualt07G00453","430","46","KAG8379025.1","75.3","394","KAK6123439.1","23","false","428","KAG8379025.1","Buddleja alternifolia","1","Streptophyta","168488","No TORC2"
"GCA_019426215.1","706","3.4999999999999996E-257","5","hypothetical protein BUALT_Bualt11G01365","485","61","KAG8374477.1","76.7","471","KAI3447857.1","1","false","447","KAG8374477.1","Buddleja alternifolia","1","Streptophyta","168488","No TORC2"
"GCA_019279435.1","1575","0.0","0","hypothetical protein GUJ93_ZPchr0011g288","804","0","KAG8091229.1","100.0","804","KAG8091229.1","1","false","804","KAG8091229.1","Zizania palustris","1","Streptophyta","103762","No TORC2"
"GCA_965603825.1","353","1.96E-115","10","unnamed protein product [Blepharisma sto","582","287","CAN4310126.1","36.4","607","TNV73430.1","28","false","505","CAN4310126.1","NA","5","NA",,"NA"
"GCA_914767885.1","353","1.96E-115","10","unnamed protein product [Blepharisma sto","582","287","CAG9318196.1","36.4","607","TNV73430.1","28","false","505","CAG9318196.1","Blepharisma stoltei","5","Alveolata","1481888","TORC2 Expected"
"GCA_000512085.1","419","1.03E-139","11","hypothetical protein RFI_13168 [Reticulomy","565","238","ETO23989.1","43.2","539","WZN61477.1","49","false","668","ETO23989.1","Reticulomyxa filosa","113","Rhizaria","46433","TORC2 Expected"
"GCA_965603825.1","414","4.29E-140","9","unnamed protein product [Blepharisma sto","516","265","CAN4306259.1","44.4","519","SPQ95262.1","12","false","504","CAN4306259.1","NA","3","NA",,"NA"
"GCA_914767885.1","329","1.21E-109","4","unnamed protein product [Blepharisma sto","314","144","CAG9314215.1","51.6","360","TNV82233.1","47","false","507","CAG9314215.1","Blepharisma stoltei","202","Alveolata","1481888","TORC2 Expected"
"GCA_001970955.1","333","8.179999999999999E-107","8","hypothetical protein SteCoe_36448 [Stentor","586","276","OMJ66641.1","34.1","656","TNV82775.1","82","false","508","OMJ66641.1","Stentor coeruleus","22","NA","5963","NA"
"GCA_001970955.1","329","2.4900000000000002E-105","8","hypothetical protein SteCoe_18696 [Stentor","536","257","OMJ80935.1","35.1","617","TNV82775.1","82","false","466","OMJ80935.1","Stentor coeruleus","22","NA","5963","NA"
"GCA_001970955.1","327","1.9299999999999997E-104","8","hypothetical protein SteCoe_28968 [Stentor","544","245","OMJ72553.1","35.3","617","TNV82775.1","82","false","466","OMJ72553.1","Stentor coeruleus","22","NA","5963","NA"
"GCA_965603825.1","234","1.5700000000000002E-70","4","unnamed protein product [Blepharisma sto","331","182","CAN4313948.1","38.4","551","TNV82980.1","233","false","506","CAN4313948.1","NA","186","NA",,"NA"
"GCA_050947055.1","897","0.0","0","S6K1 [Auxenochlorella protothecoides x A","457","1","KAL6770959.1","99.8","457","RMZ57349.1","1","false","511","KAL6770959.1","NA","55","NA",,"NA"
"GCA_914767885.1","234","1.5700000000000002E-70","4","unnamed protein product [Blepharisma sto","331","182","CAG9322146.1","38.4","551","TNV82980.1","233","false","506","CAG9322146.1","Blepharisma stoltei","186","Alveolata","1481888","TORC2 Expected"
"GCA_037855405.1","212","2.28E-58","8","Serine/threonine-protein kinase AtPK2/At","333","154","KAL4853964.1","37.8","529","TMW58660.1","199","false","491","KAL4853964.1","Chlorella vulgaris","210","Chlorophyta","3077","No TORC2"
"GCA_008330625.1","441","1.64E-149","7","hypothetical protein FNF31_07237 [Cafete","572","253","KAA0149277.1","44.2","543","WZN61477.1","36","false","578","KAA0149277.1","Cafeteria roenbergensis","9","Stramenopiles","33653","No TORC2"
"GCA_008330645.1","441","1.64E-149","7","hypothetical protein FNF29_06157 [Cafete","572","253","KAA0149069.1","44.2","543","WZN61477.1","36","false","578","KAA0149069.1","Cafeteria roenbergensis","9","Stramenopiles","33653","No TORC2"
"GCA_008330665.1","441","2.31E-149","7","hypothetical protein FNF27_04569 [Cafete","572","253","KAA0174008.1","44.2","543","WZN61477.1","36","false","589","KAA0174008.1","Cafeteria roenbergensis","20","Stramenopiles","33653","No TORC2"
"GCA_008330635.1","441","2.31E-149","7","hypothetical protein FNF28_04456 [Cafete","572","253","KAA0163066.1","44.2","543","WZN61477.1","36","false","589","KAA0163066.1","Cafeteria roenbergensis","20","Stramenopiles","33653","No TORC2"
"GCA_002897355.1","447","5.089999999999999E-152","8","Protein kinase, putative [Hondaea fermenta","527","250","GBG33972.1","47.8","537","WZN61477.1","33","false","556","GBG33972.1","Hondaea fermentalgiana","33","Stramenopiles","2315210","TORC2 Expected"
"GCA_905221625.1","414","3.06E-139","6","pkgB [Symbiodinium sp. KB8]","544","265","CAE7244449.1","43.9","543","WZN61477.1","37","false","559","CAE7244449.1","Symbiodinium sp. KB8","19","Alveolata","230985","No TORC2"
"GCA_004379255.2","761","5.619999999999999E-279","3","hypothetical protein SASPL_136205 [Salvi","455","54","KAG6403971.1","85.7","449","KAL1566245.1","1","false","450","KAG6403971.1","Salvia splendens","1","Streptophyta","180675","No TORC2"
"GCA_004379255.2","788","2.04E-289","4","hypothetical protein SASPL_155030 [Salvi","481","34","KAG6386139.1","84.6","449","KAL1566245.1","1","false","473","KAG6386139.1","Salvia splendens","1","Streptophyta","180675","No TORC2"
"GCA_018804465.1","917","0.0","1","hypothetical protein POTOM_053115 [Popul","504","8","KAG6744395.1","92.7","475","PNS99476.1","1","false","504","KAG6744395.1","Populus tomentosa","1","Streptophyta","118781","No TORC2"
"GCA_017552425.1","871","0.0","1","Serine/threonine-protein kinase [Salix s","475","32","KAG5248365.1","92.4","475","PNS99476.1","1","false","471","KAG5248365.1","Salix suchowensis","1","Streptophyta","1278906","No TORC2"
"GCF_009914755.1","811","6.86E-298","2","RAC-beta serine/threonine-protein kina","479","85","NP_001617.1","81.6","477","XP_054231533.1","1","false","478","NP_001617.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_009914755.1","849","8.04E-305","0","RAC-beta serine/threonine-protein kina","419","0","NP_001229957.1","100.0","481","NP_001617.1","63","false","419","NP_001229957.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_009914755.1","849","8.04E-305","0","RAC-beta serine/threonine-protein kina","419","0","NP_001229956.1","100.0","481","NP_001617.1","63","false","419","NP_001229956.1","Homo sapiens","1","Opisthokonta","9606","TORC2 Expected"
"GCF_000002945.2","1278","0.0","0","serine/threonine protein kinase S6K fa","646","0","NP_594840.1","100.0","646","NP_594840.1","1","false","646","NP_594840.1","Schizosaccharomyces pombe","1","Opisthokonta","4896","TORC2 Expected"
"GCF_000002945.2","456","2.1599999999999997E-152","4","serine/threonine protein kinase S6K fa","420","186","NP_593754.1","54.5","605","NP_594840.1","189","false","642","NP_593754.1","Schizosaccharomyces pombe","225","Opisthokonta","4896","TORC2 Expected"
"GCF_000146045.2","468","2.03E-155","3","serine/threonine protein kinase SCH9 [","407","169","NP_012075.1","57.5","603","NP_594840.1","198","false","746","NP_012075.1","Saccharomyces cerevisiae","343","Opisthokonta","559292","TORC2 Expected"
"GCA_029852735.1","500","9.509999999999998E-173","5","hypothetical protein MRB53_040103 [Perse","427","135","KAJ8607715.1","60.4","603","NP_594840.1","198","false","428","KAJ8607715.1","Persea americana","15","Streptophyta","3435","No TORC2"
"GCA_013115135.1","638","5.839999999999998E-234","1","hypothetical protein FOZ60_001333 [Perki","341","15","KAF4689638.1","94.7","341","KAF4742813.1","1","false","338","KAF4689638.1","Perkinsus olseni","1","Alveolata","32597","TORC2 Expected"
"GCA_029852735.1","507","5.259999999999999E-174","2","hypothetical protein MRB53_039059 [Perse","419","164","KAJ8609501.1","59.2","610","NP_594840.1","198","false","522","KAJ8609501.1","Persea americana","105","Streptophyta","3435","No TORC2"
"GCA_001179505.1","490","2.8899999999999998E-164","2","unnamed protein product [Vitrella brassica","335","91","CEM32786.1","71.6","765","XP_002368822.1","434","false","471","CEM32786.1","Vitrella brassicaformis","138","Alveolata","1169540","TORC2 Expected"
"GCA_022343405.2","414","4.6799999999999996E-136","6","hypothetical protein L7F22_042256 [Adian","398","176","MCO5588301.1","53.8","562","NP_594840.1","171","false","569","MCO5588301.1","Adiantum nelumboides","174","Streptophyta","2759587","No TORC2"
"GCA_963970005.1","465","3.9699999999999995E-166","2","unnamed protein product [Durusdinium tre","317","65","CAK9072299.1","72.2","341","KAF4742813.1","28","false","300","CAK9072299.1","Durusdinium trenchii","4","Alveolata","1381693","No TORC2"
"GCA_017552425.1","419","4.3E-138","4","Serine/threonine-protein kinase [Salix s","353","128","KAG5220793.1","59.5","566","NP_594840.1","226","false","555","KAG5220793.1","Salix suchowensis","206","Streptophyta","1278906","No TORC2"
"GCA_026184515.1","1582","0.0","0","hypothetical protein PsorP6_007042 [Pero","803","0","KAI9915654.1","100.0","803","KAI9915654.1","1","false","803","KAI9915654.1","Peronosclerospora sorghi","1","Stramenopiles","230839","TORC2 Expected"
"GCA_014282095.1","542","4.23E-191","5","hypothetical protein JHK85_041280 [Glyci","356","50","KAG4966305.1","81.2","351","WVY91282.1","1","false","344","KAG4966305.1","Glycine max","1","Streptophyta","3847","No TORC2"
"GCA_020497155.1","542","3.32E-191","5","Serine/threonine-protein kinase AtPK2/At","357","51","KAH1214298.1","81.0","352","WVY91282.1","1","false","345","KAH1214298.1","Glycine max","1","Streptophyta","3847","No TORC2"
"GCA_004193775.2","991","0.0","0","Serine/threonine-protein kinase AtPK2/AtPK","498","0","RZB53036.1","100.0","498","RZB53036.1","1","false","498","RZB53036.1","Glycine soja","1","Streptophyta","3848","No TORC2"
"GCA_014282345.1","946","0.0","1","hypothetical protein JHK87_050903 [Glyci","498","1","KAG4925363.1","96.0","498","RZB53036.1","1","false","479","KAG4925363.1","Glycine soja","1","Streptophyta","3848","No TORC2"
"GCA_017309695.1","990","0.0","1","hypothetical protein PC116_g14273 [Phyto","519","19","KAG4237666.1","95.8","687","KAJ8559134.1","169","false","657","KAG4237666.1","Phytophthora cactorum","142","Stramenopiles","29920","TORC2 Expected"
"GCA_016906365.1","1027","0.0","0","hypothetical protein PC123_g9539 [Phytop","512","0","KAG4055370.1","100.0","512","KAG4055370.1","1","false","512","KAG4055370.1","Phytophthora cactorum","1","Stramenopiles","29920","TORC2 Expected"
"GCA_016864835.1","1027","0.0","0","hypothetical protein PC119_g7478 [Phytop","512","0","KAG3027185.1","100.0","512","KAG4055370.1","1","false","512","KAG3027185.1","Phytophthora cactorum","1","Stramenopiles","29920","TORC2 Expected"
"GCA_003287315.1","2473","0.0","0","hypothetical protein PC110_g143 [Phytophth","1272","0","RAW43720.1","100.0","1272","RAW43720.1","1","false","1272","RAW43720.1","Phytophthora cactorum","1","Stramenopiles","29920","TORC2 Expected"
"GCA_016864635.1","1410","0.0","0","hypothetical protein PC111_g14954 [Phyto","736","0","KAG2812073.1","100.0","736","KAG2812073.1","1","false","736","KAG2812073.1","Phytophthora cactorum","1","Stramenopiles","29920","TORC2 Expected"
"GCA_016865095.1","228","9.999999999999999E-69","6","Protein kinase 2, partial [Phytophthora","295","124","KAG3089395.1","45.1","476","KAK2941904.1","187","false","482","KAG3089395.1","Phytophthora idaei","221","Stramenopiles","53986","TORC2 Expected"
"GCA_016808335.1","920","0.0","1","hypothetical protein PVAP13_9NG592608 [P","506","9","KAG2541004.1","93.3","481","RLN38607.1","1","false","506","KAG2541004.1","Panicum virgatum","1","Streptophyta","38727","No TORC2"
"GCA_000801105.3","823","2.1999999999999998E-303","4","Serine/threonine-protein kinase AtPK1/At","457","30","KAJ4893165.1","91.7","454","KAL0900585.1","1","false","452","KAJ4893165.1","Raphanus sativus","1","Streptophyta","3726","No TORC2"
"GCA_016771965.1","866","0.0","0","hypothetical protein Bca52824_085458 [Br","432","0","KAG2245830.1","100.0","432","KAG2245830.1","1","false","432","KAG2245830.1","Brassica carinata","1","Streptophyta","52824","No TORC2"
"GCA_000733215.1","897","0.0","0","Serine/threonine-protein kinase AtPK2/AtPK","457","1","KFM25755.1","99.8","457","RMZ57349.1","1","false","457","KFM25755.1","Auxenochlorella protothecoides","1","Chlorophyta","3075","No TORC2"
"GCA_050947065.1","897","0.0","0","S6K1 [Auxenochlorella protothecoides x A","457","1","KAL6770046.1","99.8","457","RMZ57349.1","1","false","457","KAL6770046.1","NA","1","NA",,"NA"
"GCA_003709365.1","899","0.0","0","hypothetical protein APUTEX25_004183 [Auxe","457","0","RMZ57349.1","100.0","457","RMZ57349.1","1","false","457","RMZ57349.1","Auxenochlorella protothecoides","1","Chlorophyta","3075","No TORC2"
"GCA_020875875.1","692","8.880000000000001E-251","5","Non-specific serine/threonine protein ki","488","116","KAH7677659.1","74.2","486","RWR80519.1","1","false","480","KAH7677659.1","Dioscorea alata","1","Streptophyta","55571","No TORC2"
"GCA_026586065.1","691","2.56E-250","6","hypothetical protein J5N97_014661 [Diosc","479","103","KAJ0979187.1","75.4","467","KAK1270852.1","1","false","476","KAJ0979187.1","Dioscorea zingiberensis","1","Streptophyta","325984","No TORC2"
"GCA_014871385.1","793","1.38E-291","0","hypothetical protein KC19_1G304900 [Cera","403","5","KAG0593101.1","98.8","403","KAG0632015.1","1","false","403","KAG0593101.1","Ceratodon purpureus","1","Streptophyta","3225","No TORC2"
"GCA_039513925.1","969","0.0","0","Serine/threonine-protein kinase AtPK2/At","485","0","KAK8918859.1","100.0","485","KAK8918859.1","1","false","485","KAK8918859.1","Platanthera zijinensis","1","Streptophyta","2320716","No TORC2"
"GCA_022539455.1","665","4.01E-239","4","hypothetical protein KFK09_003161 [Dendr","490","100","KAI0527557.1","71.4","554","PKU81525.1","66","false","471","KAI0527557.1","Dendrobium nobile","21","Streptophyta","94219","No TORC2"
"GCA_001605985.2","1079","0.0","0","Serine/threonine-protein kinase [Dendrobiu","557","0","PKU81525.1","100.0","557","PKU81525.1","1","false","557","PKU81525.1","Dendrobium catenatum","1","Streptophyta","906689","No TORC2"
"GCA_040670175.1","972","0.0","4","hypothetical protein M5K25_019668 [Dendr","567","15","KAL0911519.1","91.4","557","PKU81525.1","1","false","558","KAL0911519.1","Dendrobium thyrsiflorum","16","Streptophyta","117978","No TORC2"
"GCA_022539455.1","925","0.0","1","hypothetical protein KFK09_021332 [Dendr","506","6","KAI0498091.1","94.3","557","PKU81525.1","52","false","483","KAI0498091.1","Dendrobium nobile","1","Streptophyta","94219","No TORC2"
"GCA_022539455.1","925","0.0","1","hypothetical protein KFK09_021330 [Dendr","506","6","KAI0498089.1","94.3","557","PKU81525.1","52","false","483","KAI0498089.1","Dendrobium nobile","1","Streptophyta","94219","No TORC2"
"GCA_019925795.1","924","0.0","1","hypothetical protein IEQ34_016095 [Dendr","506","6","KAH0454171.1","94.3","557","PKU81525.1","52","false","483","KAH0454171.1","Dendrobium chrysotoxum","1","Streptophyta","161865","No TORC2"
"GCA_039583875.1","762","6.82E-277","4","Serine/threonine-protein kinase AtPK2/At","515","81","KAK8961997.1","78.1","557","PKU81525.1","52","false","492","KAK8961997.1","Platanthera guangdongensis","1","Streptophyta","2320717","No TORC2"
"GCA_029228485.1","894","0.0","0","serine/threonine-protein kinase AtPK2/At","475","22","KAJ6922662.1","95.4","475","PNT30953.1","1","false","475","KAJ6922662.1","Populus alba x Populus x berolinensis","1","Streptophyta","444605","No TORC2"
"GCA_015680905.1","863","0.0","0","hypothetical protein IFM89_005365 [Copti","431","0","KAF9595879.1","100.0","431","KAF9595879.1","1","false","431","KAF9595879.1","Coptis chinensis","1","Streptophyta","261450","No TORC2"
"GCA_015342445.1","974","0.0","0","hypothetical protein HU200_017856 [Digit","491","0","KAF8728591.1","100.0","491","KAF8728591.1","1","false","491","KAF8728591.1","Digitaria exilis","1","Streptophyta","1010633","No TORC2"
"GCA_015342445.1","964","0.0","0","hypothetical protein HU200_023542 [Digit","491","4","KAF8721122.1","99.2","491","KAF8728591.1","1","false","491","KAF8721122.1","Digitaria exilis","1","Streptophyta","1010633","No TORC2"
"GCA_050230495.1","901","0.0","0","hypothetical protein AAG906_001539 [Viti","452","1","KAL6319066.1","99.8","452","WKA08577.1","1","false","452","KAL6319066.1","NA","1","NA",,"NA"
"GCA_015143295.1","800","2.4199999999999998E-296","0","hypothetical protein HHK36_007124 [Tetra","400","0","KAF8407984.1","100.0","400","KAF8407984.1","1","false","400","KAF8407984.1","Tetracentron sinense","1","Streptophyta","13715","No TORC2"
"GCA_015143295.1","736","1.18E-266","4","hypothetical protein HHK36_010551 [Tetra","585","75","KAF8402467.1","68.0","473","KAJ4979767.1","1","false","585","KAF8402467.1","Tetracentron sinense","1","Streptophyta","13715","No TORC2"
"GCA_003573695.1","909","0.0","0","hypothetical protein C5167_036130 [Papaver","489","0","RZC87592.1","100.0","489","RZC87592.1","1","false","489","RZC87592.1","Papaver somniferum","1","Streptophyta","3469","No TORC2"
"GCA_015143295.1","758","1.58E-280","0","hypothetical protein HHK36_016870 [Tetra","372","0","KAF8397944.1","100.0","372","KAF8397944.1","1","false","372","KAF8397944.1","Tetracentron sinense","1","Streptophyta","13715","No TORC2"
"GCA_015143295.1","665","6.809999999999999E-243","1","hypothetical protein HHK36_016849 [Tetra","362","31","KAF8397923.1","90.9","372","KAF8397944.1","13","false","428","KAF8397923.1","Tetracentron sinense","67","Streptophyta","13715","No TORC2"
"GCA_024733475.1","753","4.4100000000000004E-266","0","hypothetical protein NL676_018822 [Syzyg","405","31","KAI6698703.1","92.3","472","KAL3753340.1","68","false","559","KAI6698703.1","Syzygium grande","155","Streptophyta","1042139","No TORC2"
"GCA_023344035.1","872","0.0","1","uncharacterized protein J3R85_019928 [Ps","482","46","KAI3408979.1","90.2","482","KAL3753340.1","1","false","482","KAI3408979.1","Psidium guajava","2","Streptophyta","120290","No TORC2"
"GCA_046226855.1","970","0.0","0","hypothetical protein ACJRO7_000692 [Euca","482","0","KAL3753340.1","100.0","482","KAL3753340.1","1","false","482","KAL3753340.1","Eucalyptus globulus","1","NA","34317","NA"
"GCA_000612305.2","967","0.0","0","hypothetical protein EUGRSUZ_A00779 [Euc","482","4","KAK3444785.1","99.2","482","KAL3753340.1","1","false","482","KAK3444785.1","Eucalyptus grandis","1","Streptophyta","71139","No TORC2"
"GCA_000612305.2","967","0.0","0","hypothetical protein EUGRSUZ_A00779 [Euc","482","4","KAK3444784.1","99.2","482","KAL3753340.1","1","false","482","KAK3444784.1","Eucalyptus grandis","1","Streptophyta","71139","No TORC2"
"GCA_014858505.1","882","0.0","0","hypothetical protein BT93_A0364 [Corymbi","482","48","KAF8041737.1","90.0","482","KAL3753340.1","1","false","482","KAF8041737.1","Corymbia citriodora","1","Streptophyta","360336","No TORC2"
"GCA_035582545.1","742","2.19E-268","3","hypothetical protein SAY86_004617 [Trapa","465","77","KAK4804800.1","81.3","462","OWM65356.1","1","false","458","KAK4804800.1","Trapa natans","1","Streptophyta","22666","No TORC2"
"GCA_035582445.1","745","1.33E-269","3","hypothetical protein SAY87_021700 [Trapa","465","75","KAK4752902.1","81.7","462","OWM65356.1","1","false","458","KAK4752902.1","Trapa incisa","1","Streptophyta","236973","No TORC2"
"GCF_008403515.1","922","0.0","0","uncharacterized protein FDP41_009737 [","463","0","XP_044556756.1","100.0","463","XP_044556756.1","1","false","463","XP_044556756.1","Naegleria fowleri","1","Discoba","5763","TORC2 Expected"
"GCA_024733475.1","2134","0.0","10","hypothetical protein NL676_028854 [Syzyg","1546","276","KAI6682941.1","72.8","1409","VVA16997.1","1","false","1596","KAI6682941.1","Syzygium grande","59","Streptophyta","1042139","No TORC2"
"GCA_008403515.1","922","0.0","0","hypothetical protein FDP41_009737 [Naegl","463","0","KAF0972041.1","100.0","463","XP_044556756.1","1","false","463","KAF0972041.1","Naegleria fowleri","1","Discoba","5763","TORC2 Expected"
"GCA_000004515.5","922","0.0","0","hypothetical protein GLYMA_18G212800v4 [","479","23","KRH00425.1","95.2","479","RZB94162.1","1","false","479","KRH00425.1","Glycine max","1","Streptophyta","3847","No TORC2"
